playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,ESP-La Liga,Espanyol,BRA,DF,29.0,1988.0,16,1362.0,85.0,39.8,15.1,16,85.0,12.0,0,,5,1.25,20.0,18.0,2.0,0.13,0.31,20.3,20.5,-0.1,-0.01,0.2,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,FRA-Ligue 1,Monaco,BRA,DF,35.0,1982.0,7,301.0,43.0,8.8,3.3,5,54.0,1.0,2,15.0,7,0.71,4.0,5.0,-1.0,-0.3,0.22,4.5,4.2,0.4,0.11,0.2,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2000000,40.0,1.98,right,GER-Bundesliga,Schalke 04,BRA,DF,35.0,1982.0,7,630.0,90.0,20.6,7.0,7,90.0,7.0,0,,9,0.57,5.0,11.0,-6.0,-0.86,-0.41,8.3,7.9,0.4,0.06,0.24,2019
Coke,/coke/profil/spieler/71905,31,RB,Spain,400000,1500000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Levante UD,/ud-levante/startseite/verein/3368,out,2018,-1100000,36.0,1.76,right,ESP-La Liga,Levante,ESP,DF,31.0,1987.0,27,1817.0,67.0,53.1,20.2,19,86.0,14.0,8,23.0,2,1.0,32.0,34.0,-2.0,-0.1,0.18,28.0,40.8,-12.7,-0.63,-0.1,2019
Leonardo Bittencourt,/leonardo-bittencourt/profil/spieler/93844,24,AM,Germany,2800000,6000000,1.FC Köln,/1-fc-koln/startseite/verein/3,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,-3200000,29.0,1.71,right,GER-Bundesliga,Hoffenheim,GER,MF,24.0,1993.0,21,1069.0,51.0,34.9,11.9,13,73.0,5.0,8,15.0,8,1.57,16.0,21.0,-5.0,-0.42,-1.46,21.9,19.8,2.1,0.18,-0.78,2019
Ishak Belfodil,/ishak-belfodil/profil/spieler/111039,26,CF,Algeria,1700000,5500000,Standard Liège,/standard-luttich/startseite/verein/3057,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,-3800000,31.0,1.92,right,GER-Bundesliga,Hoffenheim,ALG,"FW,MF",26.0,1992.0,28,1863.0,67.0,60.9,20.7,20,84.0,13.0,8,22.0,5,1.36,45.0,28.0,17.0,0.82,0.75,49.4,29.0,20.4,0.99,0.77,2019
Joshua Brenet,/joshua-brenet/profil/spieler/207006,24,RB,Netherlands,4000000,3500000,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,in,2018,500000,29.0,1.81,right,GER-Bundesliga,Hoffenheim,NED,DF,24.0,1994.0,14,906.0,65.0,29.6,10.1,10,86.0,7.0,4,12.0,16,1.71,23.0,14.0,9.0,0.89,0.52,22.1,14.5,7.6,0.75,0.09,2019
Axel Witsel,/axel-witsel/profil/spieler/35047,29,DM,Belgium,5000000,20000000,Tianjin Tianhai (-2019),/tianjin-tianhai-2019-/startseite/verein/33714,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2018,-15000000,34.0,1.86,right,GER-Bundesliga,Dortmund,BEL,MF,29.0,1989.0,33,2873.0,87.0,93.9,31.9,32,89.0,31.0,1,21.0,0,2.21,74.0,41.0,33.0,1.03,-0.89,57.9,37.7,20.2,0.63,-0.01,2019
Leonardo Balerdi,/leonardo-balerdi/profil/spieler/575998,19,CB,Argentina,10000000,15500000,CA Boca Juniors,/club-atletico-boca-juniors/startseite/verein/189,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,in,2018,-5500000,24.0,1.87,right,GER-Bundesliga,Dortmund,ARG,DF,19.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2019
Christian Pulisic,/christian-pulisic/profil/spieler/315779,20,LW,United States,25000000,64000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2018,-39000000,24.0,1.77,right,GER-Bundesliga,Dortmund,USA,FW,19.0,1998.0,20,932.0,47.0,30.5,10.4,9,87.0,6.0,11,14.0,4,2.3,28.0,13.0,15.0,1.45,0.52,19.9,11.8,8.1,0.78,0.22,2019
Andriy Yarmolenko,/andriy-yarmolenko/profil/spieler/69015,28,RW,Ukraine,2000000,20000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-18000000,33.0,1.89,left,ENG-Premier League,West Ham,UKR,"MF,FW",28.0,1989.0,9,459.0,51.0,13.4,5.1,5,71.0,1.0,4,27.0,0,0.78,5.0,6.0,-1.0,-0.2,-0.14,5.2,6.6,-1.4,-0.27,0.13,2019
Sokratis Papastathopoulos,/sokratis-papastathopoulos/profil/spieler/34322,30,CB,Greece,1000000,16000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2018,-15000000,35.0,1.86,right,ENG-Premier League,Arsenal,GRE,DF,30.0,1988.0,25,2198.0,88.0,64.3,24.4,25,88.0,24.0,0,,3,1.84,44.0,33.0,11.0,0.45,-0.36,38.3,33.1,5.2,0.21,0.17,2019
Mikel Merino,/mikel-merino/profil/spieler/338424,22,CM,Spain,50000000,7000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Newcastle United,/newcastle-united/startseite/verein/762,out,2018,43000000,27.0,1.89,left,ESP-La Liga,Real Sociedad,ESP,MF,22.0,1996.0,29,2055.0,71.0,60.1,22.8,24,81.0,14.0,5,23.0,1,1.38,27.0,29.0,-2.0,-0.09,-0.15,31.7,30.8,0.9,0.04,0.02,2019
Paulinho,/paulinho/profil/spieler/428791,18,LW,Brazil,7500000,18500000,Clube de Regatas Vasco da Gama,/vasco-da-gama-rio-de-janeiro/startseite/verein/978,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2018,-11000000,22.0,1.77,right,GER-Bundesliga,Leverkusen,BRA,"FW,MF",18.0,2000.0,15,180.0,12.0,5.9,2.0,0,,0.0,15,11.0,14,1.33,1.0,6.0,-5.0,-2.5,-3.19,2.8,4.2,-1.3,-0.67,-1.16,2019
Bernd Leno,/bernd-leno/profil/spieler/72476,26,GK,Germany,12000000,25000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2018,-13000000,31.0,1.9,right,ENG-Premier League,Arsenal,GER,GK,26.0,1992.0,32,2836.0,89.0,82.9,31.5,31,90.0,31.0,1,45.0,6,1.81,61.0,42.0,19.0,0.6,0.14,51.6,46.6,5.1,0.16,0.04,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-5000000,26.0,1.85,right,FRA-Ligue 1,Monaco,GER,"DF,MF",21.0,1997.0,22,1824.0,83.0,53.3,20.3,21,86.0,17.0,1,12.0,13,0.59,17.0,35.0,-18.0,-0.89,-0.83,21.0,27.9,-6.9,-0.34,-0.58,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-5000000,26.0,1.85,right,GER-Bundesliga,Leverkusen,GER,DF,21.0,1997.0,1,63.0,63.0,2.1,0.7,1,63.0,0.0,0,,0,0.0,0.0,2.0,-2.0,-2.86,-3.43,0.7,2.1,-1.5,-2.13,-2.6,2019
Amadou Haidara,/amadou-haidara/profil/spieler/402008,20,CM,Mali,17000000,19000000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,-2000000,25.0,1.75,right,GER-Bundesliga,RB Leipzig,MLI,MF,20.0,1998.0,9,378.0,42.0,12.4,4.2,4,75.0,2.0,5,16.0,0,2.22,8.0,6.0,2.0,0.48,-0.6,10.1,8.3,1.8,0.42,-0.36,2019
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,2000000,25.0,1.87,right,GER-Bundesliga,RB Leipzig,FRA,DF,20.0,1997.0,19,1225.0,64.0,40.0,13.6,14,82.0,9.0,5,14.0,11,2.21,30.0,11.0,19.0,1.4,0.66,30.0,14.7,15.3,1.13,0.64,2019
Matheus Cunha,/matheus-cunha/profil/spieler/517894,19,CF,Brazil,25000000,15000000,FC Sion,/fc-sion/startseite/verein/321,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,10000000,24.0,1.83,right,GER-Bundesliga,RB Leipzig,BRA,"FW,MF",19.0,1999.0,25,853.0,34.0,27.9,9.5,9,75.0,2.0,16,11.0,9,1.8,13.0,8.0,5.0,0.53,-0.66,18.1,11.8,6.3,0.66,-0.11,2019
Marcelo Saracchi,/marcelo-saracchi/profil/spieler/373916,20,LB,Uruguay,1500000,12000000,CA River Plate,/club-atletico-river-plate/startseite/verein/209,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,-10500000,25.0,1.72,left,GER-Bundesliga,RB Leipzig,URU,DF,20.0,1998.0,9,653.0,73.0,21.3,7.3,7,90.0,6.0,2,13.0,16,1.22,12.0,11.0,1.0,0.14,-1.1,15.9,10.3,5.6,0.76,0.03,2019
Tyler Adams,/tyler-adams/profil/spieler/332705,19,DM,United States,18000000,2630000,New York Red Bulls,/new-york-red-bulls/startseite/verein/623,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,in,2018,15370000,24.0,1.75,right,GER-Bundesliga,RB Leipzig,USA,MF,19.0,1999.0,10,721.0,72.0,23.6,8.0,8,85.0,6.0,2,23.0,1,2.1,18.0,2.0,16.0,2.0,1.3,17.3,6.9,10.4,1.3,0.73,2019
Naby Keïta,/naby-keita/profil/spieler/302215,23,CM,Guinea,12000000,60000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2018,-48000000,28.0,1.72,right,ENG-Premier League,Liverpool,GUI,"MF,FW",23.0,1995.0,25,1390.0,56.0,40.6,15.4,16,78.0,5.0,9,17.0,7,2.68,36.0,8.0,28.0,1.81,0.08,31.6,11.4,20.2,1.31,0.21,2019
Bernardo,/bernardo/profil/spieler/364258,23,CB,Brazil,2500000,10000000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,-7500000,28.0,1.86,left,ENG-Premier League,Brighton,BRA,DF,23.0,1995.0,22,1752.0,80.0,51.2,19.5,19,89.0,18.0,3,19.0,12,1.09,17.0,29.0,-12.0,-0.62,0.09,16.5,23.6,-7.1,-0.37,0.54,2019
Nicolás González,/nicolas-gonzalez/profil/spieler/486031,20,LW,Argentina,30000000,11260000,AA Argentinos Juniors,/argentinos-juniors/startseite/verein/1030,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,18740000,25.0,1.8,left,GER-Bundesliga,Stuttgart,ARG,"FW,MF",20.0,1998.0,30,2162.0,72.0,70.7,24.0,23,84.0,16.0,7,33.0,1,0.8,23.0,48.0,-25.0,-1.04,0.26,27.6,42.0,-14.4,-0.6,-0.03,2019
Ozan Kabak,/ozan-kabak/profil/spieler/361260,18,CB,Turkey,10000000,11000000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-1000000,23.0,1.87,right,GER-Bundesliga,Stuttgart,TUR,DF,18.0,2000.0,15,1350.0,90.0,44.1,15.0,15,90.0,15.0,0,,1,0.87,18.0,32.0,-14.0,-0.93,0.33,17.2,27.4,-10.2,-0.68,-0.16,2019
Pablo Maffeo,/pablo-maffeo/profil/spieler/251876,20,RB,Spain,8000000,9000000,Manchester City,/manchester-city/startseite/verein/281,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-1000000,25.0,1.72,right,GER-Bundesliga,Stuttgart,ESP,"DF,MF",21.0,1997.0,8,597.0,75.0,19.5,6.6,8,75.0,3.0,0,,3,0.38,1.0,15.0,-14.0,-2.11,-1.23,5.0,12.1,-7.1,-1.07,-0.59,2019
Borna Sosa,/borna-sosa/profil/spieler/293194,20,LB,Croatia,12000000,6000000,GNK Dinamo Zagreb,/gnk-dinamo-zagreb/startseite/verein/419,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,6000000,25.0,1.87,left,GER-Bundesliga,Stuttgart,CRO,"DF,MF",20.0,1998.0,12,616.0,51.0,20.1,6.8,7,84.0,6.0,5,5.0,5,0.92,5.0,11.0,-6.0,-0.88,0.3,9.5,12.2,-2.7,-0.39,0.25,2019
Gonzalo Castro,/gonzalo-castro/profil/spieler/28947,31,CM,Germany,0,5000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2018,-5000000,36.0,1.72,right,GER-Bundesliga,Stuttgart,GER,MF,31.0,1987.0,25,1692.0,68.0,55.3,18.8,19,79.0,12.0,6,31.0,8,0.8,19.0,44.0,-25.0,-1.33,-0.47,21.3,30.5,-9.1,-0.49,0.24,2019
Carlos Salcedo,/carlos-salcedo/profil/spieler/256866,24,CB,Mexico,4000000,5000000,Deportivo Guadalajara,/deportivo-guadalajara/startseite/verein/6711,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,-1000000,29.0,1.85,right,GER-Bundesliga,Eint Frankfurt,MEX,DF,24.0,1993.0,6,460.0,77.0,15.0,5.1,6,77.0,5.0,0,,1,1.17,6.0,7.0,-1.0,-0.2,-0.65,7.6,6.1,1.4,0.28,0.1,2019
Carlos Salcedo,/carlos-salcedo/profil/spieler/256866,25,CB,Mexico,4000000,8800000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Tigres UANL,/tigres-uanl/startseite/verein/7055,out,2018,-4800000,29.0,1.85,right,GER-Bundesliga,Eint Frankfurt,MEX,DF,24.0,1993.0,6,460.0,77.0,15.0,5.1,6,77.0,5.0,0,,1,1.17,6.0,7.0,-1.0,-0.2,-0.65,7.6,6.1,1.4,0.28,0.1,2019
Lucas Torró,/lucas-torro/profil/spieler/213670,23,DM,Spain,8000000,3500000,Real Madrid,/real-madrid/startseite/verein/418,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,4500000,28.0,1.9,right,GER-Bundesliga,Eint Frankfurt,ESP,MF,24.0,1994.0,8,560.0,70.0,18.3,6.2,6,82.0,4.0,2,36.0,3,1.38,12.0,8.0,4.0,0.64,0.35,8.6,9.8,-1.2,-0.2,-0.48,2019
Gonçalo Paciência,/goncalo-paciencia/profil/spieler/181547,23,CF,Portugal,2000000,3000000,FC Porto,/fc-porto/startseite/verein/720,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,-1000000,28.0,1.84,right,GER-Bundesliga,Eint Frankfurt,POR,FW,23.0,1994.0,11,390.0,35.0,12.7,4.3,4,75.0,0.0,7,13.0,8,1.91,10.0,3.0,7.0,1.62,1.45,9.7,4.9,4.8,1.11,1.05,2019
Tuta,/tuta/profil/spieler/546213,19,CB,Brazil,15000000,1800000,São Paulo FC U20,/fc-sao-paulo-u20/startseite/verein/14708,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,13200000,23.0,1.85,right,GER-Bundesliga,Eint Frankfurt,BRA,DF,19.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,MLI,DF,22.0,1996.0,4,346.0,87.0,10.1,3.8,4,87.0,3.0,0,,0,0.25,2.0,4.0,-2.0,-0.52,-0.02,4.4,4.4,0.0,0.0,0.08,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2018,1750000,27.0,1.83,right,GER-Bundesliga,Eint Frankfurt,MLI,"DF,MF",22.0,1996.0,7,519.0,74.0,17.0,5.8,6,87.0,5.0,1,0.0,3,1.86,10.0,11.0,-1.0,-0.17,-0.63,10.2,8.7,1.5,0.26,0.08,2019
Marius Wolf,/marius-wolf/profil/spieler/193900,23,RB,Germany,10000000,5000000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2018,5000000,28.0,1.87,right,GER-Bundesliga,Dortmund,GER,"DF,FW",23.0,1995.0,16,828.0,52.0,27.1,9.2,10,79.0,4.0,6,7.0,3,2.13,15.0,9.0,6.0,0.65,-0.6,12.7,10.2,2.6,0.28,-0.48,2019
Marius Wolf,/marius-wolf/profil/spieler/193900,23,RB,Germany,10000000,500000,Hannover 96,/hannover-96/startseite/verein/42,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,9500000,28.0,1.87,right,GER-Bundesliga,Dortmund,GER,"DF,FW",23.0,1995.0,16,828.0,52.0,27.1,9.2,10,79.0,4.0,6,7.0,3,2.13,15.0,9.0,6.0,0.65,-0.6,12.7,10.2,2.6,0.28,-0.48,2019
Andreas Poulsen,/andreas-poulsen/profil/spieler/345746,18,LB,Denmark,400000,4500000,FC Midtjylland,/fc-midtjylland/startseite/verein/865,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2018,-4100000,23.0,1.88,left,GER-Bundesliga,M'Gladbach,DEN,DF,18.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2019
Michael Lang,/michael-lang/profil/spieler/51346,27,RB,Switzerland,400000,2800000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,in,2018,-2400000,32.0,1.85,right,GER-Bundesliga,M'Gladbach,SUI,DF,27.0,1991.0,17,1255.0,74.0,41.0,13.9,15,83.0,8.0,2,8.0,9,2.06,30.0,14.0,16.0,1.15,1.3,21.6,19.7,2.0,0.14,0.24,2019
Jannik Vestergaard,/jannik-vestergaard/profil/spieler/99331,25,CB,Denmark,4000000,25000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Southampton FC,/fc-southampton/startseite/verein/180,out,2018,-21000000,30.0,1.99,both,ENG-Premier League,Southampton,DEN,DF,25.0,1992.0,23,2027.0,88.0,59.3,22.5,23,88.0,20.0,0,,7,1.3,29.0,31.0,-2.0,-0.09,1.07,26.1,31.5,-5.4,-0.24,-0.06,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,25,LW,Italy,12000000,5500000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,out,2018,6500000,30.0,1.8,right,GER-Bundesliga,Freiburg,ITA,"MF,FW",25.0,1993.0,16,1427.0,89.0,46.6,15.9,16,89.0,12.0,0,,0,0.94,23.0,32.0,-9.0,-0.57,-0.24,16.8,28.4,-11.7,-0.74,-0.26,2019
Vincenzo Grifo,/vincenzo-grifo/profil/spieler/185077,25,LW,Italy,12000000,5500000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,TSG 1899 Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533,out,2018,6500000,30.0,1.8,right,GER-Bundesliga,Hoffenheim,ITA,"MF,FW",25.0,1993.0,7,335.0,48.0,10.9,3.7,3,72.0,1.0,4,30.0,5,1.43,8.0,5.0,3.0,0.81,0.31,8.4,6.0,2.4,0.64,-0.05,2019
Valentino Lazaro,/valentino-lazaro/profil/spieler/186368,22,RB,Austria,5000000,10500000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-5500000,27.0,1.8,right,GER-Bundesliga,Hertha BSC,AUT,"DF,FW",22.0,1996.0,31,2741.0,88.0,89.6,30.5,31,88.0,29.0,0,,0,1.26,45.0,54.0,-9.0,-0.3,-0.58,46.2,57.0,-10.9,-0.36,-0.47,2019
Lukas Klünter,/lukas-klunter/profil/spieler/282577,22,RB,Germany,600000,2000000,1.FC Köln,/1-fc-koln/startseite/verein/3,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-1400000,27.0,1.84,right,GER-Bundesliga,Hertha BSC,GER,DF,22.0,1996.0,10,592.0,59.0,19.3,6.6,7,79.0,4.0,3,13.0,6,1.0,8.0,12.0,-4.0,-0.61,-0.46,9.1,11.1,-2.0,-0.31,0.0,2019
Pascal Köpke,/pascal-kopke/profil/spieler/193877,22,CF,Germany,450000,2000000,FC Erzgebirge Aue,/fc-erzgebirge-aue/startseite/verein/94,Hertha BSC,/hertha-bsc/startseite/verein/44,in,2018,-1550000,27.0,1.78,right,GER-Bundesliga,Hertha BSC,GER,"FW,MF",22.0,1995.0,7,74.0,11.0,2.4,0.8,0,,0.0,7,10.0,11,1.29,1.0,1.0,0.0,0.0,0.24,1.8,2.1,-0.2,-0.27,0.04,2019
Mitchell Weiser,/mitchell-weiser/profil/spieler/119211,24,RB,Germany,6000000,12000000,Hertha BSC,/hertha-bsc/startseite/verein/44,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2018,-6000000,29.0,1.77,right,GER-Bundesliga,Leverkusen,GER,DF,24.0,1994.0,30,2111.0,70.0,69.0,23.5,22,86.0,16.0,8,28.0,4,1.8,52.0,38.0,14.0,0.6,0.31,41.8,30.8,10.9,0.46,0.15,2019
Davy Klaassen,/davy-klaassen/profil/spieler/182932,25,AM,Netherlands,10000000,13500000,Everton FC,/fc-everton/startseite/verein/29,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,-3500000,30.0,1.79,right,GER-Bundesliga,Werder Bremen,NED,MF,25.0,1993.0,33,2816.0,85.0,92.0,31.3,33,85.0,26.0,0,,0,1.52,55.0,45.0,10.0,0.32,0.69,44.8,51.0,-6.3,-0.2,-0.17,2019
Yuya Osako,/yuya-osako/profil/spieler/108650,28,CF,Japan,900000,4500000,1.FC Köln,/1-fc-koln/startseite/verein/3,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,-3600000,33.0,1.84,right,GER-Bundesliga,Werder Bremen,JPN,"FW,MF",28.0,1990.0,21,1346.0,64.0,44.0,15.0,15,78.0,5.0,6,29.0,1,1.29,20.0,22.0,-2.0,-0.13,-0.71,20.7,25.0,-4.3,-0.28,-0.17,2019
Felix Beijmo,/felix-beijmo/profil/spieler/322293,20,RB,Sweden,1000000,3000000,Djurgårdens IF,/djurgardens-if/startseite/verein/1044,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,-2000000,25.0,1.85,right,GER-Bundesliga,Werder Bremen,SWE,"DF,MF",20.0,1998.0,0,,,,,0,,0.0,0,,6,,,,,,,,,,,,2019
Stefanos Kapino,/stefanos-kapino/profil/spieler/68410,24,GK,Greece,350000,300000,Nottingham Forest,/nottingham-forest/startseite/verein/703,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,in,2018,50000,29.0,1.96,right,GER-Bundesliga,Werder Bremen,GRE,GK,24.0,1994.0,1,45.0,45.0,1.5,0.5,0,,0.0,1,45.0,16,3.0,2.0,1.0,1.0,2.0,1.76,1.1,0.5,0.6,1.25,1.46,2019
Thomas Delaney,/thomas-delaney/profil/spieler/91849,26,CM,Denmark,2000000,20000000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2018,-18000000,31.0,1.82,left,GER-Bundesliga,Dortmund,DEN,MF,26.0,1991.0,30,2283.0,76.0,74.6,25.4,27,83.0,19.0,3,13.0,2,2.27,54.0,26.0,28.0,1.1,0.06,41.8,27.7,14.1,0.55,-0.31,2019
Florian Kainz,/florian-kainz/profil/spieler/106270,26,LW,Austria,5000000,3000000,SV Werder Bremen,/sv-werder-bremen/startseite/verein/86,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2018,2000000,30.0,1.76,both,GER-Bundesliga,Werder Bremen,AUT,FW,25.0,1992.0,8,373.0,47.0,12.2,4.1,5,67.0,0.0,3,13.0,5,1.75,5.0,4.0,1.0,0.24,-0.03,3.7,6.0,-2.3,-0.56,-0.42,2019
André Hahn,/andre-hahn/profil/spieler/42783,27,RW,Germany,1200000,3000000,Hamburger SV,/hamburger-sv/startseite/verein/41,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2018,-1800000,32.0,1.85,right,GER-Bundesliga,Augsburg,GER,"FW,MF",27.0,1990.0,28,2052.0,73.0,67.1,22.8,21,89.0,19.0,7,26.0,1,1.07,37.0,43.0,-6.0,-0.26,0.99,30.4,40.6,-10.2,-0.45,0.05,2019
Fredrik Jensen,/fredrik-jensen/profil/spieler/249157,20,AM,Finland,2500000,3000000,Twente Enschede FC,/fc-twente-enschede/startseite/verein/317,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2018,-500000,25.0,1.83,right,GER-Bundesliga,Augsburg,FIN,"FW,MF",20.0,1997.0,6,207.0,35.0,6.8,2.3,2,66.0,0.0,4,19.0,4,1.17,0.0,4.0,-4.0,-1.74,-1.23,1.7,4.1,-2.4,-1.06,-0.64,2019
Walace,/walace/profil/spieler/323954,23,DM,Brazil,7000000,6000000,Hamburger SV,/hamburger-sv/startseite/verein/41,Hannover 96,/hannover-96/startseite/verein/42,in,2018,1000000,28.0,1.88,right,GER-Bundesliga,Hannover 96,BRA,MF,23.0,1995.0,26,1996.0,77.0,65.2,22.2,23,84.0,18.0,3,22.0,4,0.77,19.0,43.0,-24.0,-1.08,0.27,25.4,47.7,-22.3,-1.01,-0.31,2019
Genki Haraguchi,/genki-haraguchi/profil/spieler/79377,27,AM,Japan,1000000,4500000,Hertha BSC,/hertha-bsc/startseite/verein/44,Hannover 96,/hannover-96/startseite/verein/42,in,2018,-3500000,32.0,1.78,right,GER-Bundesliga,Hannover 96,JPN,"MF,DF",27.0,1991.0,28,2133.0,76.0,69.7,23.7,22,88.0,20.0,6,34.0,1,0.71,23.0,46.0,-23.0,-0.97,0.68,28.0,47.4,-19.4,-0.82,0.27,2019
