playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Sébastien Haller,/sebastien-haller/profil/spieler/181375,23,CF,Cote d'Ivoire,30000000,7000000,FC Utrecht,/fc-utrecht/startseite/verein/200,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,23000000,29.0,1.91,right,GER-Bundesliga,Eint Frankfurt,CIV,FW,23.0,1994.0,31,2347.0,76.0,76.7,26.1,26,,16.0,5,,3,1.39,30.0,34.0,-4.0,-0.15,-0.66,29.7,32.2,-2.4,-0.09,-0.46,2018
Jetro Willems,/jetro-willems/profil/spieler/146258,23,LB,Netherlands,700000,4500000,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,-3800000,29.0,1.77,left,GER-Bundesliga,Eint Frankfurt,NED,"FW,DF",23.0,1994.0,23,1664.0,72.0,54.4,18.5,19,,11.0,4,,5,1.3,21.0,22.0,-1.0,-0.05,-0.12,22.5,20.8,1.7,0.09,0.17,2018
Simon Falette,/simon-falette/profil/spieler/170927,25,CB,Guinea,100000,2700000,FC Metz,/fc-metz/startseite/verein/347,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,-2600000,31.0,1.85,left,FRA-Ligue 1,Metz,GUI,DF,25.0,1992.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,1.0,3.0,-2.0,-2.0,-0.92,0.6,1.9,-1.3,-1.27,-0.47,2018
Simon Falette,/simon-falette/profil/spieler/170927,25,CB,Guinea,100000,2700000,FC Metz,/fc-metz/startseite/verein/347,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,-2600000,31.0,1.85,left,GER-Bundesliga,Eint Frankfurt,GUI,DF,25.0,1992.0,27,2211.0,82.0,72.3,24.6,25,,22.0,2,,0,1.52,32.0,32.0,0.0,0.0,0.0,28.4,30.8,-2.5,-0.1,-0.42,2018
Daichi Kamada,/daichi-kamada/profil/spieler/356141,20,AM,Japan,27000000,1600000,Sagan Tosu,/sagan-tosu/startseite/verein/22177,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,25400000,26.0,1.84,right,GER-Bundesliga,Eint Frankfurt,JPN,"MF,FW",20.0,1996.0,3,144.0,48.0,4.7,1.6,2,,0.0,1,,4,0.33,0.0,2.0,-2.0,-1.25,-1.31,1.3,1.4,0.0,-0.03,-0.04,2018
Jonathan de Guzmán,/jonathan-de-guzman/profil/spieler/31067,29,DM,Netherlands,300000,1000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,-700000,35.0,1.73,right,GER-Bundesliga,Eint Frankfurt,NED,MF,29.0,1987.0,16,1092.0,68.0,35.7,12.1,12,,9.0,4,,1,1.13,13.0,14.0,-1.0,-0.08,-0.13,16.0,12.1,3.9,0.32,0.47,2018
Gelson Fernandes,/gelson-fernandes/profil/spieler/20081,30,DM,Switzerland,0,350000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,in,2017,-350000,36.0,1.8,right,GER-Bundesliga,Eint Frankfurt,SUI,MF,30.0,1986.0,19,1036.0,55.0,33.9,11.5,12,,7.0,7,,10,1.74,13.0,14.0,-1.0,-0.09,-0.13,13.5,14.0,-0.5,-0.04,-0.09,2018
Bastian Oczipka,/bastian-oczipka/profil/spieler/53437,28,LB,Germany,300000,4500000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2017,-4200000,34.0,1.85,left,GER-Bundesliga,Schalke 04,GER,"DF,MF",28.0,1989.0,29,2320.0,80.0,75.8,25.8,26,,24.0,3,,3,1.93,40.0,27.0,13.0,0.5,0.14,36.9,30.0,6.9,0.27,0.3,2018
Lucas Alario,/lucas-alario/profil/spieler/193782,24,CF,Argentina,2500000,19000000,CA River Plate,/club-atletico-river-plate/startseite/verein/209,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2017,-16500000,30.0,1.85,right,GER-Bundesliga,Leverkusen,ARG,FW,24.0,1992.0,23,1550.0,67.0,50.7,17.2,17,,12.0,6,,3,1.7,27.0,21.0,6.0,0.35,-0.13,32.8,19.8,13.0,0.75,0.42,2018
Panagiotis Retsos,/panagiotis-retsos/profil/spieler/324351,19,CB,Greece,2000000,17500000,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2017,-15500000,24.0,1.86,right,GER-Bundesliga,Leverkusen,GRE,DF,18.0,1998.0,24,1716.0,72.0,56.1,19.1,18,,15.0,6,,6,1.71,34.0,25.0,9.0,0.47,0.14,30.2,23.4,6.7,0.35,-0.45,2018
Sven Bender,/sven-bender/profil/spieler/29993,28,DM,Germany,0,12500000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,in,2017,-12500000,34.0,1.86,right,GER-Bundesliga,Leverkusen,GER,DF,28.0,1989.0,29,2345.0,81.0,76.6,26.1,29,,24.0,0,,1,1.62,43.0,35.0,8.0,0.31,-0.45,41.6,28.1,13.5,0.52,-0.13,2018
Kevin Kampl,/kevin-kampl/profil/spieler/53418,26,CM,Slovenia,3500000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2017,-16500000,32.0,1.78,right,GER-Bundesliga,Leverkusen,SVN,MF,26.0,1990.0,1,30.0,30.0,1.0,0.3,0,,0.0,1,,1,0.0,1.0,0.0,1.0,3.0,2.61,0.3,0.8,-0.5,-1.57,-2.14,2018
Kevin Kampl,/kevin-kampl/profil/spieler/53418,26,CM,Slovenia,3500000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2017,-16500000,32.0,1.78,right,GER-Bundesliga,RB Leipzig,SVN,MF,26.0,1990.0,26,2019.0,78.0,66.0,22.4,22,,18.0,4,,3,1.65,40.0,37.0,3.0,0.13,0.05,35.6,30.4,5.2,0.23,0.23,2018
Ömer Toprak,/omer-toprak/profil/spieler/43512,27,CB,Turkey,850000,12000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,out,2017,-11150000,33.0,1.87,right,GER-Bundesliga,Dortmund,TUR,DF,28.0,1989.0,26,2020.0,78.0,66.0,22.4,22,,20.0,4,,3,1.92,49.0,26.0,23.0,1.02,1.54,50.7,22.9,27.8,1.24,1.59,2018
Danny da Costa,/danny-da-costa/profil/spieler/85906,23,RB,Germany,1800000,1000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2017,800000,29.0,1.87,right,GER-Bundesliga,Eint Frankfurt,GER,"DF,FW",24.0,1993.0,17,1202.0,71.0,39.3,13.4,13,,12.0,4,,3,1.06,19.0,23.0,-4.0,-0.3,-0.49,18.7,16.4,2.3,0.18,0.27,2018
Sergio Córdova,/sergio-cordova/profil/spieler/377387,19,CF,Venezuela,1500000,1000000,Caracas FC,/caracas-fc/startseite/verein/531,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2017,500000,25.0,1.88,right,GER-Bundesliga,Augsburg,VEN,"FW,MF",19.0,1997.0,26,586.0,23.0,19.2,6.5,3,,0.0,23,,2,1.12,10.0,10.0,0.0,0.0,0.11,8.8,11.0,-2.2,-0.34,-0.54,2018
Fabian Giefer,/fabian-giefer/profil/spieler/53408,27,GK,Germany,0,750000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2017,-750000,33.0,1.96,right,GER-Bundesliga,Augsburg,GER,GK,27.0,1990.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2018
Kilian Jakob,/kilian-jakob/profil/spieler/324760,19,LB,Germany,175000,300000,TSV 1860 Munich,/tsv-1860-munchen/startseite/verein/72,FC Augsburg,/fc-augsburg/startseite/verein/167,in,2017,-125000,25.0,1.83,left,GER-Bundesliga,Augsburg,GER,FW,19.0,1998.0,1,50.0,50.0,1.6,0.6,1,,0.0,0,,3,0.0,0.0,2.0,-2.0,-3.6,-3.57,0.2,1.2,-0.9,-1.69,-1.82,2018
Dominik Kohr,/dominik-kohr/profil/spieler/118847,23,CM,Germany,3500000,2000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2017,1500000,29.0,1.83,right,GER-Bundesliga,Leverkusen,GER,MF,23.0,1994.0,28,1664.0,59.0,54.4,18.5,18,,8.0,10,,4,1.5,25.0,27.0,-2.0,-0.11,-1.14,29.8,21.8,8.1,0.44,-0.25,2018
Raúl Bobadilla,/raul-bobadilla/profil/spieler/51356,30,CF,Paraguay,200000,2000000,FC Augsburg,/fc-augsburg/startseite/verein/167,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,out,2017,-1800000,36.0,1.8,right,GER-Bundesliga,M'Gladbach,PAR,"FW,MF",30.0,1987.0,13,449.0,35.0,14.7,5.0,5,,1.0,8,,4,1.15,5.0,6.0,-1.0,-0.2,-0.06,8.6,8.7,-0.1,-0.02,0.0,2018
Kyriakos Papadopoulos,/kyriakos-papadopoulos/profil/spieler/58489,25,CB,Greece,400000,6500000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,Hamburger SV,/hamburger-sv/startseite/verein/41,in,2017,-6100000,31.0,1.85,right,GER-Bundesliga,Hamburger SV,GRE,DF,25.0,1992.0,29,2610.0,90.0,85.3,29.0,29,,28.0,0,,1,1.03,25.0,43.0,-18.0,-0.62,0.58,32.8,45.1,-12.4,-0.43,0.74,2018
André Hahn,/andre-hahn/profil/spieler/42783,26,RW,Germany,1200000,6000000,Borussia Mönchengladbach,/borussia-monchengladbach/startseite/verein/18,Hamburger SV,/hamburger-sv/startseite/verein/41,in,2017,-4800000,32.0,1.85,right,GER-Bundesliga,Hamburger SV,GER,FW,26.0,1990.0,23,1358.0,59.0,44.4,15.1,14,,11.0,9,,2,0.65,8.0,25.0,-17.0,-1.13,-0.76,13.9,22.9,-9.0,-0.59,-0.11,2018
Julian Pollersbeck,/julian-pollersbeck/profil/spieler/228975,22,GK,Germany,500000,3500000,1.FC Kaiserslautern,/1-fc-kaiserslautern/startseite/verein/2,Hamburger SV,/hamburger-sv/startseite/verein/41,in,2017,-3000000,28.0,1.95,right,GER-Bundesliga,Hamburger SV,GER,GK,22.0,1994.0,10,900.0,90.0,29.4,10.0,10,,10.0,0,,22,1.3,11.0,15.0,-4.0,-0.4,0.43,13.7,15.6,-1.9,-0.19,0.49,2018
Rick van Drongelen,/rick-van-drongelen/profil/spieler/354340,18,CB,Netherlands,1000000,3000000,Sparta Rotterdam,/sparta-rotterdam/startseite/verein/468,Hamburger SV,/hamburger-sv/startseite/verein/41,in,2017,-2000000,24.0,1.88,left,GER-Bundesliga,Hamburger SV,NED,DF,18.0,1998.0,18,1440.0,80.0,47.1,16.0,16,,12.0,2,,12,0.89,15.0,27.0,-12.0,-0.75,-0.08,15.8,29.0,-13.3,-0.83,-0.55,2018
Michael Gregoritsch,/michael-gregoritsch/profil/spieler/120205,23,CF,Austria,8000000,5500000,Hamburger SV,/hamburger-sv/startseite/verein/41,FC Augsburg,/fc-augsburg/startseite/verein/167,out,2017,2500000,29.0,1.93,left,GER-Bundesliga,Augsburg,AUT,"MF,FW",23.0,1994.0,32,2527.0,79.0,82.6,28.1,30,,19.0,2,,1,1.19,37.0,39.0,-2.0,-0.07,0.1,38.3,32.6,5.7,0.2,0.62,2018
Abdou Diallo,/abdou-diallo/profil/spieler/229005,21,CB,Senegal,10000000,5000000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2017,5000000,27.0,1.87,left,GER-Bundesliga,Mainz 05,SEN,DF,21.0,1996.0,27,2415.0,89.0,78.9,26.8,27,,26.0,0,,0,1.15,29.0,40.0,-11.0,-0.41,0.01,27.8,38.5,-10.7,-0.4,-0.14,2018
Anthony Ujah,/anthony-ujah/profil/spieler/142281,27,CF,Nigeria,750000,3800000,Liaoning FC,/liaoning-fc-2019-/startseite/verein/1079,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2017,-3050000,32.0,1.8,right,GER-Bundesliga,Mainz 05,NGA,FW,26.0,1990.0,11,205.0,19.0,6.7,2.3,2,,0.0,9,,6,0.91,0.0,5.0,-5.0,-2.2,-1.91,2.2,3.3,-1.1,-0.47,-0.11,2018
Viktor Fischer,/viktor-fischer/profil/spieler/95755,23,LW,Denmark,0,3000000,Middlesbrough FC,/fc-middlesbrough/startseite/verein/641,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2017,-3000000,29.0,1.81,right,GER-Bundesliga,Mainz 05,DEN,"FW,MF",23.0,1994.0,10,336.0,34.0,11.0,3.7,3,,0.0,7,,8,0.6,4.0,5.0,-1.0,-0.27,0.16,4.8,5.9,-1.2,-0.31,0.06,2018
Viktor Fischer,/viktor-fischer/profil/spieler/95755,23,LW,Denmark,0,2700000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,FC Copenhagen,/fc-kopenhagen/startseite/verein/190,out,2017,-2700000,29.0,1.81,right,GER-Bundesliga,Mainz 05,DEN,"FW,MF",23.0,1994.0,10,336.0,34.0,11.0,3.7,3,,0.0,7,,8,0.6,4.0,5.0,-1.0,-0.27,0.16,4.8,5.9,-1.2,-0.31,0.06,2018
Kenan Kodro,/kenan-kodro/profil/spieler/197126,23,CF,Bosnia-Herzegovina,1200000,1750000,CA Osasuna,/ca-osasuna/startseite/verein/331,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,in,2017,-550000,29.0,1.88,right,GER-Bundesliga,Mainz 05,BIH,"FW,DF",23.0,1993.0,8,232.0,29.0,7.6,2.6,2,,2.0,6,,3,0.88,2.0,6.0,-4.0,-1.55,-1.23,3.3,6.2,-2.9,-1.12,-0.82,2018
Jhon Córdoba,/jhon-cordoba/profil/spieler/185245,24,CF,Colombia,11000000,17000000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2017,-6000000,30.0,1.88,right,GER-Bundesliga,Köln,COL,FW,24.0,1993.0,18,957.0,53.0,31.3,10.6,9,,5.0,9,,1,0.17,8.0,26.0,-18.0,-1.69,-0.97,14.4,21.7,-7.3,-0.69,0.03,2018
Florian Niederlechner,/florian-niederlechner/profil/spieler/152963,26,CF,Germany,800000,2300000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2017,-1500000,32.0,1.87,right,GER-Bundesliga,Freiburg,GER,"FW,MF",26.0,1990.0,10,697.0,70.0,22.8,7.7,9,,3.0,1,,0,0.8,5.0,14.0,-9.0,-1.16,-0.59,9.1,11.6,-2.5,-0.32,-0.17,2018
Fabian Frei,/fabian-frei/profil/spieler/52595,28,DM,Switzerland,200000,1500000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,FC Basel 1893,/fc-basel-1893/startseite/verein/26,out,2017,-1300000,34.0,1.83,right,GER-Bundesliga,Mainz 05,SUI,MF,28.0,1989.0,11,802.0,73.0,26.2,8.9,10,,5.0,1,,6,1.0,7.0,15.0,-8.0,-0.9,-0.66,8.1,13.5,-5.3,-0.6,-0.31,2018
Jairo Samperio,/jairo-samperio/profil/spieler/171167,24,RW,Spain,300000,350000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,UD Las Palmas,/ud-las-palmas/startseite/verein/472,out,2017,-50000,29.0,1.72,right,ESP-La Liga,Las Palmas,ESP,"FW,MF",24.0,1993.0,11,556.0,51.0,16.3,6.2,6,67.0,0.0,5,30.0,4,0.45,3.0,18.0,-15.0,-2.43,-1.33,7.2,16.6,-9.4,-1.52,-0.81,2018
Jairo Samperio,/jairo-samperio/profil/spieler/171167,24,RW,Spain,300000,350000,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,UD Las Palmas,/ud-las-palmas/startseite/verein/472,out,2017,-50000,29.0,1.72,right,GER-Bundesliga,Mainz 05,ESP,"MF,FW",24.0,1993.0,2,36.0,18.0,1.2,0.4,0,,0.0,2,,5,0.5,1.0,1.0,0.0,0.0,0.42,0.5,0.5,0.0,-0.12,0.25,2018
Ignacio Camacho,/ignacio-camacho/profil/spieler/58874,27,DM,Spain,0,14000000,Málaga CF,/fc-malaga/startseite/verein/1084,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-14000000,33.0,1.82,right,GER-Bundesliga,Wolfsburg,ESP,"MF,DF",27.0,1990.0,11,951.0,86.0,31.1,10.6,11,,9.0,0,,0,1.18,10.0,12.0,-2.0,-0.19,0.24,9.7,13.8,-4.0,-0.38,0.21,2018
Landry Dimata,/landry-dimata/profil/spieler/311489,19,CF,Belgium,2500000,11500000,KV Oostende,/kv-oostende/startseite/verein/2861,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-9000000,25.0,1.85,right,GER-Bundesliga,Wolfsburg,BEL,FW,19.0,1997.0,21,902.0,43.0,29.5,10.0,9,,1.0,12,,7,0.62,7.0,14.0,-7.0,-0.7,-0.49,10.0,11.5,-1.4,-0.14,0.54,2018
Admir Mehmedi,/admir-mehmedi/profil/spieler/66058,26,SS,Switzerland,225000,8000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-7775000,32.0,1.83,right,GER-Bundesliga,Leverkusen,SUI,"DF,MF",26.0,1991.0,12,700.0,58.0,22.9,7.8,8,,4.0,4,,7,1.5,16.0,15.0,1.0,0.13,-0.37,12.0,10.2,1.8,0.23,-0.41,2018
Admir Mehmedi,/admir-mehmedi/profil/spieler/66058,26,SS,Switzerland,225000,8000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-7775000,32.0,1.83,right,GER-Bundesliga,Wolfsburg,SUI,"FW,MF",26.0,1991.0,5,290.0,58.0,9.5,3.2,3,,2.0,2,,1,0.4,2.0,8.0,-6.0,-1.86,-1.67,2.1,5.1,-2.9,-0.91,-0.43,2018
William,/william/profil/spieler/341710,22,RB,Brazil,2000000,5000000,Sport Club Internacional,/sc-internacional-porto-alegre/startseite/verein/6600,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-3000000,28.0,1.76,right,ESP-La Liga,Leganés,BRA,FW,18.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2018
William,/william/profil/spieler/341710,22,RB,Brazil,2000000,5000000,Sport Club Internacional,/sc-internacional-porto-alegre/startseite/verein/6600,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-3000000,28.0,1.76,right,GER-Bundesliga,Wolfsburg,BRA,DF,22.0,1995.0,22,1612.0,73.0,52.7,17.9,19,,13.0,3,,4,0.82,15.0,26.0,-11.0,-0.61,-0.55,17.5,25.7,-8.2,-0.46,0.14,2018
Renato Steffen,/renato-steffen/profil/spieler/194638,26,RW,Switzerland,1000000,1750000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-750000,31.0,1.7,left,GER-Bundesliga,Wolfsburg,SUI,"FW,MF",25.0,1991.0,16,659.0,41.0,21.5,7.3,6,,3.0,10,,1,0.88,8.0,12.0,-4.0,-0.55,-0.25,6.3,13.4,-7.1,-0.97,-0.57,2018
Kaylen Hinds,/kaylen-hinds/profil/spieler/290788,19,SS,England,0,1500000,Arsenal FC U23,/fc-arsenal-u23/startseite/verein/9249,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-1500000,25.0,1.79,right,GER-Bundesliga,Wolfsburg,ENG,FW,19.0,1998.0,1,90.0,90.0,2.9,1.0,1,,1.0,0,,4,0.0,0.0,3.0,-3.0,-3.0,-2.73,0.4,1.0,-0.6,-0.65,-0.13,2018
Paul Verhaegh,/paul-verhaegh/profil/spieler/18021,33,RB,Netherlands,0,1500000,FC Augsburg,/fc-augsburg/startseite/verein/167,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,in,2017,-1500000,39.0,1.78,right,GER-Bundesliga,Wolfsburg,NED,DF,33.0,1983.0,31,2614.0,84.0,85.4,29.0,30,,25.0,1,,1,1.03,29.0,38.0,-9.0,-0.31,0.3,29.1,42.8,-13.7,-0.47,0.36,2018
Ricardo Rodríguez,/ricardo-rodriguez/profil/spieler/86784,24,CB,Switzerland,3500000,15000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,AC Milan,/ac-mailand/startseite/verein/5,out,2017,-11500000,30.0,1.8,left,ITA-Serie A,Milan,SUI,DF,24.0,1992.0,34,3005.0,88.0,87.9,33.4,34,,32.0,0,,1,1.68,50.0,36.0,14.0,0.42,0.42,46.2,32.0,14.2,0.42,0.4,2018
Luiz Gustavo,/luiz-gustavo/profil/spieler/10471,29,DM,Brazil,800000,10000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2017,-9200000,35.0,1.87,left,FRA-Ligue 1,Marseille,BRA,"MF,DF",30.0,1987.0,34,3019.0,89.0,88.3,33.5,34,89.0,30.0,0,,0,2.18,72.0,37.0,35.0,1.04,1.49,68.9,32.7,36.2,1.08,1.05,2018
Jannes Horn,/jannes-horn/profil/spieler/231586,20,LB,Germany,1200000,7000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2017,-5800000,26.0,1.86,left,GER-Bundesliga,Köln,GER,DF,20.0,1997.0,11,825.0,75.0,27.0,9.2,10,,7.0,1,,7,0.64,9.0,23.0,-14.0,-1.53,-0.68,13.4,22.7,-9.3,-1.02,-0.42,2018
Chadrac Akolo,/chadrac-akolo/profil/spieler/247459,22,RW,DR Congo,800000,6000000,FC Sion,/fc-sion/startseite/verein/321,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-5200000,28.0,1.72,right,GER-Bundesliga,Stuttgart,COD,"MF,FW",22.0,1995.0,22,1102.0,50.0,36.0,12.2,13,,1.0,9,,7,1.45,14.0,17.0,-3.0,-0.25,-0.38,14.5,16.5,-1.9,-0.16,-0.1,2018
Santiago Ascacíbar,/santiago-ascacibar/profil/spieler/423436,20,DM,Argentina,6500000,6000000,Club Estudiantes de La Plata,/club-estudiantes-de-la-plata/startseite/verein/288,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,500000,26.0,1.68,right,GER-Bundesliga,Stuttgart,ARG,MF,20.0,1997.0,29,2381.0,82.0,77.8,26.5,27,,18.0,2,,0,1.52,26.0,22.0,4.0,0.15,0.68,30.4,31.1,-0.7,-0.03,0.3,2018
Anastasios Donis,/anastasios-donis/profil/spieler/243606,20,RW,Greece,750000,4000000,Juventus FC,/juventus-turin/startseite/verein/506,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-3250000,26.0,1.78,right,GER-Bundesliga,Stuttgart,GRE,"MF,FW",20.0,1996.0,18,949.0,53.0,31.0,10.5,11,,3.0,7,,9,1.28,10.0,12.0,-2.0,-0.19,-0.27,13.2,16.1,-2.9,-0.27,-0.26,2018
Ron-Robert Zieler,/ron-robert-zieler/profil/spieler/21327,28,GK,Germany,700000,4000000,Leicester City,/leicester-city/startseite/verein/1003,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-3300000,34.0,1.88,right,GER-Bundesliga,Stuttgart,GER,GK,28.0,1989.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,1.5,36.0,36.0,0.0,0.0,,40.3,43.5,-3.1,-0.09,,2018
Mario Gómez,/mario-gomez/profil/spieler/6288,32,CF,Germany,0,3000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-3000000,37.0,1.89,right,GER-Bundesliga,Stuttgart,GER,FW,32.0,1985.0,16,1385.0,87.0,45.3,15.4,16,,13.0,0,,0,1.94,17.0,12.0,5.0,0.32,0.59,16.8,18.7,-1.9,-0.12,-0.06,2018
Mario Gómez,/mario-gomez/profil/spieler/6288,32,CF,Germany,0,3000000,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-3000000,37.0,1.89,right,GER-Bundesliga,Wolfsburg,GER,FW,32.0,1985.0,12,936.0,78.0,30.6,10.4,11,,9.0,1,,0,1.25,14.0,13.0,1.0,0.1,0.65,11.7,15.2,-3.4,-0.33,0.28,2018
Andreas Beck,/andreas-beck/profil/spieler/31182,30,RB,Germany,0,2500000,Besiktas JK,/besiktas-istanbul/startseite/verein/114,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,-2500000,36.0,1.8,right,GER-Bundesliga,Stuttgart,GER,DF,30.0,1987.0,23,1927.0,84.0,63.0,21.4,22,,16.0,1,,4,1.39,20.0,23.0,-3.0,-0.14,-0.38,25.0,21.4,3.6,0.17,0.7,2018
Orel Mangala,/orel-mangala/profil/spieler/289592,19,CM,Belgium,16000000,1800000,RSC Anderlecht U21,/rsc-anderlecht-u21/startseite/verein/30857,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,14200000,25.0,1.78,right,GER-Bundesliga,Stuttgart,BEL,MF,19.0,1998.0,20,779.0,39.0,25.5,8.7,7,,5.0,13,,10,1.45,9.0,13.0,-4.0,-0.46,-0.62,10.0,13.0,-2.9,-0.34,-0.33,2018
Erik Thommy,/erik-thommy/profil/spieler/156779,23,AM,Germany,1800000,500000,FC Augsburg,/fc-augsburg/startseite/verein/167,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,1300000,28.0,1.75,right,GER-Bundesliga,Augsburg,GER,FW,22.0,1994.0,6,167.0,28.0,5.5,1.9,2,,0.0,4,,4,1.67,4.0,1.0,3.0,1.62,1.8,3.7,1.5,2.2,1.18,1.14,2018
Erik Thommy,/erik-thommy/profil/spieler/156779,23,AM,Germany,1800000,500000,FC Augsburg,/fc-augsburg/startseite/verein/167,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,in,2017,1300000,28.0,1.75,right,GER-Bundesliga,Stuttgart,GER,MF,22.0,1994.0,14,980.0,70.0,32.0,10.9,14,,2.0,0,,1,2.21,17.0,7.0,10.0,0.92,1.35,14.8,11.4,3.4,0.31,0.59,2018
