playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,nextSeason
Andrea Favilli,/andrea-favilli/profil/spieler/340151,22,CF,Italy,1400000,7000000,Juventus FC,/juventus-turin/startseite/verein/506,Genoa CFC,/genua-cfc/startseite/verein/252,out,2019,-5600000,26.0,1.91,right,ITA-Serie A,Genoa,Andrea Favilli,ITA,"FW,DF",21.0,1997.0,1.9,0,0,0.0,7,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,4.0,69.2,2019
Pedro Neto,/pedro-neto/profil/spieler/487465,19,RW,Portugal,28000000,11000000,SC Braga,/sc-braga/startseite/verein/1075,SS Lazio,/lazio-rom/startseite/verein/398,in,2019,17000000,23.0,1.72,left,ITA-Serie A,Lazio,Pedro Neto,POR,"FW,DF",18.0,2000.0,0.5,1,0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2019
Pedro Neto,/pedro-neto/profil/spieler/487465,19,RW,Portugal,28000000,17900000,SS Lazio,/lazio-rom/startseite/verein/398,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2019,10100000,23.0,1.72,left,ITA-Serie A,Lazio,Pedro Neto,POR,"FW,DF",18.0,2000.0,0.5,1,0,0.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2019
Bruno Jordão,/bruno-jordao/profil/spieler/415646,20,CM,Portugal,1300000,5300000,SC Braga,/sc-braga/startseite/verein/1075,SS Lazio,/lazio-rom/startseite/verein/398,in,2019,-4000000,24.0,1.8,right,ITA-Serie A,Lazio,Bruno Jordão,POR,"MF,DF",19.0,1998.0,1.0,0,0,0.0,2,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,4.0,1.0,80.0,2019
Bruno Jordão,/bruno-jordao/profil/spieler/415646,20,CM,Portugal,1300000,8900000,SS Lazio,/lazio-rom/startseite/verein/398,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2019,-7600000,24.0,1.8,right,ITA-Serie A,Lazio,Bruno Jordão,POR,"MF,DF",19.0,1998.0,1.0,0,0,0.0,2,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,4.0,1.0,80.0,2019
Jony,/jony/profil/spieler/228761,28,LW,Spain,500000,1450000,Málaga CF,/fc-malaga/startseite/verein/1084,SS Lazio,/lazio-rom/startseite/verein/398,in,2019,-950000,31.0,1.79,left,ESP-La Liga,Alavés,Jony,ESP,"MF,FW",27.0,1991.0,33.0,3,0,0.0,34,31.0,13.0,291.0,22.0,14.0,0.0,0.0,0.0,186.0,5.0,27.0,15.6,2019
Sofian Kiyine,/sofian-kiyine/profil/spieler/393804,21,LM,Morocco,500000,1000000,Chievo Verona,/chievo-verona/startseite/verein/862,SS Lazio,/lazio-rom/startseite/verein/398,in,2019,-500000,25.0,1.82,right,ITA-Serie A,Chievo,Sofian Kiyine,MAR,"MF,DF",20.0,1997.0,9.1,7,0,0.0,34,11.0,0.0,36.0,10.0,13.0,0.0,0.0,0.0,60.0,11.0,14.0,44.0,2019
Luca Rossettini,/luca-rossettini/profil/spieler/60128,34,CB,Italy,0,500000,Genoa CFC,/genua-cfc/startseite/verein/252,US Lecce,/us-lecce/startseite/verein/1005,in,2019,-500000,38.0,1.87,right,ITA-Serie A,Chievo,Luca Rossettini,ITA,DF,33.0,1985.0,20.3,5,0,0.0,15,8.0,0.0,1.0,35.0,17.0,0.0,0.0,0.0,94.0,38.0,35.0,52.1,2019
Franck Kessié,/franck-kessie/profil/spieler/294808,22,CM,Cote d'Ivoire,25000000,32000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,AC Milan,/ac-mailand/startseite/verein/5,in,2019,-7000000,26.0,1.83,right,ITA-Serie A,Milan,Franck Kessié,CIV,MF,21.0,1996.0,33.5,8,0,0.0,48,30.0,3.0,28.0,27.0,27.0,0.0,1.0,0.0,211.0,38.0,39.0,49.4,2019
Rafael Leão,/rafael-leao/profil/spieler/357164,20,LW,Portugal,90000000,29500000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,in,2019,60500000,24.0,1.88,right,FRA-Ligue 1,Lille,Rafael Leão,POR,FW,19.0,1999.0,14.3,3,0,0.0,25,17.0,3.0,10.0,4.0,2.0,1.0,0.0,0.0,25.0,27.0,56.0,32.5,2019
Theo Hernández,/theo-hernandez/profil/spieler/339808,21,LB,France,60000000,22800000,Real Madrid,/real-madrid/startseite/verein/418,AC Milan,/ac-mailand/startseite/verein/5,in,2019,37200000,25.0,1.84,left,ESP-La Liga,Real Sociedad,Theo Hernández,FRA,DF,20.0,1997.0,22.0,5,1,0.0,29,70.0,4.0,58.0,33.0,33.0,0.0,0.0,0.0,126.0,22.0,16.0,57.9,2019
Ismaël Bennacer,/ismael-bennacer/profil/spieler/351816,21,DM,Algeria,40000000,17200000,Empoli FC ,/fc-empoli/startseite/verein/749,AC Milan,/ac-mailand/startseite/verein/5,in,2019,22800000,25.0,1.75,left,ITA-Serie A,Empoli,Ismaël Bennacer,ALG,MF,20.0,1997.0,32.9,7,0,0.0,46,59.0,0.0,75.0,57.0,57.0,0.0,1.0,0.0,312.0,32.0,29.0,52.5,2019
Patrick Cutrone,/patrick-cutrone/profil/spieler/265078,21,CF,Italy,2500000,18000000,AC Milan,/ac-mailand/startseite/verein/5,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2019,-15500000,25.0,1.83,right,ITA-Serie A,Milan,Patrick Cutrone,ITA,FW,20.0,1998.0,16.2,2,0,0.0,27,21.0,12.0,17.0,7.0,5.0,0.0,0.0,0.0,52.0,17.0,62.0,21.5,2019
Stanislav Lobotka,/stanislav-lobotka/profil/spieler/192735,25,DM,Slovakia,40000000,21000000,Celta de Vigo,/celta-vigo/startseite/verein/940,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2019,19000000,28.0,1.7,both,ESP-La Liga,Celta Vigo,Stanislav Lobotka,SVK,MF,23.0,1994.0,27.7,1,0,0.0,19,48.0,1.0,9.0,26.0,19.0,0.0,0.0,0.0,166.0,9.0,19.0,32.1,2019
Diego Demme,/diego-demme/profil/spieler/82070,28,DM,Germany,3000000,10250000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2019,-7250000,31.0,1.7,right,GER-Bundesliga,RB Leipzig,Diego Demme,GER,MF,26.0,1991.0,22.8,4,0,0.0,36,51.0,0.0,48.0,26.0,47.0,0.0,0.0,0.0,164.0,27.0,25.0,51.9,2019
Giovanni Di Lorenzo,/giovanni-di-lorenzo/profil/spieler/169880,25,RB,Italy,25000000,9800000,Empoli FC ,/fc-empoli/startseite/verein/749,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2019,15200000,29.0,1.83,right,ITA-Serie A,Empoli,Giovanni Di Lorenzo,ITA,"DF,FW",24.0,1993.0,37.0,8,0,0.0,46,54.0,2.0,124.0,36.0,43.0,0.0,0.0,0.0,189.0,37.0,36.0,50.7,2019
David Ospina,/david-ospina/profil/spieler/73396,30,GK,Colombia,3000000,3500000,Arsenal FC,/fc-arsenal/startseite/verein/11,SSC Napoli,/ssc-neapel/startseite/verein/6195,in,2019,-500000,34.0,1.83,right,ITA-Serie A,Napoli,David Ospina,COL,GK,29.0,1988.0,16.2,0,0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,100.0,2019
Carlos Vinícius,/carlos-vinicius/profil/spieler/525287,24,CF,Brazil,6000000,17000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,SL Benfica,/benfica-lissabon/startseite/verein/294,out,2019,-11000000,28.0,1.9,left,FRA-Ligue 1,Monaco,Carlos Vinícius,BRA,"FW,MF",23.0,1995.0,5.8,3,0,0.0,12,7.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0,22.0,13.0,22.0,37.1,2019
Raúl Albiol,/raul-albiol/profil/spieler/15452,33,CB,Spain,2500000,4000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,Villarreal CF,/fc-villarreal/startseite/verein/1050,out,2019,-1500000,37.0,1.9,right,ITA-Serie A,Napoli,Raúl Albiol,ESP,DF,32.0,1985.0,19.0,4,0,0.0,10,7.0,0.0,3.0,20.0,8.0,0.0,1.0,0.0,102.0,46.0,33.0,58.2,2019
Mattia Sprocati,/mattia-sprocati/profil/spieler/199274,26,RW,Italy,150000,3000000,SS Lazio,/lazio-rom/startseite/verein/398,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,in,2019,-2850000,30.0,1.78,both,ITA-Serie A,Parma,Mattia Sprocati,ITA,"FW,MF",25.0,1993.0,7.2,0,0,0.0,5,22.0,0.0,20.0,7.0,4.0,0.0,0.0,0.0,32.0,2.0,10.0,16.7,2019
Matteo Darmian,/matteo-darmian/profil/spieler/54906,29,RB,Italy,4000000,2480000,Manchester United,/manchester-united/startseite/verein/985,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,in,2019,1520000,33.0,1.83,right,ENG-Premier League,Manchester Utd,Matteo Darmian,ITA,DF,28.0,1989.0,4.9,0,0,0.0,3,4.0,1.0,3.0,7.0,8.0,0.0,0.0,0.0,24.0,3.0,3.0,50.0,2019
Vincent Laurini,/vincent-laurini/profil/spieler/94936,30,RB,France,150000,440000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,in,2019,-290000,34.0,1.73,right,ITA-Serie A,Fiorentina,Vincent Laurini,FRA,DF,29.0,1989.0,10.2,4,0,0.0,16,21.0,0.0,39.0,13.0,5.0,0.0,0.0,0.0,54.0,21.0,16.0,56.8,2019
Fabio Ceravolo,/fabio-ceravolo/profil/spieler/35743,32,CF,Italy,150000,1290000,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,US Cremonese,/us-cremonese/startseite/verein/2239,out,2019,-1140000,36.0,1.8,right,ITA-Serie A,Parma,Fabio Ceravolo,ITA,FW,31.0,1987.0,13.2,1,0,0.0,22,21.0,30.0,5.0,2.0,1.0,0.0,0.0,0.0,37.0,22.0,73.0,23.2,2019
Antonio Di Gaudio,/antonio-di-gaudio/profil/spieler/165722,29,LW,Italy,175000,400000,Parma Calcio 1913,/parma-calcio-1913/startseite/verein/130,Hellas Verona,/hellas-verona/startseite/verein/276,out,2019,-225000,33.0,1.69,right,ITA-Serie A,Parma,Antonio Di Gaudio,ITA,FW,28.0,1989.0,7.8,0,0,0.0,3,14.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,26.0,2.0,4.0,33.3,2019
Leonardo Spinazzola,/leonardo-spinazzola/profil/spieler/118689,26,LB,Italy,10000000,29500000,Juventus FC,/juventus-turin/startseite/verein/506,AS Roma,/as-rom/startseite/verein/12,in,2019,-19500000,30.0,1.86,right,ITA-Serie A,Juventus,Leonardo Spinazzola,ITA,DF,25.0,1993.0,6.7,0,0,0.0,3,1.0,1.0,29.0,3.0,4.0,0.0,0.0,0.0,34.0,11.0,4.0,73.3,2019
Pau López,/pau-lopez/profil/spieler/286415,24,GK,Spain,14000000,23500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,AS Roma,/as-rom/startseite/verein/12,in,2019,-9500000,28.0,1.89,left,ESP-La Liga,Betis,Pau López,ESP,GK,23.0,1994.0,33.0,3,0,0.0,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,7.0,0.0,100.0,2019
Bryan Cristante,/bryan-cristante/profil/spieler/199248,24,DM,Italy,20000000,22000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,AS Roma,/as-rom/startseite/verein/12,in,2019,-2000000,28.0,1.86,right,ITA-Serie A,Roma,Bryan Cristante,ITA,MF,23.0,1995.0,26.9,10,0,0.0,64,15.0,0.0,26.0,29.0,34.0,0.0,0.0,0.0,175.0,65.0,43.0,60.2,2019
Amadou Diawara,/amadou-diawara/profil/spieler/355501,21,DM,Guinea,2200000,21000000,SSC Napoli,/ssc-neapel/startseite/verein/6195,AS Roma,/as-rom/startseite/verein/12,in,2019,-18800000,25.0,1.83,right,ITA-Serie A,Napoli,Amadou Diawara,GUI,MF,21.0,1997.0,7.3,4,0,0.0,15,2.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,56.0,6.0,4.0,60.0,2019
Luca Pellegrini,/luca-pellegrini/profil/spieler/346567,20,LB,Italy,7000000,22000000,AS Roma,/as-rom/startseite/verein/12,Juventus FC,/juventus-turin/startseite/verein/506,out,2019,-15000000,24.0,1.78,left,ITA-Serie A,Cagliari,Luca Pellegrini,ITA,DF,19.0,1999.0,10.4,3,1,1.0,17,9.0,1.0,58.0,18.0,19.0,0.0,1.0,0.0,55.0,9.0,17.0,34.6,2019
Luca Pellegrini,/luca-pellegrini/profil/spieler/346567,20,LB,Italy,7000000,22000000,AS Roma,/as-rom/startseite/verein/12,Juventus FC,/juventus-turin/startseite/verein/506,out,2019,-15000000,24.0,1.78,left,ITA-Serie A,Roma,Luca Pellegrini,ITA,DF,19.0,1999.0,1.8,2,0,0.0,4,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,12.0,3.0,4.0,42.9,2019
Stephan El Shaarawy,/stephan-el-shaarawy/profil/spieler/94529,26,LW,Italy,5000000,16000000,AS Roma,/as-rom/startseite/verein/12,Shanghai Greenland Shenhua,/shanghai-shenhua/startseite/verein/3183,out,2019,-11000000,30.0,1.78,right,ITA-Serie A,Roma,Stephan El Shaarawy,ITA,"FW,MF",25.0,1992.0,23.4,2,0,0.0,13,35.0,10.0,37.0,20.0,14.0,2.0,0.0,0.0,80.0,21.0,16.0,56.8,2019
Gerson,/gerson/profil/spieler/341705,22,CM,Brazil,16000000,13000000,AS Roma,/as-rom/startseite/verein/12,CR Flamengo,/flamengo-rio-de-janeiro/startseite/verein/614,out,2019,3000000,26.0,1.84,left,ITA-Serie A,Fiorentina,Gerson,BRA,"MF,FW",21.0,1997.0,27.0,9,0,0.0,52,85.0,4.0,16.0,16.0,26.0,0.0,1.0,1.0,141.0,35.0,41.0,46.1,2019
Daniele Verde,/daniele-verde/profil/spieler/256361,23,RW,Italy,3000000,700000,AS Roma,/as-rom/startseite/verein/12,AEK Athens,/aek-athen/startseite/verein/2441,out,2019,2300000,27.0,1.68,left,ESP-La Liga,Valladolid,Daniele Verde,ITA,"MF,FW",22.0,1996.0,7.3,1,0,0.0,3,11.0,8.0,68.0,7.0,3.0,0.0,0.0,0.0,32.0,1.0,5.0,16.7,2019
Emil Audero,/emil-audero/profil/spieler/256339,22,GK,Italy,6000000,20000000,Juventus FC,/juventus-turin/startseite/verein/506,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-14000000,26.0,1.92,right,ITA-Serie A,Sampdoria,Emil Audero,ITA,GK,21.0,1997.0,36.0,4,0,0.0,2,5.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,63.0,9.0,0.0,100.0,2019
Jeison Murillo,/jeison-murillo/profil/spieler/131102,27,CB,Colombia,1000000,13300000,Valencia CF,/fc-valencia/startseite/verein/1049,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-12300000,31.0,1.82,right,ESP-La Liga,Barcelona,Jeison Murillo,COL,DF,26.0,1992.0,1.3,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,5.0,44.4,2019
Jeison Murillo,/jeison-murillo/profil/spieler/131102,27,CB,Colombia,1000000,13300000,Valencia CF,/fc-valencia/startseite/verein/1049,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-12300000,31.0,1.82,right,ESP-La Liga,Valencia,Jeison Murillo,COL,DF,26.0,1992.0,1.0,0,0,0.0,1,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0,2019
Fabio Depaoli,/fabio-depaoli/profil/spieler/324282,22,RB,Italy,3000000,4500000,Chievo Verona,/chievo-verona/startseite/verein/862,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-1500000,26.0,1.82,right,ITA-Serie A,Chievo,Fabio Depaoli,ITA,DF,21.0,1997.0,27.4,12,2,2.0,50,23.0,1.0,102.0,35.0,43.0,0.0,0.0,0.0,127.0,31.0,40.0,43.7,2019
Alex Ferrari,/alex-ferrari/profil/spieler/197491,25,CB,Italy,1000000,3600000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-2600000,29.0,1.91,right,ITA-Serie A,Sampdoria,Alex Ferrari,ITA,DF,24.0,1994.0,6.0,2,0,0.0,3,4.0,0.0,1.0,9.0,8.0,0.0,1.0,0.0,26.0,12.0,4.0,75.0,2019
Mehdi Léris,/mehdi-leris/profil/spieler/348601,21,RM,Algeria,2500000,3100000,Chievo Verona,/chievo-verona/startseite/verein/862,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-600000,25.0,1.86,right,ITA-Serie A,Chievo,Mehdi Léris,ALG,"MF,DF",20.0,1998.0,17.9,5,0,0.0,42,15.0,1.0,47.0,28.0,33.0,0.0,0.0,0.0,125.0,33.0,32.0,50.8,2019
Joachim Andersen,/joachim-andersen/profil/spieler/260827,23,CB,Denmark,30000000,24000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Olympique Lyon,/olympique-lyon/startseite/verein/1041,out,2019,6000000,27.0,1.92,right,ITA-Serie A,Sampdoria,Joachim Andersen,DEN,DF,22.0,1996.0,32.0,7,0,0.0,31,13.0,0.0,1.0,35.0,27.0,0.0,2.0,0.0,159.0,74.0,60.0,55.2,2019
Dennis Praet,/dennis-praet/profil/spieler/129588,25,CM,Belgium,7000000,19200000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-12200000,29.0,1.81,right,ITA-Serie A,Sampdoria,Dennis Praet,BEL,MF,24.0,1994.0,32.1,6,0,0.0,25,40.0,1.0,107.0,36.0,44.0,1.0,0.0,0.0,201.0,20.0,17.0,54.1,2019
Duván Zapata,/duvan-zapata/profil/spieler/73794,28,CF,Colombia,8000000,12000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Atalanta BC,/atalanta-bergamo/startseite/verein/800,out,2019,-4000000,32.0,1.89,right,ITA-Serie A,Atalanta,Duván Zapata,COL,FW,27.0,1991.0,32.2,5,0,0.0,61,80.0,30.0,31.0,4.0,5.0,0.0,0.0,0.0,81.0,65.0,93.0,41.1,2019
Dawid Kownacki,/dawid-kownacki/profil/spieler/208167,22,CF,Poland,3500000,6750000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,out,2019,-3250000,26.0,1.86,right,GER-Bundesliga,Düsseldorf,Dawid Kownacki,POL,"MF,FW",21.0,1997.0,6.4,2,0,0.0,4,9.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,27.0,14.0,16.0,46.7,2019
Dawid Kownacki,/dawid-kownacki/profil/spieler/208167,22,CF,Poland,3500000,6750000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,out,2019,-3250000,26.0,1.86,right,ITA-Serie A,Sampdoria,Dawid Kownacki,POL,FW,21.0,1997.0,1.9,0,0,0.0,3,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,6.0,7.0,46.2,2019
Manuel Locatelli,/manuel-locatelli/profil/spieler/265088,21,DM,Italy,30000000,14000000,AC Milan,/ac-mailand/startseite/verein/5,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,16000000,25.0,1.85,right,ITA-Serie A,Sassuolo,Manuel Locatelli,ITA,MF,20.0,1998.0,20.5,7,0,0.0,35,29.0,0.0,36.0,27.0,28.0,0.0,1.0,0.0,139.0,22.0,33.0,40.0,2019
Merih Demiral,/merih-demiral/profil/spieler/340879,21,CB,Turkey,20000000,8000000,Alanyaspor,/alanyaspor/startseite/verein/11282,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,12000000,25.0,1.9,right,ITA-Serie A,Sassuolo,Merih Demiral,TUR,DF,20.0,1998.0,14.0,3,0,0.0,26,4.0,1.0,1.0,19.0,16.0,0.0,1.0,0.0,58.0,54.0,15.0,78.3,2019
Merih Demiral,/merih-demiral/profil/spieler/340879,21,CB,Turkey,20000000,19500000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Juventus FC,/juventus-turin/startseite/verein/506,out,2019,500000,25.0,1.9,right,ITA-Serie A,Sassuolo,Merih Demiral,TUR,DF,20.0,1998.0,14.0,3,0,0.0,26,4.0,1.0,1.0,19.0,16.0,0.0,1.0,0.0,58.0,54.0,15.0,78.3,2019
Francesco Caputo,/francesco-caputo/profil/spieler/84765,31,CF,Italy,1500000,7750000,Empoli FC ,/fc-empoli/startseite/verein/749,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-6250000,35.0,1.81,right,ITA-Serie A,Empoli,Francesco Caputo,ITA,FW,30.0,1987.0,38.0,3,0,0.0,28,35.0,31.0,15.0,2.0,9.0,2.0,0.0,0.0,79.0,24.0,56.0,30.0,2019
Pedro Obiang,/pedro-obiang/profil/spieler/101213,27,CM,Equatorial Guinea,800000,7500000,West Ham United,/west-ham-united/startseite/verein/379,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-6700000,31.0,1.86,right,ENG-Premier League,West Ham,Pedro Obiang,EQG,MF,26.0,1992.0,12.5,0,0,0.0,13,11.0,2.0,7.0,12.0,23.0,0.0,0.0,0.0,73.0,15.0,20.0,42.9,2019
Rogério,/rogerio/profil/spieler/401527,21,LB,Brazil,5500000,6950000,Juventus FC,/juventus-turin/startseite/verein/506,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-1450000,25.0,1.78,left,ITA-Serie A,Sassuolo,Rogério,BRA,"DF,MF",20.0,1998.0,29.7,9,1,0.0,28,27.0,2.0,108.0,37.0,38.0,0.0,0.0,0.0,152.0,26.0,46.0,36.1,2019
Matteo Politano,/matteo-politano/profil/spieler/165895,25,RW,Italy,15000000,21100000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-6100000,29.0,1.71,left,ITA-Serie A,Inter,Matteo Politano,ITA,FW,24.0,1993.0,28.3,4,1,0.0,13,44.0,2.0,215.0,14.0,7.0,1.0,0.0,0.0,115.0,6.0,28.0,17.6,2019
Kevin-Prince Boateng,/kevin-prince-boateng/profil/spieler/16922,32,AM,Ghana,700000,1500000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2019,-800000,36.0,1.86,right,ESP-La Liga,Barcelona,Kevin-Prince Boateng,GHA,FW,31.0,1987.0,2.7,1,0,0.0,3,9.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0,6.0,33.3,2019
Kevin-Prince Boateng,/kevin-prince-boateng/profil/spieler/16922,32,AM,Ghana,700000,1500000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2019,-800000,36.0,1.86,right,ITA-Serie A,Sassuolo,Kevin-Prince Boateng,GHA,FW,31.0,1987.0,10.4,1,0,0.0,25,27.0,8.0,4.0,3.0,4.0,0.0,0.0,0.0,24.0,20.0,36.0,35.7,2019
Andrea Petagna,/andrea-petagna/profil/spieler/199258,24,CF,Italy,10000000,12000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,SPAL,/spal/startseite/verein/2722,in,2019,-2000000,28.0,1.9,left,ITA-Serie A,SPAL,Andrea Petagna,ITA,FW,23.0,1995.0,33.7,8,0,0.0,44,46.0,6.0,33.0,4.0,6.0,1.0,0.0,0.0,78.0,37.0,64.0,36.6,2019
Andrea Petagna,/andrea-petagna/profil/spieler/199258,24,CF,Italy,10000000,16600000,SPAL,/spal/startseite/verein/2722,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2019,-6600000,28.0,1.9,left,ITA-Serie A,SPAL,Andrea Petagna,ITA,FW,23.0,1995.0,33.7,8,0,0.0,44,46.0,6.0,33.0,4.0,6.0,1.0,0.0,0.0,78.0,37.0,64.0,36.6,2019
Alessandro Murgia,/alessandro-murgia/profil/spieler/289061,22,CM,Italy,450000,4000000,SS Lazio,/lazio-rom/startseite/verein/398,SPAL,/spal/startseite/verein/2722,in,2019,-3550000,26.0,1.85,right,ITA-Serie A,Lazio,Alessandro Murgia,ITA,MF,21.0,1996.0,0.1,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2019
Alessandro Murgia,/alessandro-murgia/profil/spieler/289061,22,CM,Italy,450000,4000000,SS Lazio,/lazio-rom/startseite/verein/398,SPAL,/spal/startseite/verein/2722,in,2019,-3550000,26.0,1.85,right,ITA-Serie A,SPAL,Alessandro Murgia,ITA,MF,21.0,1996.0,11.9,1,0,0.0,17,32.0,1.0,30.0,19.0,15.0,0.0,0.0,0.0,76.0,5.0,16.0,23.8,2019
Mohamed Fares,/mohamed-fares/profil/spieler/287700,23,LM,Algeria,2000000,3500000,Hellas Verona,/hellas-verona/startseite/verein/276,SPAL,/spal/startseite/verein/2722,in,2019,-1500000,27.0,1.83,left,ITA-Serie A,SPAL,Mohamed Fares,ALG,DF,22.0,1996.0,32.8,12,0,0.0,51,40.0,0.0,160.0,54.0,43.0,0.0,1.0,0.0,153.0,41.0,34.0,54.7,2019
Mattia Valoti,/mattia-valoti/profil/spieler/167741,25,CM,Italy,1500000,3000000,Hellas Verona,/hellas-verona/startseite/verein/276,SPAL,/spal/startseite/verein/2722,in,2019,-1500000,29.0,1.87,right,ITA-Serie A,SPAL,Mattia Valoti,ITA,MF,24.0,1993.0,13.6,6,0,0.0,34,28.0,0.0,20.0,19.0,19.0,0.0,0.0,0.0,54.0,22.0,18.0,55.0,2019
Lorenzo Dickmann,/lorenzo-dickmann/profil/spieler/283060,22,RB,Italy,1000000,250000,Novara Calcio 1908,/novara-calcio/startseite/verein/6692,SPAL,/spal/startseite/verein/2722,in,2019,750000,26.0,1.77,right,ITA-Serie A,SPAL,Lorenzo Dickmann,ITA,"DF,MF",21.0,1996.0,1.9,1,0,0.0,3,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,13.0,3.0,4.0,42.9,2019
Manuel Lazzari,/manuel-lazzari/profil/spieler/331401,25,RB,Italy,7500000,15000000,SPAL,/spal/startseite/verein/2722,SS Lazio,/lazio-rom/startseite/verein/398,out,2019,-7500000,29.0,1.74,right,ITA-Serie A,SPAL,Manuel Lazzari,ITA,DF,24.0,1993.0,31.5,7,0,0.0,28,61.0,0.0,242.0,20.0,17.0,1.0,0.0,0.0,142.0,9.0,21.0,30.0,2019
