playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,nextSeason
Erick Pulgar,/erick-pulgar/profil/spieler/215616,28,DM,Chile,5000000,2800000,ACF Fiorentina,/ac-florenz/startseite/verein/430,CR Flamengo,/flamengo-rio-de-janeiro/startseite/verein/614,out,2022,2200000,29.0,1.87,right,ITA-Serie A,Fiorentina,Erick Pulgar,CHI,MF,27.0,1994.0,3.8,2,0,0.0,5,3.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,31.0,4.0,7.0,36.4,2022
Merih Demiral,/merih-demiral/profil/spieler/340879,24,CB,Turkey,20000000,21000000,Juventus FC,/juventus-turin/startseite/verein/506,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2022,-1000000,25.0,1.9,right,ITA-Serie A,Atalanta,Merih Demiral,TUR,DF,23.0,1998.0,21.3,8,0,0.0,29,16.0,3.0,0.0,58.0,17.0,0.0,1.0,0.0,122.0,85.0,37.0,69.7,2022
Ademola Lookman,/ademola-lookman/profil/spieler/406040,24,SS,Nigeria,30000000,9200000,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2022,20800000,25.0,1.74,right,ENG-Premier League,Leicester City,Ademola Lookman,NGA,"FW,MF",23.0,1997.0,16.1,2,0,0.0,27,33.0,6.0,18.0,10.0,14.0,0.0,0.0,0.0,102.0,3.0,11.0,21.4,2022
Cristian Romero,/cristian-romero/profil/spieler/355915,24,CB,Argentina,60000000,50000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2022,10000000,25.0,1.85,right,ENG-Premier League,Tottenham,Cristian Romero,ARG,DF,23.0,1998.0,20.5,8,0,0.0,28,15.0,2.0,0.0,33.0,39.0,0.0,1.0,0.0,148.0,43.0,30.0,58.9,2022
Robin Gosens,/robin-gosens/profil/spieler/273132,27,LM,Germany,15000000,27400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Inter Milan,/inter-mailand/startseite/verein/46,out,2022,-12400000,28.0,1.83,left,ITA-Serie A,Atalanta,Robin Gosens,GER,DF,27.0,1994.0,5.1,2,0,0.0,3,5.0,1.0,5.0,9.0,3.0,1.0,0.0,0.0,22.0,12.0,4.0,75.0,2022
Robin Gosens,/robin-gosens/profil/spieler/273132,27,LM,Germany,15000000,27400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Inter Milan,/inter-mailand/startseite/verein/46,out,2022,-12400000,28.0,1.83,left,ITA-Serie A,Inter,Robin Gosens,GER,DF,27.0,1994.0,1.9,1,0,0.0,1,2.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,13.0,4.0,1.0,80.0,2022
Remo Freuler,/remo-freuler/profil/spieler/148252,30,CM,Switzerland,8000000,9000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Nottingham Forest,/nottingham-forest/startseite/verein/703,out,2022,-1000000,31.0,1.8,right,ITA-Serie A,Atalanta,Remo Freuler,SUI,MF,29.0,1992.0,26.3,10,0,0.0,43,28.0,0.0,25.0,35.0,39.0,0.0,1.0,1.0,186.0,20.0,24.0,45.5,2022
Bosko Sutalo,/bosko-sutalo/profil/spieler/431698,22,CB,Croatia,2500000,4050000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,GNK Dinamo Zagreb,/gnk-dinamo-zagreb/startseite/verein/419,out,2022,-1550000,23.0,1.88,right,ITA-Serie A,Hellas Verona,Bosko Sutalo,CRO,DF,21.0,2000.0,10.2,0,0,0.0,12,9.0,1.0,10.0,17.0,13.0,0.0,0.0,0.0,81.0,20.0,26.0,43.5,2022
Filippo Melegoni,/filippo-melegoni/profil/spieler/315862,23,CM,Italy,1500000,4000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Genoa CFC,/genua-cfc/startseite/verein/252,out,2022,-2500000,24.0,1.86,right,ITA-Serie A,Genoa,Filippo Melegoni,ITA,"MF,FW",22.0,1999.0,10.9,1,0,0.0,15,20.0,2.0,34.0,11.0,12.0,0.0,0.0,0.0,72.0,5.0,20.0,20.0,2022
Giovanni Simeone,/giovanni-simeone/profil/spieler/282388,26,CF,Argentina,15000000,10500000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,4500000,27.0,1.8,right,ITA-Serie A,Cagliari,Giovanni Simeone,ARG,FW,26.0,1995.0,0.1,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2022
Giovanni Simeone,/giovanni-simeone/profil/spieler/282388,26,CF,Argentina,15000000,10500000,Cagliari Calcio,/cagliari-calcio/startseite/verein/1390,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,4500000,27.0,1.8,right,ITA-Serie A,Hellas Verona,Giovanni Simeone,ARG,FW,26.0,1995.0,29.5,8,0,0.0,56,58.0,34.0,26.0,6.0,15.0,1.0,0.0,0.0,81.0,60.0,108.0,35.7,2022
Thomas Henry,/thomas-henry/profil/spieler/412513,27,CF,France,4000000,5000000,Venezia FC,/venezia-fc/startseite/verein/607,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,-1000000,28.0,1.91,right,ITA-Serie A,Venezia,Thomas Henry,FRA,FW,26.0,1994.0,23.5,6,1,1.0,50,69.0,14.0,5.0,2.0,4.0,0.0,0.0,2.0,38.0,90.0,78.0,53.6,2022
Martin Hongla,/martin-hongla/profil/spieler/398808,24,DM,Cameroon,3000000,3700000,Royal Antwerp FC,/royal-antwerpen-fc/startseite/verein/1096,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,-700000,25.0,1.81,right,ITA-Serie A,Hellas Verona,Martin Hongla,CMR,MF,23.0,1998.0,7.2,3,0,0.0,15,5.0,1.0,4.0,4.0,8.0,0.0,0.0,0.0,68.0,15.0,17.0,46.9,2022
Mateusz Praszelik,/mateusz-praszelik/profil/spieler/374418,22,AM,Poland,900000,2000000,Slask Wroclaw,/slask-wroclaw/startseite/verein/759,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,-1100000,22.0,1.84,right,ITA-Serie A,Hellas Verona,Mateusz Praszelik,POL,MF,20.0,2000.0,0.3,0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2022
Lorenzo Montipò,/lorenzo-montipo/profil/spieler/241923,26,GK,Italy,4000000,1100000,Benevento Calcio,/benevento-calcio/startseite/verein/4171,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,2900000,27.0,1.91,right,ITA-Serie A,Hellas Verona,Lorenzo Montipò,ITA,GK,25.0,1996.0,34.0,1,0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,11.0,2.0,84.6,2022
Ajdin Hrustic,/ajdin-hrustic/profil/spieler/265625,26,AM,Australia,1500000,500000,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,Hellas Verona,/hellas-verona/startseite/verein/276,in,2022,1000000,26.0,1.8,left,GER-Bundesliga,Eint Frankfurt,Ajdin Hrustic,AUS,MF,25.0,1996.0,10.7,2,0,0.0,14,7.0,0.0,26.0,10.0,11.0,0.0,0.0,0.0,66.0,7.0,3.0,70.0,2022
Mattia Zaccagni,/mattia-zaccagni/profil/spieler/283735,27,LW,Italy,30000000,7100000,Hellas Verona,/hellas-verona/startseite/verein/276,SS Lazio,/lazio-rom/startseite/verein/398,out,2022,22900000,28.0,1.77,right,ITA-Serie A,Hellas Verona,Mattia Zaccagni,ITA,MF,26.0,1995.0,2.0,0,0,0.0,1,7.0,0.0,10.0,4.0,1.0,1.0,0.0,0.0,8.0,4.0,2.0,66.7,2022
Mattia Zaccagni,/mattia-zaccagni/profil/spieler/283735,27,LW,Italy,30000000,7100000,Hellas Verona,/hellas-verona/startseite/verein/276,SS Lazio,/lazio-rom/startseite/verein/398,out,2022,22900000,28.0,1.77,right,ITA-Serie A,Lazio,Mattia Zaccagni,ITA,FW,26.0,1995.0,20.8,6,0,0.0,29,74.0,2.0,41.0,20.0,16.0,1.0,0.0,0.0,86.0,12.0,19.0,38.7,2022
Nicolò Casale,/nicolo-casale/profil/spieler/389837,24,CB,Italy,22000000,6560000,Hellas Verona,/hellas-verona/startseite/verein/276,SS Lazio,/lazio-rom/startseite/verein/398,out,2022,15440000,25.0,1.91,right,ITA-Serie A,Hellas Verona,Nicolò Casale,ITA,DF,23.0,1998.0,28.7,10,0,0.0,44,24.0,0.0,15.0,49.0,30.0,0.0,0.0,0.0,197.0,69.0,61.0,53.1,2022
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,21,CF,Italy,3500000,4200000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,in,2022,-700000,22.0,1.88,right,ITA-Serie A,Milan,Pietro Pellegri,ITA,FW,20.0,2001.0,1.5,0,0,0.0,7,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,75.0,2022
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,21,CF,Italy,3500000,4200000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,in,2022,-700000,22.0,1.88,right,ITA-Serie A,Torino,Pietro Pellegri,ITA,FW,20.0,2001.0,2.4,1,0,0.0,10,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,17.0,34.6,2022
Etrit Berisha,/etrit-berisha/profil/spieler/77825,33,GK,Albania,400000,300000,SPAL,/spal/startseite/verein/2722,Torino FC,/fc-turin/startseite/verein/416,in,2022,100000,34.0,1.94,left,ITA-Serie A,Torino,Etrit Berisha,ALB,GK,32.0,1989.0,10.0,1,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,,2022
Matheus Henrique,/matheus-henrique/profil/spieler/552549,24,CM,Brazil,10000000,7000000,Grêmio Foot-Ball Porto Alegrense,/gremio-porto-alegre/startseite/verein/210,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2022,3000000,25.0,1.75,right,ITA-Serie A,Sassuolo,Matheus Henrique,BRA,MF,23.0,1997.0,12.0,3,0,0.0,18,13.0,0.0,12.0,7.0,3.0,0.0,0.0,0.0,57.0,4.0,7.0,36.4,2022
Riccardo Ciervo,/riccardo-ciervo/profil/spieler/628558,20,LW,Italy,1300000,2000000,AS Roma,/as-rom/startseite/verein/12,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2022,-700000,21.0,1.9,right,ITA-Serie A,Sampdoria,Riccardo Ciervo,ITA,"MF,DF",19.0,2002.0,2.5,0,0,0.0,3,1.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,2022
