playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Luca Pellegrini,/luca-pellegrini/profil/spieler/346567,20,LB,Italy,7000000,22000000,AS Roma,/as-rom/startseite/verein/12,Juventus FC,/juventus-turin/startseite/verein/506,out,2019,-15000000,24.0,1.78,left,ITA-Serie A,Cagliari,ITA,DF,20.0,1999.0,21.2,1313.0,67.0,408.0,529.0,391.0,24.0,1313.0,50.0,30.0,60.0,20.0,40.0,665.0,4378.0,2552.0,63.0,52.0,10.0,36.0,22.0,769.0,99.0,2020
Emil Audero,/emil-audero/profil/spieler/256339,22,GK,Italy,6000000,20000000,Juventus FC,/juventus-turin/startseite/verein/506,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-14000000,26.0,1.92,right,ITA-Serie A,Sampdoria,ITA,GK,22.0,1997.0,36.0,1128.0,986.0,1126.0,2.0,0.0,0.0,1128.0,0.0,0.0,,0.0,,495.0,3120.0,2101.0,0.0,0.0,0.0,1.0,0.0,378.0,0.0,2020
Jeison Murillo,/jeison-murillo/profil/spieler/131102,27,CB,Colombia,1000000,13300000,Valencia CF,/fc-valencia/startseite/verein/1049,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-12300000,31.0,1.82,right,ESP-La Liga,Celta Vigo,COL,DF,27.0,1992.0,17.0,897.0,126.0,493.0,385.0,23.0,13.0,897.0,4.0,4.0,100.0,0.0,0.0,478.0,1921.0,1032.0,1.0,2.0,2.0,7.0,2.0,517.0,3.0,2020
Jeison Murillo,/jeison-murillo/profil/spieler/131102,27,CB,Colombia,1000000,13300000,Valencia CF,/fc-valencia/startseite/verein/1049,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-12300000,31.0,1.82,right,ITA-Serie A,Sampdoria,COL,DF,27.0,1992.0,7.4,356.0,56.0,168.0,164.0,26.0,3.0,356.0,4.0,3.0,75.0,1.0,25.0,150.0,735.0,404.0,2.0,0.0,2.0,1.0,4.0,179.0,4.0,2020
Fabio Depaoli,/fabio-depaoli/profil/spieler/324282,22,RB,Italy,3000000,4500000,Chievo Verona,/chievo-verona/startseite/verein/862,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-1500000,26.0,1.82,right,ITA-Serie A,Sampdoria,ITA,"MF,DF",22.0,1997.0,20.6,934.0,52.0,209.0,371.0,366.0,44.0,934.0,41.0,20.0,48.8,21.0,51.2,484.0,2506.0,1344.0,37.0,25.0,8.0,29.0,14.0,548.0,135.0,2020
Julian Chabot,/julian-chabot/profil/spieler/303219,21,CB,Germany,5500000,3700000,FC Groningen,/fc-groningen/startseite/verein/202,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,1800000,25.0,1.95,left,ITA-Serie A,Sampdoria,GER,DF,21.0,1998.0,6.3,321.0,55.0,175.0,140.0,9.0,3.0,321.0,2.0,1.0,50.0,1.0,50.0,152.0,684.0,271.0,1.0,1.0,0.0,4.0,0.0,167.0,0.0,2020
Alex Ferrari,/alex-ferrari/profil/spieler/197491,25,CB,Italy,1000000,3600000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-2600000,29.0,1.91,right,ITA-Serie A,Sampdoria,ITA,DF,25.0,1994.0,11.2,566.0,55.0,267.0,283.0,21.0,6.0,566.0,7.0,5.0,71.4,2.0,28.6,264.0,1304.0,714.0,1.0,1.0,0.0,10.0,3.0,279.0,1.0,2020
Mehdi Léris,/mehdi-leris/profil/spieler/348601,21,RM,Algeria,2500000,3100000,Chievo Verona,/chievo-verona/startseite/verein/862,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,in,2019,-600000,25.0,1.86,right,ITA-Serie A,Sampdoria,ALG,"MF,FW",21.0,1998.0,5.7,313.0,13.0,57.0,127.0,135.0,12.0,313.0,14.0,11.0,78.6,3.0,21.4,201.0,1171.0,516.0,11.0,15.0,1.0,21.0,7.0,218.0,54.0,2020
Joachim Andersen,/joachim-andersen/profil/spieler/260827,23,CB,Denmark,30000000,24000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Olympique Lyon,/olympique-lyon/startseite/verein/1041,out,2019,6000000,27.0,1.92,right,FRA-Ligue 1,Lyon,DEN,DF,23.0,1996.0,17.0,1480.0,166.0,729.0,721.0,32.0,13.0,1480.0,3.0,3.0,100.0,0.0,0.0,905.0,4909.0,3029.0,6.0,5.0,0.0,3.0,2.0,1105.0,1.0,2020
Dennis Praet,/dennis-praet/profil/spieler/129588,25,CM,Belgium,7000000,19200000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-12200000,29.0,1.81,right,ENG-Premier League,Leicester City,BEL,MF,25.0,1994.0,12.6,713.0,20.0,151.0,356.0,213.0,18.0,713.0,25.0,12.0,48.0,13.0,52.0,440.0,1904.0,801.0,10.0,18.0,2.0,27.0,17.0,460.0,42.0,2020
Duván Zapata,/duvan-zapata/profil/spieler/73794,28,CF,Colombia,8000000,12000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Atalanta BC,/atalanta-bergamo/startseite/verein/800,out,2019,-4000000,32.0,1.89,right,ITA-Serie A,Atalanta,COL,FW,28.0,1991.0,22.5,876.0,14.0,31.0,297.0,557.0,181.0,875.0,49.0,23.0,46.9,26.0,53.1,652.0,3153.0,1213.0,52.0,34.0,29.0,95.0,61.0,740.0,247.0,2020
Dawid Kownacki,/dawid-kownacki/profil/spieler/208167,22,CF,Poland,3500000,6750000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Fortuna Düsseldorf,/fortuna-dusseldorf/startseite/verein/38,out,2019,-3250000,26.0,1.86,right,GER-Bundesliga,Düsseldorf,POL,"FW,MF",22.0,1997.0,12.1,498.0,7.0,73.0,220.0,216.0,48.0,498.0,49.0,19.0,38.8,30.0,61.2,264.0,1799.0,645.0,21.0,21.0,11.0,35.0,13.0,310.0,91.0,2020
Giacomo Vrioni,/giacomo-vrioni/profil/spieler/363178,21,CF,Albania,2500000,4099999,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Juventus U23,/juventus-turin-u23/startseite/verein/41101,out,2019,-1599999,24.0,1.88,left,ITA-Serie A,Juventus,ALB,FW,20.0,1998.0,0.1,4.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,,0.0,,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2020
Manuel Locatelli,/manuel-locatelli/profil/spieler/265088,21,DM,Italy,30000000,14000000,AC Milan,/ac-mailand/startseite/verein/5,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,16000000,25.0,1.85,right,ITA-Serie A,Sassuolo,ITA,MF,21.0,1998.0,28.7,2514.0,103.0,453.0,1580.0,513.0,33.0,2514.0,66.0,51.0,77.3,15.0,22.7,1404.0,7210.0,3775.0,63.0,61.0,7.0,40.0,29.0,1917.0,57.0,2020
Merih Demiral,/merih-demiral/profil/spieler/340879,21,CB,Turkey,20000000,8000000,Alanyaspor,/alanyaspor/startseite/verein/11282,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,12000000,25.0,1.9,right,ITA-Serie A,Juventus,TUR,DF,21.0,1998.0,4.6,353.0,43.0,163.0,180.0,10.0,4.0,353.0,1.0,0.0,0.0,1.0,100.0,209.0,987.0,353.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,2020
Merih Demiral,/merih-demiral/profil/spieler/340879,21,CB,Turkey,20000000,19500000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Juventus FC,/juventus-turin/startseite/verein/506,out,2019,500000,25.0,1.9,right,ITA-Serie A,Juventus,TUR,DF,21.0,1998.0,4.6,353.0,43.0,163.0,180.0,10.0,4.0,353.0,1.0,0.0,0.0,1.0,100.0,209.0,987.0,353.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,2020
Francesco Caputo,/francesco-caputo/profil/spieler/84765,31,CF,Italy,1500000,7750000,Empoli FC ,/fc-empoli/startseite/verein/749,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-6250000,35.0,1.81,right,ITA-Serie A,Sassuolo,ITA,FW,31.0,1987.0,32.6,1018.0,7.0,46.0,456.0,524.0,179.0,1016.0,36.0,23.0,63.9,13.0,36.1,582.0,2828.0,1291.0,53.0,28.0,33.0,58.0,42.0,832.0,256.0,2020
Pedro Obiang,/pedro-obiang/profil/spieler/101213,27,CM,Equatorial Guinea,800000,7500000,West Ham United,/west-ham-united/startseite/verein/379,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-6700000,31.0,1.86,right,ITA-Serie A,Sassuolo,EQG,MF,27.0,1992.0,18.6,1294.0,67.0,284.0,801.0,218.0,23.0,1294.0,24.0,20.0,83.3,4.0,16.7,648.0,3147.0,1512.0,16.0,21.0,2.0,17.0,12.0,924.0,25.0,2020
Rogério,/rogerio/profil/spieler/401527,21,LB,Brazil,5500000,6950000,Juventus FC,/juventus-turin/startseite/verein/506,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-1450000,25.0,1.78,left,ITA-Serie A,Sassuolo,BRA,DF,21.0,1998.0,11.3,822.0,40.0,205.0,403.0,219.0,14.0,822.0,19.0,12.0,63.2,7.0,36.8,483.0,2956.0,1706.0,44.0,39.0,4.0,10.0,4.0,552.0,55.0,2020
Mert Müldür,/mert-muldur/profil/spieler/353922,20,RB,Turkey,4000000,4700000,Rapid Vienna,/sk-rapid-wien/startseite/verein/170,US Sassuolo,/us-sassuolo/startseite/verein/6574,in,2019,-700000,24.0,1.84,right,ITA-Serie A,Sassuolo,TUR,DF,20.0,1999.0,14.1,984.0,42.0,281.0,464.0,249.0,30.0,984.0,35.0,17.0,48.6,18.0,51.4,519.0,2919.0,1798.0,53.0,31.0,16.0,18.0,10.0,626.0,67.0,2020
Matteo Politano,/matteo-politano/profil/spieler/165895,25,RW,Italy,15000000,21100000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-6100000,29.0,1.71,left,ITA-Serie A,Inter,ITA,"FW,MF",25.0,1993.0,2.9,162.0,1.0,8.0,42.0,115.0,18.0,162.0,18.0,10.0,55.6,8.0,44.4,102.0,1025.0,550.0,22.0,15.0,9.0,5.0,7.0,114.0,29.0,2020
Matteo Politano,/matteo-politano/profil/spieler/165895,25,RW,Italy,15000000,21100000,US Sassuolo,/us-sassuolo/startseite/verein/6574,Inter Milan,/inter-mailand/startseite/verein/46,out,2019,-6100000,29.0,1.71,left,ITA-Serie A,Napoli,ITA,FW,25.0,1993.0,8.3,452.0,2.0,44.0,134.0,279.0,30.0,452.0,25.0,18.0,72.0,7.0,28.0,323.0,2270.0,1207.0,38.0,16.0,14.0,14.0,10.0,343.0,77.0,2020
Kevin-Prince Boateng,/kevin-prince-boateng/profil/spieler/16922,32,AM,Ghana,700000,1500000,US Sassuolo,/us-sassuolo/startseite/verein/6574,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2019,-800000,36.0,1.86,right,ITA-Serie A,Fiorentina,GHA,FW,32.0,1987.0,6.7,260.0,5.0,11.0,126.0,124.0,26.0,260.0,9.0,6.0,66.7,3.0,33.3,156.0,555.0,147.0,3.0,5.0,1.0,12.0,5.0,219.0,40.0,2020
Andrea Petagna,/andrea-petagna/profil/spieler/199258,24,CF,Italy,10000000,12000000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,SPAL,/spal/startseite/verein/2722,in,2019,-2000000,28.0,1.9,left,ITA-Serie A,SPAL,ITA,FW,24.0,1995.0,33.7,1248.0,37.0,109.0,524.0,633.0,142.0,1241.0,77.0,54.0,70.1,23.0,29.9,900.0,6037.0,1994.0,88.0,50.0,32.0,93.0,76.0,1047.0,208.0,2020
Andrea Petagna,/andrea-petagna/profil/spieler/199258,24,CF,Italy,10000000,16600000,SPAL,/spal/startseite/verein/2722,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2019,-6600000,28.0,1.9,left,ITA-Serie A,SPAL,ITA,FW,24.0,1995.0,33.7,1248.0,37.0,109.0,524.0,633.0,142.0,1241.0,77.0,54.0,70.1,23.0,29.9,900.0,6037.0,1994.0,88.0,50.0,32.0,93.0,76.0,1047.0,208.0,2020
Alessandro Murgia,/alessandro-murgia/profil/spieler/289061,22,CM,Italy,450000,4000000,SS Lazio,/lazio-rom/startseite/verein/398,SPAL,/spal/startseite/verein/2722,in,2019,-3550000,26.0,1.85,right,ITA-Serie A,SPAL,ITA,MF,22.0,1996.0,19.4,986.0,45.0,225.0,488.0,281.0,27.0,986.0,14.0,10.0,71.4,4.0,28.6,428.0,1802.0,833.0,14.0,9.0,0.0,22.0,18.0,641.0,55.0,2020
Mohamed Fares,/mohamed-fares/profil/spieler/287700,23,LM,Algeria,2000000,3500000,Hellas Verona,/hellas-verona/startseite/verein/276,SPAL,/spal/startseite/verein/2722,in,2019,-1500000,27.0,1.83,left,ITA-Serie A,SPAL,ALG,"DF,MF",23.0,1996.0,4.7,273.0,14.0,91.0,118.0,66.0,5.0,273.0,6.0,2.0,33.3,4.0,66.7,156.0,645.0,297.0,8.0,10.0,1.0,16.0,2.0,184.0,19.0,2020
Igor,/igor/profil/spieler/380350,21,CB,Brazil,10000000,3000000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,SPAL,/spal/startseite/verein/2722,in,2019,7000000,25.0,1.85,left,ITA-Serie A,Fiorentina,BRA,DF,21.0,1998.0,6.8,397.0,38.0,157.0,203.0,42.0,3.0,397.0,6.0,5.0,83.3,1.0,16.7,262.0,1438.0,866.0,12.0,6.0,1.0,5.0,3.0,254.0,15.0,2020
Igor,/igor/profil/spieler/380350,21,CB,Brazil,10000000,3000000,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,SPAL,/spal/startseite/verein/2722,in,2019,7000000,25.0,1.85,left,ITA-Serie A,SPAL,BRA,DF,21.0,1998.0,14.9,814.0,82.0,358.0,391.0,77.0,8.0,814.0,18.0,16.0,88.9,2.0,11.1,452.0,2704.0,1732.0,33.0,13.0,3.0,15.0,12.0,490.0,19.0,2020
Mattia Valoti,/mattia-valoti/profil/spieler/167741,25,CM,Italy,1500000,3000000,Hellas Verona,/hellas-verona/startseite/verein/276,SPAL,/spal/startseite/verein/2722,in,2019,-1500000,29.0,1.87,right,ITA-Serie A,SPAL,ITA,"MF,FW",25.0,1993.0,17.0,800.0,25.0,154.0,453.0,210.0,43.0,800.0,39.0,33.0,84.6,6.0,15.4,452.0,2715.0,1376.0,35.0,38.0,7.0,44.0,24.0,559.0,64.0,2020
Manuel Lazzari,/manuel-lazzari/profil/spieler/331401,25,RB,Italy,7500000,15000000,SPAL,/spal/startseite/verein/2722,SS Lazio,/lazio-rom/startseite/verein/398,out,2019,-7500000,29.0,1.74,right,ITA-Serie A,Lazio,ITA,DF,25.0,1993.0,28.3,1272.0,42.0,279.0,407.0,599.0,84.0,1272.0,62.0,32.0,51.6,30.0,48.4,790.0,5909.0,3870.0,140.0,85.0,40.0,39.0,17.0,853.0,267.0,2020
Gabriele Moncini,/gabriele-moncini/profil/spieler/238977,23,CF,Italy,900000,2500000,SPAL,/spal/startseite/verein/2722,Benevento Calcio,/benevento-calcio/startseite/verein/4171,out,2019,-1600000,27.0,1.83,right,ITA-Serie A,SPAL,ITA,"FW,MF",23.0,1996.0,1.7,33.0,1.0,7.0,15.0,11.0,5.0,33.0,0.0,0.0,,0.0,,15.0,79.0,8.0,0.0,0.0,0.0,2.0,3.0,15.0,3.0,2020
Alfred Gomis,/alfred-gomis/profil/spieler/163568,25,GK,Senegal,2200000,1000000,SPAL,/spal/startseite/verein/2722,Dijon FCO,/dijon-fco/startseite/verein/2969,out,2019,1200000,29.0,1.96,right,FRA-Ligue 1,Dijon,SEN,GK,25.0,1993.0,18.0,782.0,672.0,780.0,2.0,0.0,0.0,782.0,1.0,1.0,100.0,0.0,0.0,380.0,2130.0,1564.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,2020
Simone Zaza,/simone-zaza/profil/spieler/96828,28,CF,Italy,500000,12000000,Valencia CF,/fc-valencia/startseite/verein/1049,Torino FC,/fc-turin/startseite/verein/416,in,2019,-11500000,32.0,1.86,left,ITA-Serie A,Torino,ITA,FW,28.0,1991.0,18.2,553.0,14.0,52.0,260.0,249.0,82.0,553.0,17.0,9.0,52.9,8.0,47.1,291.0,1195.0,331.0,10.0,15.0,7.0,81.0,27.0,399.0,99.0,2020
Ola Aina,/ola-aina/profil/spieler/236490,22,RB,Nigeria,3500000,9800000,Chelsea FC,/fc-chelsea/startseite/verein/631,Torino FC,/fc-turin/startseite/verein/416,in,2019,-6300000,26.0,1.84,right,ITA-Serie A,Torino,NGA,DF,22.0,1996.0,23.1,1478.0,70.0,422.0,679.0,399.0,27.0,1478.0,78.0,47.0,60.3,31.0,39.7,718.0,4943.0,2913.0,86.0,51.0,8.0,32.0,21.0,817.0,80.0,2020
Koffi Djidji,/koffi-djidji/profil/spieler/183031,26,CB,Cote d'Ivoire,3000000,3000000,FC Nantes,/fc-nantes/startseite/verein/995,Torino FC,/fc-turin/startseite/verein/416,in,2019,0,30.0,1.84,right,ITA-Serie A,Torino,CIV,DF,26.0,1992.0,9.5,526.0,100.0,306.0,215.0,12.0,0.0,526.0,9.0,8.0,88.9,1.0,11.1,259.0,1112.0,468.0,0.0,2.0,0.0,2.0,5.0,285.0,1.0,2020
Cristian Ansaldi,/cristian-ansaldi/profil/spieler/55854,32,LB,Argentina,400000,2500000,Inter Milan,/inter-mailand/startseite/verein/46,Torino FC,/fc-turin/startseite/verein/416,in,2019,-2100000,36.0,1.81,both,ITA-Serie A,Torino,ARG,"DF,MF",32.0,1986.0,19.6,1068.0,54.0,282.0,375.0,426.0,41.0,1068.0,73.0,36.0,49.3,37.0,50.7,614.0,4593.0,2262.0,90.0,43.0,11.0,40.0,29.0,629.0,124.0,2020
M'Baye Niang,/mbaye-niang/profil/spieler/157501,24,CF,Senegal,2500000,15000000,Torino FC,/fc-turin/startseite/verein/416,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2019,-12500000,28.0,1.88,both,FRA-Ligue 1,Rennes,SEN,FW,24.0,1994.0,23.6,797.0,25.0,69.0,438.0,299.0,100.0,795.0,49.0,16.0,32.7,33.0,67.3,495.0,2149.0,560.0,21.0,13.0,18.0,82.0,50.0,634.0,114.0,2020
Walace,/walace/profil/spieler/323954,24,DM,Brazil,7000000,6000000,Hannover 96,/hannover-96/startseite/verein/42,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2019,1000000,28.0,1.88,right,ITA-Serie A,Udinese,BRA,MF,24.0,1995.0,12.7,844.0,38.0,250.0,480.0,130.0,9.0,844.0,16.0,13.0,81.3,3.0,18.8,521.0,2553.0,1275.0,19.0,26.0,1.0,33.0,17.0,559.0,11.0,2020
Marvin Zeegelaar,/marvin-zeegelaar/profil/spieler/92899,29,LB,Netherlands,400000,2000000,Watford FC,/fc-watford/startseite/verein/1010,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2019,-1600000,32.0,1.86,left,ITA-Serie A,Udinese,NED,DF,28.0,1990.0,6.6,373.0,19.0,142.0,146.0,86.0,2.0,373.0,4.0,3.0,75.0,1.0,25.0,185.0,845.0,384.0,12.0,8.0,0.0,7.0,7.0,224.0,28.0,2020
Rodrigo Becão,/rodrigo-becao/profil/spieler/410158,23,CB,Brazil,10000000,1600000,Esporte Clube Bahia,/esporte-clube-bahia/startseite/verein/10010,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2019,8400000,27.0,1.91,right,ITA-Serie A,Udinese,BRA,DF,23.0,1996.0,24.6,1307.0,178.0,659.0,605.0,53.0,16.0,1307.0,4.0,1.0,25.0,3.0,75.0,749.0,3367.0,2051.0,12.0,7.0,2.0,13.0,6.0,815.0,9.0,2020
Sebastien De Maio,/sebastien-de-maio/profil/spieler/56830,32,CB,France,200000,1500000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Udinese Calcio,/udinese-calcio/startseite/verein/410,in,2019,-1300000,36.0,1.9,right,ITA-Serie A,Udinese,FRA,DF,32.0,1987.0,16.7,853.0,122.0,475.0,342.0,42.0,10.0,853.0,1.0,0.0,0.0,1.0,100.0,439.0,2236.0,1113.0,8.0,5.0,0.0,6.0,2.0,469.0,7.0,2020
Alex Meret,/alex-meret/profil/spieler/240414,22,GK,Italy,18000000,26000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2019,-8000000,26.0,1.9,left,ITA-Serie A,Napoli,ITA,GK,22.0,1997.0,21.7,648.0,599.0,648.0,0.0,0.0,0.0,648.0,0.0,0.0,,0.0,,313.0,1368.0,855.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,2020
Jakub Jankto,/jakub-jankto/profil/spieler/319160,23,LM,Czech Republic,1000000,14500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,out,2019,-13500000,27.0,1.84,left,ITA-Serie A,Sampdoria,CZE,"MF,FW",23.0,1996.0,23.3,998.0,31.0,153.0,439.0,417.0,60.0,998.0,19.0,7.0,36.8,12.0,63.2,527.0,3170.0,1735.0,49.0,37.0,9.0,23.0,13.0,640.0,140.0,2020
Ignacio Pussetto,/ignacio-pussetto/profil/spieler/283528,24,RW,Argentina,2500000,8500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Watford FC,/fc-watford/startseite/verein/1010,out,2019,-6000000,27.0,1.8,right,ENG-Premier League,Watford,ARG,"FW,MF",23.0,1995.0,0.8,60.0,3.0,21.0,26.0,14.0,1.0,60.0,5.0,2.0,40.0,3.0,60.0,24.0,139.0,34.0,1.0,0.0,0.0,3.0,2.0,22.0,0.0,2020
Ignacio Pussetto,/ignacio-pussetto/profil/spieler/283528,24,RW,Argentina,2500000,8500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Watford FC,/fc-watford/startseite/verein/1010,out,2019,-6000000,27.0,1.8,right,ITA-Serie A,Udinese,ARG,"FW,MF",23.0,1995.0,3.8,193.0,8.0,33.0,83.0,81.0,18.0,193.0,11.0,6.0,54.5,5.0,45.5,122.0,798.0,373.0,13.0,14.0,4.0,15.0,6.0,127.0,22.0,2020
Darwin Machís,/darwin-machis/profil/spieler/211251,26,LW,Venezuela,3000000,5000000,Udinese Calcio,/udinese-calcio/startseite/verein/410,Granada CF,/fc-granada/startseite/verein/16795,out,2019,-2000000,30.0,1.71,right,ESP-La Liga,Granada,VEN,"FW,MF",26.0,1993.0,23.7,915.0,22.0,120.0,284.0,538.0,80.0,914.0,94.0,54.0,57.4,40.0,42.6,567.0,4454.0,2542.0,93.0,58.0,32.0,60.0,27.0,543.0,173.0,2020
Molla Wagué,/molla-wague/profil/spieler/129893,28,CB,Mali,250000,1200000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,out,2019,-950000,32.0,1.91,right,FRA-Ligue 1,Nantes,MLI,DF,28.0,1991.0,7.6,423.0,58.0,275.0,142.0,11.0,6.0,423.0,4.0,4.0,100.0,0.0,0.0,213.0,1040.0,460.0,1.0,3.0,0.0,1.0,1.0,222.0,1.0,2020
Sam Lammers,/sam-lammers/profil/spieler/386914,23,CF,Netherlands,2000000,8000000,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2020,-6000000,26.0,1.91,both,ITA-Serie A,Atalanta,NED,"FW,MF",23.0,1997.0,3.2,170.0,3.0,7.0,67.0,97.0,26.0,170.0,18.0,13.0,72.2,5.0,27.8,111.0,538.0,212.0,9.0,5.0,8.0,17.0,13.0,144.0,44.0,2021
Viktor Kovalenko,/viktor-kovalenko/profil/spieler/203842,24,AM,Ukraine,1500000,600000,Shakhtar Donetsk,/shakhtar-donetsk/startseite/verein/660,Atalanta BC,/atalanta-bergamo/startseite/verein/800,in,2020,900000,27.0,1.82,right,ITA-Serie A,Atalanta,UKR,FW,24.0,1996.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2021
Amad Diallo,/amad-diallo/profil/spieler/536835,18,RW,Cote d'Ivoire,18000000,21300000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Manchester United,/manchester-united/startseite/verein/985,out,2020,-3300000,20.0,1.73,left,ENG-Premier League,Manchester Utd,CIV,FW,18.0,2002.0,1.8,93.0,3.0,19.0,49.0,28.0,1.0,93.0,14.0,5.0,35.7,9.0,64.3,63.0,431.0,227.0,9.0,6.0,0.0,5.0,5.0,64.0,7.0,2021
Amad Diallo,/amad-diallo/profil/spieler/536835,18,RW,Cote d'Ivoire,18000000,21300000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Manchester United,/manchester-united/startseite/verein/985,out,2020,-3300000,20.0,1.73,left,ITA-Serie A,Atalanta,CIV,MF,18.0,2002.0,0.2,14.0,0.0,0.0,9.0,5.0,1.0,14.0,2.0,0.0,0.0,2.0,100.0,13.0,97.0,35.0,1.0,1.0,0.0,0.0,0.0,14.0,3.0,2021
Timothy Castagne,/timothy-castagne/profil/spieler/262226,24,RB,Belgium,25000000,20900000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Leicester City,/leicester-city/startseite/verein/1003,out,2020,4100000,27.0,1.85,right,ENG-Premier League,Leicester City,BEL,DF,24.0,1995.0,26.1,1800.0,70.0,522.0,848.0,440.0,40.0,1800.0,24.0,11.0,45.8,13.0,54.2,919.0,3963.0,2154.0,52.0,27.0,3.0,24.0,11.0,1160.0,148.0,2021
Papu Gómez,/papu-gomez/profil/spieler/20005,32,LW,Argentina,3000000,6400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2020,-3400000,35.0,1.67,right,ESP-La Liga,Sevilla,ARG,"MF,FW",32.0,1988.0,10.2,689.0,7.0,68.0,359.0,267.0,25.0,689.0,23.0,12.0,52.2,11.0,47.8,525.0,3272.0,1634.0,40.0,32.0,12.0,12.0,16.0,548.0,51.0,2021
Papu Gómez,/papu-gomez/profil/spieler/20005,32,LW,Argentina,3000000,6400000,Atalanta BC,/atalanta-bergamo/startseite/verein/800,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2020,-3400000,35.0,1.67,right,ITA-Serie A,Atalanta,ARG,"MF,FW",32.0,1988.0,7.4,511.0,4.0,42.0,243.0,234.0,20.0,511.0,22.0,15.0,68.2,7.0,31.8,365.0,2364.0,1213.0,32.0,23.0,6.0,11.0,10.0,402.0,29.0,2021
