league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
FRA-Ligue 1,2017,Nantes,Préjuce Nakoulma,BFA,FW,30,1987,12.8,37,2.90,26,0,5,2,4,0,2,0.16,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nantes,Rene Krhin,SVN,MF,27,1990,14.6,13,0.89,8,0,1,2,2,0,2,0.14,1,0,0,0,1,0,2018
FRA-Ligue 1,2017,Nantes,Samuel Moutoussamy,COD,MF,20,1996,4.8,12,2.51,11,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nantes,Santy Ngom,SEN,"FW,MF",24,1993,5.2,24,4.64,14,0,2,2,6,0,1,0.19,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nantes,Valentin Rongier,FRA,MF,22,1994,26.1,87,3.33,71,0,3,5,5,3,6,0.23,5,0,0,1,0,0,2018
FRA-Ligue 1,2017,Nantes,Yacine Bammou,MAR,"MF,FW",25,1991,8.1,17,2.11,13,0,0,3,0,1,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nantes,Yassine El Ghanassy,BEL,"MF,FW",27,1990,7.2,40,5.58,22,2,8,2,5,1,3,0.42,1,0,1,0,1,0,2018
FRA-Ligue 1,2017,Nice,Adrien Tameze,CMR,MF,23,1994,18.7,26,1.39,22,1,1,0,2,0,3,0.16,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Alassane Pléa,FRA,FW,24,1993,33.8,119,3.52,64,0,23,19,13,0,19,0.56,9,0,5,3,2,0,2018
FRA-Ligue 1,2017,Nice,Allan Saint-Maximin,FRA,"FW,MF",20,1997,25.0,95,3.81,70,0,16,3,4,2,14,0.56,10,0,1,1,1,1,2018
FRA-Ligue 1,2017,Nice,Arnaud Lusamba,COD,MF,20,1997,1.8,8,4.44,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Arnaud Souquet,FRA,DF,25,1992,26.8,33,1.23,28,0,2,0,3,0,4,0.15,3,0,0,0,1,0,2018
FRA-Ligue 1,2017,Nice,Bassem Srarfi,TUN,"FW,MF",20,1997,9.7,32,3.31,19,0,6,1,4,2,4,0.41,2,0,1,0,1,0,2018
FRA-Ligue 1,2017,Nice,Christophe Jallet,FRA,DF,33,1983,13.0,18,1.38,15,2,1,0,0,0,1,0.08,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Dante,BRA,DF,33,1983,32.4,27,0.83,20,1,0,5,0,1,4,0.12,3,0,0,0,0,1,2018
FRA-Ligue 1,2017,Nice,Hicham Mahou,FRA,"MF,FW",18,1999,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Ignatius Ganago,CMR,"FW,MF",18,1999,0.8,2,2.61,1,0,1,0,0,0,1,1.30,0,0,1,0,0,0,2018
FRA-Ligue 1,2017,Nice,Ihsan Sacko,FRA,"FW,MF",20,1997,2.9,4,1.40,3,0,0,0,1,0,1,0.35,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Jean Seri,CIV,MF,26,1991,29.1,128,4.41,85,28,3,5,7,0,14,0.48,9,2,0,1,2,0,2018
FRA-Ligue 1,2017,Nice,Jean-Victor Makengo,FRA,"FW,MF",19,1998,2.7,1,0.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Malang Sarr,FRA,DF,18,1999,14.7,14,0.95,11,0,1,1,1,0,1,0.07,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Mario Balotelli,ITA,FW,26,1990,25.2,91,3.61,55,3,7,10,14,2,7,0.28,3,0,1,2,1,0,2018
FRA-Ligue 1,2017,Nice,Marlon,BRA,DF,21,1995,21.4,10,0.47,9,0,0,0,0,1,1,0.05,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Maxime Le Marchand,FRA,DF,27,1989,28.2,35,1.24,30,1,2,0,0,2,3,0.11,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Mickaël Le Bihan,FRA,"FW,MF",27,1990,1.2,3,2.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Nampalys Mendy,SEN,MF,25,1992,10.7,12,1.12,12,0,0,0,0,0,2,0.19,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Patrick Burner,MTQ,DF,21,1996,10.0,22,2.21,16,0,6,0,0,0,1,0.10,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Pierre Lees-Melou,FRA,"MF,FW",24,1993,32.1,100,3.12,69,20,5,2,4,0,11,0.34,6,2,1,1,1,0,2018
FRA-Ligue 1,2017,Nice,Racine Coly,SEN,DF,21,1995,6.9,6,0.88,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Romain Perraud,FRA,FW,19,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Rémi Walter,FRA,"MF,FW",22,1995,5.5,10,1.83,9,0,1,0,0,0,1,0.18,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Valentin Eysseric,FRA,FW,25,1992,1.0,2,2.00,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Vincent Koziello,FRA,MF,21,1995,9.0,17,1.90,14,0,2,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Vincent Marcel,FRA,"MF,FW",20,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Walter Benítez,ARG,GK,24,1993,28.0,2,0.07,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Wesley Sneijder,NED,"MF,FW",33,1984,4.4,21,4.74,14,3,2,2,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Wylan Cyprien,FRA,MF,22,1995,10.6,31,2.94,15,12,1,3,0,0,4,0.38,2,2,0,0,0,0,2018
FRA-Ligue 1,2017,Nice,Yoan Cardinale,FRA,GK,23,1994,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Adrien Rabiot,FRA,MF,22,1995,26.2,71,2.71,59,1,3,2,5,1,13,0.50,12,0,0,1,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Alphonse Areola,FRA,GK,24,1993,34.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Blaise Matuidi,FRA,MF,30,1987,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Christopher Nkunku,FRA,"FW,MF",19,1997,7.0,20,2.85,15,1,0,4,0,0,1,0.14,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Dani Alves,BRA,DF,34,1983,22.9,84,3.66,74,4,1,5,0,0,12,0.52,12,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Edinson Cavani,URU,FW,30,1987,28.7,69,2.41,46,0,10,7,6,0,17,0.59,9,0,4,0,4,0,2018
FRA-Ligue 1,2017,Paris S-G,Giovani Lo Celso,ARG,MF,21,1996,19.7,62,3.14,42,5,4,4,3,4,8,0.41,4,1,2,0,1,0,2018
FRA-Ligue 1,2017,Paris S-G,Gonçalo Guedes,POR,FW,20,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Javier Pastore,ARG,"MF,FW",28,1989,15.0,60,4.01,51,2,4,1,1,1,10,0.67,9,0,1,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Julian Draxler,GER,"MF,FW",23,1993,18.9,79,4.17,64,5,4,3,0,3,19,1.00,15,1,1,2,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Kevin Trapp,GER,GK,27,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Kylian Mbappé,FRA,FW,18,1998,23.3,107,4.60,68,0,22,3,14,0,15,0.64,9,0,4,1,1,0,2018
FRA-Ligue 1,2017,Paris S-G,Kévin Rimane,GUF,DF,26,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Lassana Diarra,FRA,MF,32,1985,6.7,12,1.78,10,0,2,0,0,0,1,0.15,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Layvin Kurzawa,FRA,DF,24,1992,18.9,24,1.27,18,1,0,1,0,4,1,0.05,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Lucas Moura,BRA,FW,24,1992,0.8,2,2.34,1,0,0,1,0,0,2,2.34,1,0,0,1,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Marco Verratti,ITA,MF,24,1992,19.1,73,3.82,61,5,1,0,4,2,12,0.63,12,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Marquinhos,BRA,DF,23,1994,25.1,13,0.52,13,0,0,0,0,0,2,0.08,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Neymar,BRA,FW,25,1992,19.8,176,8.87,108,15,23,8,19,3,34,1.71,20,2,6,3,3,0,2018
FRA-Ligue 1,2017,Paris S-G,Presnel Kimpembe,FRA,DF,21,1995,26.9,15,0.56,11,0,2,1,0,1,1,0.04,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Stanley N'Soki,FRA,DF,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Thiago Motta,ITA,MF,34,1982,12.8,28,2.18,27,0,0,1,0,0,5,0.39,5,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Thiago Silva,BRA,DF,32,1984,23.5,18,0.77,15,2,0,1,0,0,4,0.17,4,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Thomas Meunier,BEL,DF,25,1991,17.5,41,2.34,34,1,3,1,0,2,5,0.29,5,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Timothy Weah,USA,FW,17,2000,1.4,2,1.48,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Yacine Adli,FRA,FW,17,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Paris S-G,Yuri Berchiche,ESP,DF,27,1990,19.1,36,1.89,28,2,1,1,3,1,7,0.37,5,0,1,0,1,0,2018
FRA-Ligue 1,2017,Paris S-G,Ángel Di María,ARG,FW,29,1988,23.5,123,5.25,78,25,9,6,4,1,12,0.51,8,2,1,0,0,1,2018
FRA-Ligue 1,2017,Rennes,Abdoulaye Diallo,SEN,GK,25,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Adrien Hunou,FRA,"FW,MF",23,1994,16.2,34,2.10,22,1,2,0,8,1,3,0.19,1,0,0,0,2,0,2018
FRA-Ligue 1,2017,Rennes,Afonso Figueiredo,POR,"DF,FW",24,1993,2.5,3,1.21,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Benjamin André,FRA,MF,26,1990,33.5,77,2.30,66,0,3,3,3,2,7,0.21,6,0,0,1,0,0,2018
FRA-Ligue 1,2017,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",23,1994,34.5,148,4.29,69,67,1,7,0,4,12,0.35,8,3,0,0,0,1,2018
FRA-Ligue 1,2017,Rennes,Brandon,ESP,"FW,MF",22,1995,4.0,13,3.28,8,1,2,1,1,0,1,0.25,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Diafra Sakho,SEN,FW,27,1989,8.6,13,1.50,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Faitout Maouassa,FRA,"MF,FW",19,1998,9.9,23,2.33,19,0,1,1,2,0,2,0.20,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Gerzino Nyamsi,FRA,DF,20,1997,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Hamari Traoré,MLI,DF,25,1992,29.3,51,1.74,41,3,1,1,3,2,2,0.07,1,0,0,1,0,0,2018
FRA-Ligue 1,2017,Rennes,Ismaila Sarr,SEN,"FW,MF",19,1998,20.6,68,3.29,35,0,10,7,16,0,9,0.44,4,0,2,0,3,0,2018
FRA-Ligue 1,2017,Rennes,James Lea Siliki,CMR,MF,21,1996,20.2,65,3.22,36,3,5,5,15,1,6,0.30,3,0,1,1,1,0,2018
FRA-Ligue 1,2017,Rennes,Jordan Tell,GLP,"FW,MF",20,1997,1.3,3,2.35,2,0,0,1,0,0,1,0.78,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Joris Gnagnon,FRA,DF,20,1997,32.4,14,0.43,11,0,1,1,1,0,2,0.06,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Jérémy Gélin,FRA,"DF,MF",20,1997,25.7,30,1.17,28,0,0,0,1,1,3,0.12,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Ludovic Baal,GUF,DF,31,1986,12.9,21,1.63,18,1,1,0,0,1,2,0.16,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Mehdi Zeffane,ALG,"DF,MF",25,1992,11.0,13,1.18,6,1,2,1,0,3,1,0.09,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Mexer,MOZ,DF,28,1988,13.3,3,0.22,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Morgan Amalfitano,FRA,"MF,FW",32,1985,8.3,18,2.17,15,0,0,3,0,0,2,0.24,1,0,0,1,0,0,2018
FRA-Ligue 1,2017,Rennes,Ndombe Mubele,COD,"FW,MF",23,1994,13.6,51,3.74,26,0,10,3,12,0,6,0.44,1,0,1,1,3,0,2018
FRA-Ligue 1,2017,Rennes,Nicolas Janvier,FRA,MF,18,1998,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Ramy Bensebaini,ALG,DF,22,1995,26.0,35,1.35,26,4,2,1,2,0,3,0.12,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Raïs M'Bolhi,ALG,GK,31,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Romain Danzé,FRA,DF,31,1986,7.6,5,0.66,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Sanjin Prcić,BIH,MF,23,1993,17.4,26,1.50,19,0,0,3,1,3,3,0.17,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Tomáš Koubek,CZE,GK,24,1992,34.0,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Rennes,Wahbi Khazri,TUN,"FW,MF",26,1991,21.3,74,3.47,38,11,10,8,6,1,6,0.28,4,0,1,1,0,0,2018
FRA-Ligue 1,2017,Rennes,Yoann Gourcuff,FRA,"MF,FW",31,1986,4.7,18,3.80,13,1,0,2,1,1,3,0.63,2,0,0,1,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Alexander Søderlund,NOR,FW,29,1987,4.0,13,3.22,8,0,2,0,2,1,1,0.25,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Assane Dioussé,SEN,MF,19,1997,14.9,15,1.00,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Bryan Dabo,BFA,"MF,FW",25,1992,14.3,35,2.45,26,1,2,2,3,1,3,0.21,1,0,1,0,1,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29,1988,5.4,7,1.29,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Florentin Pogba,GUI,DF,26,1990,3.6,4,1.12,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Gabriel Silva,BRA,DF,26,1991,23.1,27,1.17,19,4,1,0,3,0,2,0.09,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Habib Maïga,CIV,"MF,DF",21,1996,7.9,17,2.16,15,0,0,0,1,1,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Hernani,BRA,"MF,FW",23,1994,6.0,22,3.64,10,6,2,1,2,1,1,0.17,0,0,1,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Jessy Moulin,FRA,GK,31,1986,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Jonathan Bamba,CIV,FW,21,1996,28.6,107,3.74,71,17,8,6,5,0,15,0.52,7,1,2,2,3,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Kévin Monnet-Paquet,FRA,"FW,MF",28,1988,19.6,52,2.65,42,1,5,2,1,1,8,0.41,6,0,1,0,0,1,2018
FRA-Ligue 1,2017,Saint-Étienne,Kévin Théophile-Catherine,FRA,DF,27,1989,24.1,15,0.62,12,2,0,1,0,0,3,0.12,2,0,0,1,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Lois Diony,FRA,FW,24,1992,10.3,22,2.13,13,0,2,2,5,0,3,0.29,0,0,0,0,3,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Loïc Perrin,FRA,DF,31,1985,27.4,20,0.73,15,1,0,3,1,0,1,0.04,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Léo Lacroix,SUI,DF,25,1992,8.6,4,0.46,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Mathieu Debuchy,FRA,DF,32,1985,14.6,26,1.78,23,0,1,1,1,0,2,0.14,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Neven Subotić,SRB,DF,28,1988,16.0,6,0.37,4,0,0,1,0,1,1,0.06,0,0,0,0,0,1,2018
FRA-Ligue 1,2017,Saint-Étienne,Ole Selnæs,NOR,MF,23,1994,22.9,39,1.71,33,3,0,0,1,2,2,0.09,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Oussama Tannane,MAR,FW,23,1994,2.3,5,2.17,4,0,0,1,0,0,1,0.43,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Paul-Georges Ntep,CMR,"FW,MF",25,1992,5.7,18,3.17,13,0,2,1,2,0,2,0.35,2,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Rayan Souici,FRA,MF,19,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Robert Berić,SVN,FW,26,1991,11.6,14,1.21,9,0,1,0,4,0,2,0.17,1,0,0,0,1,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Romain Hamouma,FRA,FW,30,1987,20.5,76,3.71,36,20,7,6,7,0,12,0.59,5,2,3,1,1,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Ronaël Pierre-Gabriel,FRA,DF,19,1998,13.0,14,1.08,11,0,2,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",27,1990,25.1,125,4.98,86,9,12,4,10,4,13,0.52,11,1,1,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Saidy Janko,GAM,DF,21,1995,15.8,16,1.01,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Stéphane Ruffier,FRA,GK,30,1986,34.6,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Vagner Gonçalves,CPV,FW,21,1996,1.2,4,3.33,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Vincent Pajot,FRA,MF,26,1990,14.3,19,1.33,17,0,0,1,1,0,3,0.21,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Saint-Étienne,Yann M'Vila,FRA,MF,27,1990,16.4,15,0.91,14,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Abdallah N'dour,SEN,DF,23,1993,2.8,7,2.49,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Alexandre Oukidja,ALG,GK,29,1988,16.2,3,0.19,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Anthony Gonçalves,FRA,"MF,FW",31,1986,19.5,53,2.71,42,7,1,0,2,1,4,0.20,4,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Bakary Koné,BFA,DF,29,1988,27.4,17,0.62,16,0,0,0,1,0,1,0.04,0,0,0,0,1,0,2018
FRA-Ligue 1,2017,Strasbourg,Benjamin Corgnet,FRA,"MF,FW",30,1987,15.3,61,3.99,35,3,4,5,11,3,4,0.26,3,0,0,1,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Bingourou Kamara,SEN,GK,20,1996,18.8,2,0.11,1,1,0,0,0,0,1,0.05,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Dimitri Foulquier,FRA,DF,24,1993,13.8,27,1.96,19,2,4,2,0,0,3,0.22,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Dimitri Liénard,FRA,"MF,FW",29,1988,28.9,110,3.80,52,47,4,1,4,2,9,0.31,4,5,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Ernest Seka,GUI,DF,30,1987,24.2,49,2.02,35,6,1,3,2,2,5,0.21,3,0,0,1,0,1,2018
FRA-Ligue 1,2017,Strasbourg,Idriss Saadi,ALG,FW,25,1992,10.5,16,1.53,9,0,3,3,1,0,1,0.10,0,0,0,1,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Ihsan Sacko,FRA,"FW,MF",20,1997,7.9,20,2.54,14,0,1,2,3,0,1,0.13,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Jean-Eudes Aholou,CIV,MF,23,1994,33.4,42,1.26,31,0,1,6,3,1,6,0.18,3,0,0,1,2,0,2018
FRA-Ligue 1,2017,Strasbourg,Jonas Martin,FRA,MF,27,1990,33.6,85,2.53,66,13,1,2,3,0,6,0.18,4,0,0,1,1,0,2018
FRA-Ligue 1,2017,Strasbourg,Jérémy Blayac,FRA,FW,34,1983,10.2,36,3.53,30,0,0,2,4,0,3,0.29,2,0,0,0,1,0,2018
FRA-Ligue 1,2017,Strasbourg,Jérémy Grimm,FRA,MF,30,1987,9.0,15,1.67,12,0,1,0,2,0,1,0.11,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Kader Mangane,SEN,DF,34,1983,19.1,13,0.68,9,1,0,2,1,0,2,0.10,1,0,0,0,1,0,2018
FRA-Ligue 1,2017,Strasbourg,Kenny Lala,FRA,DF,25,1991,30.3,71,2.35,46,13,8,1,3,0,9,0.30,6,0,2,1,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Kévin Zohi,MLI,MF,20,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Landry Bonnefoi,FRA,GK,33,1983,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Martin Terrier,FRA,"FW,MF",20,1997,18.6,58,3.12,39,1,6,5,7,0,6,0.32,3,0,1,1,1,0,2018
FRA-Ligue 1,2017,Strasbourg,Nuno da Costa,CPV,"FW,MF",26,1991,19.2,49,2.56,23,1,7,4,11,3,11,0.57,4,0,2,0,4,1,2018
FRA-Ligue 1,2017,Strasbourg,Pablo Martinez,FRA,DF,28,1989,23.5,21,0.89,15,2,0,1,1,2,3,0.13,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Stéphane Bahoken,CMR,FW,25,1992,18.5,32,1.73,21,0,2,7,2,0,2,0.11,1,0,1,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Vincent Nogueira,FRA,MF,29,1988,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Strasbourg,Yoann Salmier,GUF,DF,24,1992,12.3,2,0.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Alban Lafont,FRA,GK,18,1999,38.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Alexis Blin,FRA,MF,20,1996,21.0,28,1.34,23,0,0,1,2,2,5,0.24,4,0,0,0,0,1,2018
FRA-Ligue 1,2017,Toulouse,Andy Delort,ALG,FW,25,1991,25.9,82,3.16,50,10,6,8,8,0,7,0.27,5,1,0,0,1,0,2018
FRA-Ligue 1,2017,Toulouse,Christopher Jullien,FRA,DF,24,1993,28.9,22,0.76,18,0,0,4,0,0,5,0.17,3,0,0,2,0,0,2018
FRA-Ligue 1,2017,Toulouse,Clément Michelin,FRA,DF,20,1997,3.1,2,0.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Corentin Jean,FRA,"FW,MF",22,1995,18.8,57,3.04,30,10,7,1,9,0,5,0.27,2,1,0,0,2,0,2018
FRA-Ligue 1,2017,Toulouse,Driss Khalid,MAR,FW,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,François Moubandje,SUI,DF,27,1990,18.9,19,1.01,16,0,3,0,0,0,1,0.05,1,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Giannelli Imbula,COD,MF,24,1992,24.9,72,2.89,53,4,6,2,4,3,3,0.12,3,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Ibrahim Sangaré,CIV,MF,19,1997,17.6,49,2.78,42,1,1,2,2,1,5,0.28,5,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Issa Diop,FRA,DF,20,1997,34.0,23,0.68,14,2,2,3,2,0,0,0.00,0,0,0,0,0,0,2018
FRA-Ligue 1,2017,Toulouse,Issiaga Sylla,GUI,"DF,FW",23,1994,17.8,42,2.36,35,1,2,1,3,0,4,0.22,3,0,1,0,0,0,2018
