playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Anastasios Donis,/anastasios-donis/profil/spieler/243606,23,RW,Greece,750000,4000000,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,Stade Reims,/stade-reims/startseite/verein/1421,in,2020,-3250000,26.0,1.78,right,FRA-Ligue 1,Reims,Anastasios Donis,GRE,FW,22.0,1996.0,15,609.0,41.0,24.2,6.8,6,66.0,0.0,9,23.0,4,1.33,5.0,5.0,0.0,0.0,-0.24,8.5,6.2,2.3,0.33,0.34,2020
Hassane Kamara,/hassane-kamara/profil/spieler/290017,26,LB,Cote d'Ivoire,8000000,4000000,Stade Reims,/stade-reims/startseite/verein/1421,OGC Nice,/ogc-nizza/startseite/verein/417,out,2020,4000000,29.0,1.7,left,FRA-Ligue 1,Reims,Hassane Kamara,CIV,"DF,FW",25.0,1994.0,23,1709.0,74.0,67.8,19.0,18,89.0,16.0,5,20.0,3,1.57,17.0,14.0,3.0,0.16,-0.06,20.3,19.4,0.9,0.05,-0.09,2020
Lucas Paquetá,/lucas-paqueta/profil/spieler/444523,23,AM,Brazil,45000000,23440000,AC Milan,/ac-mailand/startseite/verein/5,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2020,21560000,25.0,1.8,left,ITA-Serie A,Milan,Lucas Paquetá,BRA,"MF,FW",21.0,1997.0,24,1103.0,46.0,32.3,12.3,12,67.0,2.0,12,25.0,9,1.67,15.0,14.0,1.0,0.08,-0.54,19.1,14.0,5.1,0.41,-0.08,2020
Karl Toko Ekambi,/karl-toko-ekambi/profil/spieler/315110,27,LW,Cameroon,8000000,11500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2020,-3500000,30.0,1.82,right,ESP-La Liga,Villarreal,Karl Toko Ekambi,CMR,FW,26.0,1992.0,18,993.0,55.0,29.0,11.0,11,75.0,2.0,7,23.0,1,1.39,19.0,15.0,4.0,0.36,-0.01,23.6,16.2,7.4,0.67,0.3,2020
Karl Toko Ekambi,/karl-toko-ekambi/profil/spieler/315110,27,LW,Cameroon,8000000,11500000,Villarreal CF,/fc-villarreal/startseite/verein/1050,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2020,-3500000,30.0,1.82,right,FRA-Ligue 1,Lyon,Karl Toko Ekambi,CMR,"FW,MF",26.0,1992.0,8,538.0,67.0,21.3,6.0,5,84.0,2.0,3,39.0,0,1.38,8.0,5.0,3.0,0.5,-0.04,8.0,5.7,2.3,0.39,0.02,2020
Bertrand Traoré,/bertrand-traore/profil/spieler/131996,25,RW,Burkina Faso,12000000,18400000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Aston Villa,/aston-villa/startseite/verein/405,out,2020,-6400000,27.0,1.81,left,FRA-Ligue 1,Lyon,Bertrand Traoré,BFA,"FW,MF",23.0,1995.0,23,1253.0,54.0,49.7,13.9,14,75.0,4.0,9,22.0,4,1.35,28.0,11.0,17.0,1.22,1.36,22.3,13.3,8.9,0.64,0.53,2020
Martin Terrier,/martin-terrier/profil/spieler/442891,23,LW,France,30000000,12000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,18000000,26.0,1.84,right,FRA-Ligue 1,Lyon,Martin Terrier,FRA,"FW,MF",22.0,1997.0,23,1198.0,52.0,47.5,13.3,13,77.0,6.0,10,20.0,3,1.35,16.0,12.0,4.0,0.3,-0.45,17.0,13.3,3.7,0.28,-0.18,2020
Amine Gouiri,/amine-gouiri/profil/spieler/418659,20,CF,France,35000000,7000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,out,2020,28000000,23.0,1.81,right,FRA-Ligue 1,Lyon,Amine Gouiri,FRA,FW,19.0,2000.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,0.0,2,3.0,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,-0.38,2020
Oumar Solet,/oumar-solet/profil/spieler/463665,20,CB,France,17000000,4500000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,out,2020,12500000,23.0,1.92,right,FRA-Ligue 1,Lyon,Oumar Solet,FRA,DF,19.0,2000.0,1,9.0,9.0,0.4,0.1,0,,0.0,1,8.0,0,1.0,0.0,1.0,-1.0,-10.0,-10.57,0.0,0.2,-0.2,-2.01,-2.4,2020
Kenny Tete,/kenny-tete/profil/spieler/206746,24,RB,Netherlands,15000000,3200000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Fulham FC,/fc-fulham/startseite/verein/931,out,2020,11800000,27.0,1.8,right,FRA-Ligue 1,Lyon,Kenny Tete,NED,DF,23.0,1995.0,18,1072.0,60.0,42.5,11.9,9,86.0,8.0,9,33.0,5,1.06,15.0,14.0,1.0,0.08,-0.79,15.8,11.8,4.0,0.33,-0.08,2020
Stephy Mavididi,/stephy-mavididi/profil/spieler/340328,22,LW,England,6000000,6300000,Juventus U23,/juventus-turin-u23/startseite/verein/41101,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2020,-300000,25.0,1.82,right,FRA-Ligue 1,Dijon,Stephy Mavididi,ENG,"FW,MF",21.0,1998.0,24,1391.0,58.0,55.2,15.5,16,73.0,6.0,8,29.0,0,1.13,15.0,19.0,-4.0,-0.26,0.22,15.6,22.6,-7.0,-0.45,-0.37,2020
Kenny Lala,/kenny-lala/profil/spieler/174196,29,RB,France,1500000,500000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,out,2020,1000000,31.0,1.78,right,FRA-Ligue 1,Strasbourg,Kenny Lala,FRA,"DF,MF",27.0,1991.0,25,2043.0,82.0,84.1,22.7,22,90.0,22.0,3,20.0,1,1.52,31.0,22.0,9.0,0.4,2.49,28.9,24.9,4.0,0.18,0.63,2020
Axel Disasi,/axel-disasi/profil/spieler/386047,22,CB,France,30000000,13000000,Stade Reims,/stade-reims/startseite/verein/1421,AS Monaco,/as-monaco/startseite/verein/162,in,2020,17000000,25.0,1.9,right,FRA-Ligue 1,Reims,Axel Disasi,FRA,DF,21.0,1998.0,27,2430.0,90.0,96.4,27.0,27,90.0,27.0,0,,0,1.41,25.0,21.0,4.0,0.15,-0.85,29.0,27.1,1.8,0.07,-0.24,2020
Kevin Volland,/kevin-volland/profil/spieler/82009,28,CF,Germany,8000000,11000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,in,2020,-3000000,30.0,1.79,left,GER-Bundesliga,Leverkusen,Kevin Volland,GER,FW,27.0,1992.0,27,2047.0,76.0,66.9,22.7,24,83.0,17.0,3,16.0,1,1.74,41.0,28.0,13.0,0.57,0.22,40.4,33.6,6.8,0.3,0.21,2020
Kamil Glik,/kamil-glik/profil/spieler/46552,32,CB,Poland,500000,3000000,AS Monaco,/as-monaco/startseite/verein/162,Benevento Calcio,/benevento-calcio/startseite/verein/4171,out,2020,-2500000,35.0,1.9,right,FRA-Ligue 1,Monaco,Kamil Glik,POL,DF,31.0,1988.0,23,2070.0,90.0,82.1,23.0,23,90.0,23.0,0,,5,1.43,36.0,36.0,0.0,0.0,0.0,40.5,36.3,4.2,0.18,-0.2,2020
Lyle Foster,/lyle-foster/profil/spieler/467623,19,CF,South Africa,9000000,1200000,AS Monaco,/as-monaco/startseite/verein/162,Vitória Guimarães SC,/vitoria-guimaraes-sc/startseite/verein/2420,out,2020,7800000,22.0,1.85,right,FRA-Ligue 1,Monaco,Lyle Foster,RSA,FW,18.0,2000.0,2,62.0,31.0,2.5,0.7,1,46.0,0.0,1,16.0,0,0.0,0.0,2.0,-2.0,-2.9,-2.98,0.6,0.7,-0.1,-0.12,-0.35,2020
Jemerson,/jemerson/profil/spieler/258254,28,CB,Brazil,2000000,680000,AS Monaco,/as-monaco/startseite/verein/162,Sport Club Corinthians Paulista,/corinthians-sao-paulo/startseite/verein/199,out,2020,1320000,30.0,1.84,right,FRA-Ligue 1,Monaco,Jemerson,BRA,"DF,MF",26.0,1992.0,13,1056.0,81.0,41.9,11.7,13,81.0,9.0,0,,2,1.77,20.0,15.0,5.0,0.43,0.73,23.1,14.4,8.8,0.75,0.91,2020
Souleyman Doumbia,/souleyman-doumbia/profil/spieler/296356,23,LB,Cote d'Ivoire,2500000,3000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Angers SCO,/sco-angers/startseite/verein/1420,in,2020,-500000,26.0,1.83,left,FRA-Ligue 1,Angers,Souleyman Doumbia,CIV,DF,22.0,1996.0,5,450.0,90.0,17.9,5.0,5,90.0,5.0,0,,1,1.8,4.0,2.0,2.0,0.4,0.7,3.9,4.9,-1.0,-0.2,-0.28,2020
Souleyman Doumbia,/souleyman-doumbia/profil/spieler/296356,23,LB,Cote d'Ivoire,2500000,3000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Angers SCO,/sco-angers/startseite/verein/1420,in,2020,-500000,26.0,1.83,left,FRA-Ligue 1,Rennes,Souleyman Doumbia,CIV,DF,22.0,1996.0,1,90.0,90.0,3.6,1.0,1,90.0,1.0,0,,1,3.0,1.0,0.0,1.0,1.0,0.52,0.9,0.7,0.3,0.26,0.02,2020
Baptiste Santamaria,/baptiste-santamaria/profil/spieler/285323,25,DM,France,14000000,10000000,Angers SCO,/sco-angers/startseite/verein/1420,SC Freiburg,/sc-freiburg/startseite/verein/60,out,2020,4000000,28.0,1.83,right,FRA-Ligue 1,Angers,Baptiste Santamaria,FRA,MF,24.0,1995.0,28,2505.0,89.0,99.4,27.8,28,89.0,27.0,0,,0,1.39,28.0,33.0,-5.0,-0.18,-0.18,29.2,28.4,0.8,0.03,-0.3,2020
Paul Bernardoni,/paul-bernardoni/profil/spieler/318507,23,GK,France,2500000,7500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Angers SCO,/sco-angers/startseite/verein/1420,out,2020,-5000000,26.0,1.9,left,FRA-Ligue 1,Nîmes,Paul Bernardoni,FRA,GK,22.0,1997.0,25,2203.0,88.0,87.4,24.5,25,88.0,24.0,0,,0,1.0,25.0,38.0,-13.0,-0.53,0.04,27.3,34.4,-7.1,-0.29,0.71,2020
François Kamano,/francois-kamano/profil/spieler/333802,24,LW,Guinea,4000000,5500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Lokomotiv Moscow,/lokomotiv-moskau/startseite/verein/932,out,2020,-1500000,27.0,1.75,right,FRA-Ligue 1,Bordeaux,François Kamano,GUI,"DF,MF",23.0,1996.0,11,648.0,59.0,25.7,7.2,7,84.0,4.0,4,15.0,5,1.36,9.0,8.0,1.0,0.14,-0.1,7.2,9.0,-1.8,-0.25,-0.02,2020
Pablo,/pablo/profil/spieler/149577,29,CB,Brazil,3000000,2500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Lokomotiv Moscow,/lokomotiv-moskau/startseite/verein/932,out,2020,500000,32.0,1.88,right,FRA-Ligue 1,Bordeaux,Pablo,BRA,DF,28.0,1991.0,25,2173.0,87.0,86.2,24.1,25,87.0,23.0,0,,1,1.36,37.0,30.0,7.0,0.29,0.55,25.5,32.8,-7.3,-0.3,-0.49,2020
Moses Simon,/moses-simon/profil/spieler/274862,24,LW,Nigeria,8000000,5000000,Levante UD,/ud-levante/startseite/verein/3368,FC Nantes,/fc-nantes/startseite/verein/995,in,2020,3000000,27.0,1.68,right,FRA-Ligue 1,Nantes,Moses Simon,NGA,"FW,MF",24.0,1995.0,26,2177.0,84.0,86.4,24.2,25,86.0,19.0,1,17.0,0,1.38,25.0,26.0,-1.0,-0.04,0.48,27.2,27.3,-0.1,0.0,0.29,2020
Mehdi Abeid,/mehdi-abeid/profil/spieler/111036,28,CM,Algeria,2000000,1500000,FC Nantes,/fc-nantes/startseite/verein/995,Al-Nasr SC (UAE),/al-nasr-dubai-/startseite/verein/5432,out,2020,500000,30.0,1.78,right,FRA-Ligue 1,Nantes,Mehdi Abeid,ALG,MF,26.0,1992.0,25,1817.0,73.0,72.1,20.2,20,85.0,15.0,5,22.0,1,1.44,20.0,25.0,-5.0,-0.25,-0.5,20.8,25.4,-4.5,-0.22,-0.65,2020
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,27,CB,Martinique,2000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,in,2020,-2000000,30.0,1.88,right,FRA-Ligue 1,Nice,Christophe Hérelle,MTQ,DF,26.0,1992.0,15,1103.0,74.0,43.8,12.3,13,80.0,8.0,2,33.0,0,1.53,19.0,15.0,4.0,0.33,0.39,18.4,19.1,-0.7,-0.05,0.43,2020
Ibrahima Diallo,/ibrahima-diallo/profil/spieler/413032,21,DM,France,7000000,12000000,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,Southampton FC,/fc-southampton/startseite/verein/180,out,2020,-5000000,24.0,1.79,right,FRA-Ligue 1,Brest,Ibrahima Diallo,FRA,MF,20.0,1999.0,19,1561.0,82.0,61.9,17.3,18,86.0,15.0,1,6.0,1,1.16,19.0,26.0,-7.0,-0.4,-0.78,17.4,31.9,-14.5,-0.84,-0.81,2020
Kévin N'Doram,/kevin-ndoram/profil/spieler/342209,24,DM,France,1500000,4500000,AS Monaco,/as-monaco/startseite/verein/162,FC Metz,/fc-metz/startseite/verein/347,in,2020,-3000000,27.0,1.85,right,FRA-Ligue 1,Metz,Kévin N'Doram,FRA,MF,23.0,1996.0,20,1646.0,82.0,65.3,18.3,19,86.0,18.0,1,11.0,3,1.4,18.0,24.0,-6.0,-0.33,-0.12,16.3,26.2,-10.0,-0.54,-0.44,2020
Thierry Ambrose,/thierry-ambrose/profil/spieler/265763,23,CF,Guadeloupe,1300000,2000000,Manchester City U23,/manchester-city-u23/startseite/verein/9265,FC Metz,/fc-metz/startseite/verein/347,in,2020,-700000,26.0,1.8,right,FRA-Ligue 1,Metz,Thierry Ambrose,GLP,FW,22.0,1997.0,18,548.0,30.0,21.7,6.1,4,78.0,1.0,14,17.0,8,1.06,6.0,10.0,-4.0,-0.66,-0.47,8.3,9.0,-0.7,-0.12,0.36,2020
Vincent Pajot,/vincent-pajot/profil/spieler/126699,29,DM,France,400000,700000,Angers SCO,/sco-angers/startseite/verein/1420,FC Metz,/fc-metz/startseite/verein/347,in,2020,-300000,32.0,1.8,right,FRA-Ligue 1,Angers,Vincent Pajot,FRA,MF,28.0,1990.0,6,113.0,19.0,4.5,1.3,1,58.0,0.0,5,11.0,11,1.5,4.0,4.0,0.0,0.0,0.19,1.7,0.8,0.9,0.71,0.71,2020
Vincent Pajot,/vincent-pajot/profil/spieler/126699,29,DM,France,400000,700000,Angers SCO,/sco-angers/startseite/verein/1420,FC Metz,/fc-metz/startseite/verein/347,in,2020,-300000,32.0,1.8,right,FRA-Ligue 1,Metz,Vincent Pajot,FRA,MF,28.0,1990.0,7,519.0,74.0,20.6,5.8,7,74.0,3.0,0,,0,2.29,9.0,2.0,7.0,1.21,1.89,6.5,6.9,-0.4,-0.07,0.4,2020
Habib Diallo,/habib-diallo/profil/spieler/344888,25,CF,Senegal,18000000,10000000,FC Metz,/fc-metz/startseite/verein/347,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,out,2020,8000000,28.0,1.86,right,FRA-Ligue 1,Metz,Habib Diallo,SEN,FW,24.0,1995.0,26,2196.0,84.0,87.1,24.4,26,84.0,22.0,0,,0,1.08,22.0,29.0,-7.0,-0.29,-0.01,22.9,33.2,-10.3,-0.42,-0.23,2020
Roger Assalé,/roger-assale/profil/spieler/263183,26,CF,Cote d'Ivoire,400000,4000000,BSC Young Boys,/bsc-young-boys/startseite/verein/452,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2020,-3600000,29.0,1.67,right,ESP-La Liga,Leganés,Roger Assalé,CIV,"FW,MF",25.0,1993.0,14,531.0,38.0,15.5,5.9,2,80.0,0.0,12,31.0,1,1.0,6.0,6.0,0.0,0.0,0.65,9.7,4.9,4.8,0.82,1.06,2020
Jonathan Panzo,/jonathan-panzo/profil/spieler/392777,19,CB,England,3000000,3400000,AS Monaco B,/as-monaco-b/startseite/verein/9668,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2020,-400000,22.0,1.88,left,FRA-Ligue 1,Monaco,Jonathan Panzo,ENG,DF,18.0,2000.0,2,107.0,54.0,4.2,1.2,1,91.0,1.0,1,16.0,1,0.5,0.0,4.0,-4.0,-3.36,-3.51,0.9,1.6,-0.6,-0.54,-0.79,2020
Moussa Konaté,/moussa-konate/profil/spieler/192774,27,CF,Senegal,900000,2400000,Amiens SC,/amiens-sc/startseite/verein/1416,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2020,-1500000,30.0,1.83,right,FRA-Ligue 1,Amiens,Moussa Konaté,SEN,FW,26.0,1993.0,12,614.0,51.0,24.4,6.8,6,80.0,5.0,6,23.0,3,0.58,5.0,13.0,-8.0,-1.17,-0.65,5.4,12.8,-7.4,-1.08,-0.87,2020
Alfred Gomis,/alfred-gomis/profil/spieler/163568,27,GK,Senegal,2200000,10000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,-7800000,29.0,1.96,right,FRA-Ligue 1,Dijon,Alfred Gomis,SEN,GK,25.0,1993.0,19,1619.0,85.0,64.2,18.0,19,85.0,17.0,0,,2,1.32,19.0,20.0,-1.0,-0.06,0.84,19.3,24.1,-4.8,-0.26,0.06,2020
Nayef Aguerd,/nayef-aguerd/profil/spieler/361914,24,CB,Morocco,35000000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,31000000,27.0,1.9,left,FRA-Ligue 1,Dijon,Nayef Aguerd,MAR,DF,23.0,1996.0,11,957.0,87.0,38.0,10.6,11,87.0,10.0,0,,3,1.27,9.0,13.0,-4.0,-0.38,-0.03,12.0,14.5,-2.5,-0.23,0.08,2020
Rúnar Alex Rúnarsson,/runar-alex-runarsson/profil/spieler/205657,25,GK,Iceland,1500000,2000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2020,-500000,28.0,1.86,right,FRA-Ligue 1,Dijon,Rúnar Alex Rúnarsson,ISL,GK,24.0,1995.0,11,901.0,82.0,35.8,10.0,9,90.0,9.0,2,45.0,15,0.64,8.0,17.0,-9.0,-0.9,-0.84,11.1,14.4,-3.2,-0.32,-0.06,2020
Timothée Kolodziejczak,/timothee-kolodziejczak/profil/spieler/84085,28,CB,France,400000,4500000,Tigres UANL,/tigres-uanl/startseite/verein/7055,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2020,-4100000,31.0,1.83,left,FRA-Ligue 1,Saint-Étienne,Timothée Kolodziejczak,FRA,DF,27.0,1991.0,15,1305.0,87.0,51.8,14.5,14,90.0,14.0,1,45.0,3,1.27,15.0,21.0,-6.0,-0.41,0.33,13.6,21.7,-8.1,-0.56,-0.61,2020
Wesley Fofana,/wesley-fofana/profil/spieler/475411,19,CB,France,55000000,35000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Leicester City,/leicester-city/startseite/verein/1003,out,2020,20000000,22.0,1.86,right,FRA-Ligue 1,Saint-Étienne,Wesley Fofana,FRA,DF,18.0,2000.0,14,1215.0,87.0,48.2,13.5,13,90.0,13.0,1,45.0,2,1.0,16.0,24.0,-8.0,-0.59,-0.04,17.0,20.7,-3.8,-0.28,-0.03,2020
Franck Honorat,/franck-honorat/profil/spieler/229006,23,RW,France,10000000,5000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2020,5000000,26.0,1.8,right,FRA-Ligue 1,Saint-Étienne,Franck Honorat,FRA,"FW,DF",22.0,1996.0,12,849.0,71.0,33.7,9.4,9,83.0,6.0,3,35.0,2,0.92,14.0,15.0,-1.0,-0.11,0.7,12.0,10.9,1.1,0.12,0.58,2020
Yassine Benrahou,/yassine-benrahou/profil/spieler/344599,21,AM,Morocco,3000000,1500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,1500000,24.0,1.72,left,FRA-Ligue 1,Bordeaux,Yassine Benrahou,FRA,"FW,MF",20.0,1999.0,6,168.0,28.0,6.7,1.9,1,69.0,0.0,5,20.0,2,1.5,2.0,2.0,0.0,0.0,-0.23,2.1,1.8,0.3,0.18,0.45,2020
Yassine Benrahou,/yassine-benrahou/profil/spieler/344599,21,AM,Morocco,3000000,1500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,1500000,24.0,1.72,left,FRA-Ligue 1,Nîmes,Yassine Benrahou,FRA,"MF,FW",20.0,1999.0,9,762.0,85.0,30.2,8.5,9,85.0,6.0,0,,0,1.67,15.0,9.0,6.0,0.71,1.78,11.5,8.4,3.1,0.37,1.07,2020
Patrick Burner,/patrick-burner/profil/spieler/444725,24,RB,Martinique,700000,1500000,OGC Nice,/ogc-nizza/startseite/verein/417,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,-800000,27.0,1.7,right,FRA-Ligue 1,Nice,Patrick Burner,MTQ,DF,23.0,1996.0,20,1434.0,72.0,56.9,15.9,15,88.0,12.0,5,24.0,5,1.25,21.0,25.0,-4.0,-0.25,-0.83,19.6,24.3,-4.6,-0.29,0.0,2020
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,29,GK,France,600000,350000,FC Toulouse,/fc-toulouse/startseite/verein/415,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,250000,32.0,1.85,right,FRA-Ligue 1,Toulouse,Baptiste Reynet,FRA,GK,28.0,1990.0,23,2035.0,88.0,80.8,22.6,22,90.0,22.0,1,54.0,2,0.52,22.0,49.0,-27.0,-1.19,0.48,27.0,39.0,-11.9,-0.53,-0.17,2020
Romain Philippoteaux,/romain-philippoteaux/profil/spieler/255220,32,RM,France,300000,500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2020,-200000,35.0,1.7,,FRA-Ligue 1,Nîmes,Romain Philippoteaux,FRA,"FW,MF",31.0,1988.0,27,1994.0,74.0,79.1,22.2,23,85.0,13.0,4,13.0,1,1.0,21.0,32.0,-11.0,-0.5,0.19,24.5,31.9,-7.5,-0.34,0.2,2020
Thomas Monconduit,/thomas-monconduit/profil/spieler/127182,29,DM,France,800000,2000000,Amiens SC,/amiens-sc/startseite/verein/1416,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,-1200000,32.0,1.84,right,FRA-Ligue 1,Amiens,Thomas Monconduit,FRA,MF,28.0,1991.0,19,1364.0,72.0,54.1,15.2,15,84.0,7.0,4,27.0,7,0.53,11.0,25.0,-14.0,-0.92,-0.53,12.0,22.8,-10.8,-0.71,-0.62,2020
Quentin Boisgard,/quentin-boisgard/profil/spieler/412671,23,AM,France,1000000,2000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,-1000000,26.0,1.74,right,FRA-Ligue 1,Toulouse,Quentin Boisgard,FRA,"MF,FW",22.0,1997.0,20,1146.0,57.0,45.5,12.7,13,79.0,2.0,7,18.0,8,0.4,10.0,24.0,-14.0,-1.1,0.34,13.1,19.5,-6.4,-0.5,-0.01,2020
Seko Fofana,/seko-fofana/profil/spieler/182893,25,CM,Cote d'Ivoire,32000000,8500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,RC Lens,/rc-lens/startseite/verein/826,in,2020,23500000,28.0,1.85,right,ITA-Serie A,Udinese,Seko Fofana,CIV,MF,24.0,1995.0,32,2249.0,70.0,65.8,25.0,24,84.0,14.0,8,29.0,6,1.13,25.0,30.0,-5.0,-0.2,0.49,27.5,29.1,-1.7,-0.07,0.71,2020
Ignatius Ganago,/ignatius-ganago/profil/spieler/531949,21,CF,Cameroon,4000000,6000000,OGC Nice,/ogc-nizza/startseite/verein/417,RC Lens,/rc-lens/startseite/verein/826,in,2020,-2000000,24.0,1.76,right,FRA-Ligue 1,Nice,Ignatius Ganago,CMR,"FW,MF",20.0,1999.0,26,1239.0,48.0,49.2,13.8,12,76.0,4.0,14,23.0,1,1.35,19.0,19.0,0.0,0.0,-0.21,18.7,23.9,-5.2,-0.38,-0.17,2020
Corentin Jean,/corentin-jean/profil/spieler/20463,24,CF,France,1000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,RC Lens,/rc-lens/startseite/verein/826,in,2020,0,27.0,1.7,right,FRA-Ligue 1,Toulouse,Corentin Jean,FRA,DF,24.0,1995.0,1,7.0,7.0,0.3,0.1,0,,0.0,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1.29,0.1,0.8,-0.7,-8.78,-8.3,2020
Boubakary Soumaré,/boubakary-soumare/profil/spieler/344605,22,DM,France,20000000,20000000,LOSC Lille,/losc-lille/startseite/verein/1082,Leicester City,/leicester-city/startseite/verein/1003,out,2021,0,24.0,1.88,right,FRA-Ligue 1,Lille,Boubakary Soumaré,FRA,MF,21.0,1999.0,32,1919.0,60.0,56.1,21.3,21,83.0,14.0,11,16.0,5,2.16,36.0,15.0,21.0,0.98,-0.21,27.2,18.9,8.3,0.39,-0.23,2021
Mike Maignan,/mike-maignan/profil/spieler/182906,25,GK,France,45000000,15400000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,out,2021,29600000,27.0,1.91,right,FRA-Ligue 1,Lille,Mike Maignan,FRA,GK,25.0,1995.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,2.18,64.0,23.0,41.0,1.08,,48.5,29.8,18.7,0.49,,2021
Luiz Araújo,/luiz-araujo/profil/spieler/435485,25,RW,Brazil,6000000,11500000,LOSC Lille,/losc-lille/startseite/verein/1082,Atlanta United FC,/atlanta-united-fc/startseite/verein/51663,out,2021,-5500000,27.0,1.75,left,FRA-Ligue 1,Lille,Luiz Araújo,BRA,MF,24.0,1996.0,28,1496.0,53.0,43.7,16.6,17,74.0,2.0,11,21.0,2,2.18,33.0,6.0,27.0,1.62,0.97,22.9,11.3,11.6,0.7,0.37,2021
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,28,LB,Mozambique,25000000,3000000,LOSC Lille,/losc-lille/startseite/verein/1082,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2021,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,Reinildo Mandava,MOZ,DF,26.0,1994.0,29,2180.0,75.0,63.7,24.2,24,84.0,18.0,5,33.0,5,2.0,37.0,13.0,24.0,0.99,-0.24,26.2,17.4,8.8,0.36,-0.35,2021
