playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,nextSeason
Valentin Rosier,/valentin-rosier/profil/spieler/441170,22,RB,France,6000000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Sporting CP,/sporting-lissabon/startseite/verein/336,out,2019,1000000,26.0,1.75,right,FRA-Ligue 1,Dijon,Valentin Rosier,FRA,"DF,MF",21.0,1996.0,18,1460.0,81.0,42.7,16.2,16,90.0,16.0,2,10.0,0,0.89,16.0,28.0,-12.0,-0.74,0.04,20.3,24.5,-4.2,-0.26,0.4,2019
Naïm Sliti,/naim-sliti/profil/spieler/184491,27,LW,Tunisia,4500000,5000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Ettifaq FC,/al-ettifaq/startseite/verein/7732,out,2019,-500000,30.0,1.73,right,FRA-Ligue 1,Dijon,Naïm Sliti,TUN,"MF,FW",26.0,1992.0,35,2286.0,65.0,66.8,25.4,25,80.0,12.0,10,30.0,0,0.89,24.0,33.0,-9.0,-0.35,1.23,29.9,33.6,-3.7,-0.15,1.02,2019
Sory Kaba,/sory-kaba/profil/spieler/355689,23,CF,Guinea,2800000,3000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Midtjylland,/fc-midtjylland/startseite/verein/865,out,2019,-200000,27.0,1.9,right,FRA-Ligue 1,Dijon,Sory Kaba,GUI,"FW,MF",23.0,1995.0,9,232.0,26.0,6.8,2.6,2,66.0,0.0,7,14.0,6,0.78,2.0,4.0,-2.0,-0.78,-0.01,3.0,4.1,-1.2,-0.45,0.04,2019
Jules Keita,/jules-keita/profil/spieler/402117,21,LW,Guinea,0,1500000,Dijon FCO,/dijon-fco/startseite/verein/2969,RC Lens,/rc-lens/startseite/verein/826,out,2019,-1500000,24.0,1.68,right,FRA-Ligue 1,Dijon,Jules Keita,GUI,"FW,MF",20.0,1998.0,17,456.0,27.0,13.3,5.1,2,79.0,1.0,15,20.0,7,0.76,7.0,8.0,-1.0,-0.2,0.65,8.3,9.4,-1.1,-0.21,0.32,2019
Renato Sanches,/renato-sanches/profil/spieler/258027,22,CM,Portugal,15000000,20000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,-5000000,25.0,1.76,right,GER-Bundesliga,Bayern Munich,Renato Sanches,POR,MF,20.0,1997.0,17,577.0,34.0,18.9,6.4,4,84.0,2.0,13,19.0,13,1.94,16.0,9.0,7.0,1.09,-0.68,17.0,6.4,10.6,1.66,-0.07,2019
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,25,LB,Mozambique,25000000,3000000,B SAD,/belenenses-sad/startseite/verein/2457,LOSC Lille,/losc-lille/startseite/verein/1082,in,2019,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,Reinildo Mandava,MOZ,DF,24.0,1994.0,3,97.0,32.0,2.8,1.1,1,90.0,1.0,2,4.0,6,0.67,1.0,3.0,-2.0,-1.86,-2.86,1.1,2.2,-1.1,-1.02,-1.52,2019
Nicolas Pépé,/nicolas-pepe/profil/spieler/343052,24,RW,Cote d'Ivoire,18000000,80000000,LOSC Lille,/losc-lille/startseite/verein/1082,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2019,-62000000,28.0,1.83,left,FRA-Ligue 1,Lille,Nicolas Pépé,CIV,"FW,MF",23.0,1995.0,38,3324.0,87.0,97.2,36.9,37,89.0,28.0,1,18.0,0,1.97,66.0,28.0,38.0,1.03,3.84,57.8,39.0,18.9,0.51,1.9,2019
Rafael Leão,/rafael-leao/profil/spieler/357164,20,LW,Portugal,90000000,29500000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,out,2019,60500000,24.0,1.88,right,FRA-Ligue 1,Lille,Rafael Leão,POR,FW,19.0,1999.0,24,1287.0,54.0,37.6,14.3,16,70.0,0.0,8,21.0,3,1.83,20.0,7.0,13.0,0.91,-0.02,22.3,12.7,9.6,0.67,0.34,2019
Anwar El Ghazi,/anwar-el-ghazi/profil/spieler/183720,24,RW,Netherlands,5000000,9000000,LOSC Lille,/losc-lille/startseite/verein/1082,Aston Villa,/aston-villa/startseite/verein/405,out,2019,-4000000,28.0,1.89,right,FRA-Ligue 1,Lille,Anwar El Ghazi,NED,"FW,MF",23.0,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,2019
Yassine Benzia,/yassine-benzia/profil/spieler/187847,25,AM,Algeria,1000000,1500000,LOSC Lille,/losc-lille/startseite/verein/1082,Dijon FCO,/dijon-fco/startseite/verein/2969,out,2019,-500000,28.0,1.78,right,FRA-Ligue 1,Lille,Yassine Benzia,ALG,MF,23.0,1994.0,2,160.0,80.0,4.7,1.8,2,80.0,0.0,0,,0,2.0,3.0,1.0,2.0,1.13,0.21,2.1,1.7,0.4,0.22,-0.24,2019
Jeff Reine-Adélaïde,/jeff-reine-adelaide/profil/spieler/326300,21,AM,France,5000000,25000000,Angers SCO,/sco-angers/startseite/verein/1420,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-20000000,25.0,1.84,right,FRA-Ligue 1,Angers,Jeff Reine-Adélaïde,FRA,"FW,MF",20.0,1998.0,35,2556.0,73.0,74.7,28.4,29,82.0,14.0,6,28.0,0,1.14,31.0,39.0,-8.0,-0.28,-0.59,37.7,39.3,-1.6,-0.06,-0.51,2019
Joachim Andersen,/joachim-andersen/profil/spieler/260827,23,CB,Denmark,30000000,24000000,UC Sampdoria,/sampdoria-genua/startseite/verein/1038,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,6000000,27.0,1.92,right,ITA-Serie A,Sampdoria,Joachim Andersen,DEN,DF,22.0,1996.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,1,1.5,52.0,42.0,10.0,0.31,0.48,41.3,46.2,-5.0,-0.16,-0.24,2019
Thiago Mendes,/thiago-mendes/profil/spieler/135617,27,DM,Brazil,5000000,22000000,LOSC Lille,/losc-lille/startseite/verein/1082,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-17000000,31.0,1.77,right,FRA-Ligue 1,Lille,Thiago Mendes,BRA,MF,26.0,1992.0,35,3074.0,88.0,89.9,34.2,35,88.0,27.0,0,,0,2.11,64.0,24.0,40.0,1.17,2.47,54.0,35.1,18.9,0.55,0.94,2019
Youssouf Koné,/youssouf-kone/profil/spieler/274484,23,LB,Mali,1500000,9000000,LOSC Lille,/losc-lille/startseite/verein/1082,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2019,-7500000,27.0,1.74,left,FRA-Ligue 1,Lille,Youssouf Koné,MLI,DF,23.0,1995.0,20,1709.0,85.0,50.0,19.0,19,89.0,17.0,1,16.0,5,2.05,36.0,13.0,23.0,1.21,0.58,30.7,17.9,12.8,0.67,0.43,2019
Ferland Mendy,/ferland-mendy/profil/spieler/291417,24,LB,France,25000000,48000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Real Madrid,/real-madrid/startseite/verein/418,out,2019,-23000000,28.0,1.8,left,FRA-Ligue 1,Lyon,Ferland Mendy,FRA,DF,23.0,1995.0,30,2531.0,84.0,74.0,28.1,27,89.0,26.0,3,40.0,1,1.87,52.0,34.0,18.0,0.64,0.13,51.5,33.4,18.1,0.64,-0.54,2019
Lucas Tousart,/lucas-tousart/profil/spieler/353948,22,DM,France,9000000,25000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Hertha BSC,/hertha-bsc/startseite/verein/44,out,2019,-16000000,26.0,1.85,right,FRA-Ligue 1,Lyon,Lucas Tousart,FRA,MF,21.0,1997.0,30,1727.0,58.0,50.5,19.2,20,79.0,11.0,10,16.0,5,1.97,35.0,22.0,13.0,0.68,0.15,34.1,18.5,15.6,0.81,0.06,2019
Nabil Fekir,/nabil-fekir/profil/spieler/203496,26,AM,France,20000000,19750000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2019,250000,29.0,1.73,left,FRA-Ligue 1,Lyon,Nabil Fekir,FRA,MF,25.0,1993.0,29,1988.0,69.0,58.1,22.1,24,80.0,16.0,5,15.0,0,1.76,39.0,24.0,15.0,0.68,0.18,43.4,26.0,17.4,0.79,0.0,2019
Lucas Ocampos,/lucas-ocampos/profil/spieler/189441,24,RW,Argentina,12000000,15000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,-3000000,28.0,1.87,both,FRA-Ligue 1,Marseille,Lucas Ocampos,ARG,"FW,MF",24.0,1994.0,34,2708.0,80.0,79.2,30.1,31,84.0,21.0,3,34.0,0,1.62,49.0,36.0,13.0,0.43,1.06,44.6,33.0,11.6,0.39,0.95,2019
Clinton N'Jie,/clinton-njie/profil/spieler/241119,25,RW,Cameroon,1200000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Dinamo Moscow,/dinamo-moskau/startseite/verein/121,out,2019,-4800000,29.0,1.75,right,FRA-Ligue 1,Marseille,Clinton N'Jie,CMR,FW,24.0,1993.0,17,364.0,21.0,10.6,4.0,3,63.0,0.0,14,13.0,11,1.47,9.0,6.0,3.0,0.74,0.59,7.1,4.5,2.7,0.66,0.53,2019
Luiz Gustavo,/luiz-gustavo/profil/spieler/10471,32,DM,Brazil,800000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,Fenerbahce,/fenerbahce-istanbul/startseite/verein/36,out,2019,-5200000,35.0,1.87,left,FRA-Ligue 1,Marseille,Luiz Gustavo,BRA,"MF,DF",31.0,1987.0,30,2436.0,81.0,71.2,27.1,26,90.0,25.0,4,24.0,3,1.43,43.0,43.0,0.0,0.0,-0.73,38.9,35.3,3.6,0.13,-0.19,2019
Lucas Deaux,/lucas-deaux/profil/spieler/57372,30,DM,France,250000,1000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2019,-750000,34.0,1.88,right,FRA-Ligue 1,Guingamp,Lucas Deaux,FRA,MF,29.0,1988.0,18,1188.0,66.0,34.7,13.2,17,70.0,6.0,1,2.0,5,1.0,9.0,17.0,-8.0,-0.61,0.68,13.0,17.0,-4.0,-0.31,0.05,2019
Sada Thioub,/sada-thioub/profil/spieler/290593,24,RW,Senegal,1200000,3500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Angers SCO,/sco-angers/startseite/verein/1420,out,2019,-2300000,28.0,1.79,right,FRA-Ligue 1,Nîmes,Sada Thioub,SEN,"MF,FW",23.0,1995.0,38,2476.0,65.0,72.4,27.5,27,82.0,11.0,11,24.0,0,1.39,48.0,40.0,8.0,0.29,1.15,36.5,38.1,-1.7,-0.06,0.4,2019
Antonin Bobichon,/antonin-bobichon/profil/spieler/344575,23,CM,France,900000,1500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Angers SCO,/sco-angers/startseite/verein/1420,out,2019,-600000,27.0,1.78,right,FRA-Ligue 1,Nîmes,Antonin Bobichon,FRA,MF,22.0,1995.0,30,2153.0,72.0,63.0,23.9,24,86.0,17.0,6,15.0,8,1.4,36.0,34.0,2.0,0.08,0.3,31.9,36.3,-4.4,-0.19,-0.04,2019
Umut Bozok,/umut-bozok/profil/spieler/259025,22,CF,Turkey,4200000,1500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,FC Lorient,/fc-lorient/startseite/verein/1158,out,2019,2700000,26.0,1.78,right,FRA-Ligue 1,Nîmes,Umut Bozok,TUR,FW,21.0,1996.0,25,1235.0,49.0,36.1,13.7,14,76.0,2.0,11,16.0,11,0.96,21.0,23.0,-2.0,-0.15,-0.19,19.7,20.1,-0.4,-0.03,0.23,2019
Wissam Ben Yedder,/wissam-ben-yedder/profil/spieler/146854,29,CF,France,15000000,40000000,Sevilla FC,/fc-sevilla/startseite/verein/368,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,32.0,1.7,both,ESP-La Liga,Sevilla,Wissam Ben Yedder,FRA,FW,27.0,1990.0,35,2812.0,80.0,82.2,31.2,31,86.0,21.0,4,36.0,2,1.57,56.0,33.0,23.0,0.74,1.92,57.7,34.7,22.9,0.73,0.98,2019
Gelson Martins,/gelson-martins/profil/spieler/257448,24,RW,Portugal,5000000,30000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,28.0,1.7,right,ESP-La Liga,Atlético Madrid,Gelson Martins,POR,"FW,MF",23.0,1995.0,8,229.0,29.0,6.7,2.5,1,94.0,0.0,7,19.0,7,2.25,6.0,2.0,4.0,1.57,0.95,2.8,4.6,-1.8,-0.7,-0.9,2019
Gelson Martins,/gelson-martins/profil/spieler/257448,24,RW,Portugal,5000000,30000000,Atlético de Madrid,/atletico-madrid/startseite/verein/13,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-25000000,28.0,1.7,right,FRA-Ligue 1,Monaco,Gelson Martins,POR,"FW,MF",23.0,1995.0,16,1389.0,87.0,40.6,15.4,16,87.0,12.0,0,,0,1.31,18.0,19.0,-1.0,-0.06,0.73,21.8,19.3,2.5,0.16,0.4,2019
Aurélien Tchouaméni,/aurelien-tchouameni/profil/spieler/413112,20,DM,France,85000000,18000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,AS Monaco,/as-monaco/startseite/verein/162,in,2019,67000000,23.0,1.88,right,FRA-Ligue 1,Bordeaux,Aurélien Tchouaméni,FRA,MF,18.0,2000.0,10,704.0,70.0,20.6,7.8,8,81.0,4.0,2,30.0,7,1.2,6.0,6.0,0.0,0.0,0.27,8.3,9.4,-1.0,-0.13,0.29,2019
Guillermo Maripán,/guillermo-maripan/profil/spieler/249730,25,CB,Chile,10000000,18000000,Deportivo Alavés,/deportivo-alaves/startseite/verein/1108,AS Monaco,/as-monaco/startseite/verein/162,in,2019,-8000000,29.0,1.9,right,ESP-La Liga,Alavés,Guillermo Maripán,CHI,DF,24.0,1994.0,23,2008.0,87.0,58.7,22.3,22,90.0,21.0,1,30.0,5,1.61,27.0,26.0,1.0,0.04,0.81,25.3,31.5,-6.2,-0.28,0.09,2019
Youri Tielemans,/youri-tielemans/profil/spieler/249565,22,CM,Belgium,25000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-20000000,26.0,1.76,right,ENG-Premier League,Leicester City,Youri Tielemans,BEL,MF,21.0,1997.0,13,1086.0,84.0,31.8,12.1,13,84.0,7.0,0,,0,1.54,19.0,14.0,5.0,0.41,0.49,19.0,12.2,6.8,0.56,0.49,2019
Youri Tielemans,/youri-tielemans/profil/spieler/249565,22,CM,Belgium,25000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2019,-20000000,26.0,1.76,right,FRA-Ligue 1,Monaco,Youri Tielemans,BEL,MF,21.0,1997.0,20,1680.0,84.0,49.1,18.7,20,84.0,15.0,0,,0,0.75,18.0,30.0,-12.0,-0.64,-0.28,20.5,23.6,-3.1,-0.16,-0.18,2019
Rony Lopes,/rony-lopes/profil/spieler/174694,23,RW,Portugal,4000000,25000000,AS Monaco,/as-monaco/startseite/verein/162,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,-21000000,27.0,1.74,left,FRA-Ligue 1,Monaco,Rony Lopes,POR,"FW,MF",22.0,1995.0,24,1849.0,77.0,54.1,20.5,22,83.0,12.0,2,16.0,0,1.13,24.0,31.0,-7.0,-0.34,0.35,26.4,28.9,-2.5,-0.12,-0.1,2019
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,21,RB,France,3500000,5500000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,out,2019,-2000000,25.0,1.77,right,FRA-Ligue 1,Monaco,Ronaël Pierre-Gabriel,FRA,DF,20.0,1998.0,4,355.0,89.0,10.4,3.9,4,89.0,3.0,0,,3,2.25,7.0,2.0,5.0,1.27,1.97,5.9,3.7,2.2,0.55,0.7,2019
Téji Savanier,/teji-savanier/profil/spieler/127156,27,AM,France,10000000,9500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,500000,31.0,1.72,right,FRA-Ligue 1,Nîmes,Téji Savanier,FRA,MF,26.0,1991.0,32,2864.0,90.0,83.7,31.8,32,90.0,30.0,0,,0,1.5,51.0,48.0,3.0,0.09,0.74,42.8,45.8,-3.0,-0.09,0.48,2019
Jordan Ferri,/jordan-ferri/profil/spieler/118284,27,CM,France,5000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,3000000,31.0,1.73,right,FRA-Ligue 1,Lyon,Jordan Ferri,FRA,MF,26.0,1992.0,4,116.0,29.0,3.4,1.3,1,54.0,0.0,3,21.0,7,2.5,1.0,1.0,0.0,0.0,-0.63,1.7,2.3,-0.6,-0.49,-1.32,2019
Jordan Ferri,/jordan-ferri/profil/spieler/118284,27,CM,France,5000000,2000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2019,3000000,31.0,1.73,right,FRA-Ligue 1,Nîmes,Jordan Ferri,FRA,MF,26.0,1992.0,24,1874.0,78.0,54.8,20.8,21,85.0,15.0,3,28.0,0,1.63,37.0,31.0,6.0,0.29,0.7,30.5,29.5,1.0,0.05,0.49,2019
Benjamin Lecomte,/benjamin-lecomte/profil/spieler/127181,28,GK,France,4000000,13500000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-9500000,32.0,1.86,left,FRA-Ligue 1,Montpellier,Benjamin Lecomte,FRA,GK,27.0,1991.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.57,53.0,42.0,11.0,0.3,0.3,49.6,41.0,8.5,0.23,0.52,2019
Isaac Mbenza,/isaac-mbenza/profil/spieler/260806,23,RW,Belgium,2200000,12500000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2019,-10300000,27.0,1.88,right,ENG-Premier League,Huddersfield,Isaac Mbenza,BEL,"FW,MF",22.0,1996.0,22,986.0,45.0,28.8,11.0,10,77.0,3.0,12,18.0,6,0.55,6.0,25.0,-19.0,-1.73,-0.44,8.9,20.0,-11.1,-1.01,-0.24,2019
Ruben Aguilar,/ruben-aguilar/profil/spieler/203746,26,RB,France,7000000,8000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,AS Monaco,/as-monaco/startseite/verein/162,out,2019,-1000000,30.0,1.7,right,FRA-Ligue 1,Montpellier,Ruben Aguilar,FRA,DF,25.0,1993.0,29,2528.0,87.0,73.9,28.1,29,87.0,26.0,0,,0,1.52,39.0,30.0,9.0,0.32,0.12,37.7,31.8,5.8,0.21,-0.04,2019
Ellyes Skhiri,/ellyes-skhiri/profil/spieler/290587,24,DM,Tunisia,13000000,6000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2019,7000000,28.0,1.85,right,FRA-Ligue 1,Montpellier,Ellyes Skhiri,TUN,MF,23.0,1995.0,37,3090.0,84.0,90.4,34.3,35,88.0,31.0,2,9.0,0,1.59,48.0,36.0,12.0,0.35,0.62,45.2,36.1,9.2,0.27,0.52,2019
Ludovic Blas,/ludovic-blas/profil/spieler/288225,21,AM,France,20000000,8000000,EA Guingamp,/ea-guingamp/startseite/verein/855,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,12000000,25.0,1.8,left,FRA-Ligue 1,Guingamp,Ludovic Blas,FRA,"MF,FW",20.0,1997.0,34,2372.0,70.0,69.4,26.4,27,82.0,15.0,7,22.0,2,0.76,20.0,42.0,-22.0,-0.83,0.71,26.6,35.2,-8.6,-0.33,0.05,2019
Marcus Coco,/marcus-coco/profil/spieler/353365,23,RW,France,1200000,3000000,EA Guingamp,/ea-guingamp/startseite/verein/855,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,-1800000,27.0,1.84,right,FRA-Ligue 1,Guingamp,Marcus Coco,FRA,"FW,MF",22.0,1996.0,33,1840.0,56.0,53.8,20.4,21,77.0,8.0,12,18.0,1,0.64,17.0,41.0,-24.0,-1.17,-0.26,22.3,25.0,-2.7,-0.13,0.45,2019
Molla Wagué,/molla-wague/profil/spieler/129893,28,CB,Mali,250000,1200000,Udinese Calcio,/udinese-calcio/startseite/verein/410,FC Nantes,/fc-nantes/startseite/verein/995,in,2019,-950000,32.0,1.91,right,ITA-Serie A,Udinese,Molla Wagué,MLI,DF,27.0,1991.0,2,95.0,48.0,2.8,1.1,1,90.0,1.0,1,5.0,14,0.0,1.0,2.0,-1.0,-0.95,-0.6,3.9,1.3,2.7,2.54,3.08,2019
Diego Carlos,/diego-carlos/profil/spieler/329145,26,CB,Brazil,20000000,15000000,FC Nantes,/fc-nantes/startseite/verein/995,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2019,5000000,30.0,1.85,right,FRA-Ligue 1,Nantes,Diego Carlos,BRA,DF,25.0,1993.0,35,3148.0,90.0,92.0,35.0,35,90.0,34.0,0,,1,1.34,46.0,44.0,2.0,0.06,0.72,45.2,42.5,2.7,0.08,0.27,2019
Valentin Rongier,/valentin-rongier/profil/spieler/332889,24,CM,France,22000000,13000000,FC Nantes,/fc-nantes/startseite/verein/995,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2019,9000000,28.0,1.72,right,FRA-Ligue 1,Nantes,Valentin Rongier,FRA,MF,23.0,1994.0,36,3226.0,90.0,94.3,35.8,36,90.0,34.0,0,,0,1.31,47.0,44.0,3.0,0.08,1.48,47.1,42.9,4.2,0.12,1.12,2019
Lucas Lima,/lucas-lima/profil/spieler/182323,27,LB,Brazil,1900000,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Al-Ahli SFC,/al-ahli-dschidda/startseite/verein/18487,out,2019,-4100000,31.0,1.79,left,FRA-Ligue 1,Nantes,Lucas Lima,BRA,"DF,FW",26.0,1991.0,31,2496.0,81.0,73.0,27.7,28,89.0,26.0,3,5.0,5,1.1,36.0,40.0,-4.0,-0.14,-0.53,35.2,35.6,-0.4,-0.01,-0.25,2019
Koffi Djidji,/koffi-djidji/profil/spieler/183031,26,CB,Cote d'Ivoire,3000000,3000000,FC Nantes,/fc-nantes/startseite/verein/995,Torino FC,/fc-turin/startseite/verein/416,out,2019,0,30.0,1.84,right,FRA-Ligue 1,Nantes,Koffi Djidji,CIV,DF,25.0,1992.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,0.0,1.0,3.0,-2.0,-2.0,-2.05,1.4,2.6,-1.2,-1.16,-1.25,2019
Koffi Djidji,/koffi-djidji/profil/spieler/183031,26,CB,Cote d'Ivoire,3000000,3000000,FC Nantes,/fc-nantes/startseite/verein/995,Torino FC,/fc-turin/startseite/verein/416,out,2019,0,30.0,1.84,right,ITA-Serie A,Torino,Koffi Djidji,CIV,DF,25.0,1992.0,17,1387.0,82.0,40.6,15.4,16,86.0,14.0,1,9.0,12,1.35,18.0,18.0,0.0,0.0,-0.66,18.0,23.6,-5.6,-0.36,-0.56,2019
Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642,22,LW,France,32000000,18000000,OGC Nice,/ogc-nizza/startseite/verein/417,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,14000000,26.0,1.73,right,FRA-Ligue 1,Nice,Allan Saint-Maximin,FRA,FW,21.0,1997.0,34,2900.0,85.0,84.8,32.2,34,85.0,21.0,0,,0,1.47,28.0,29.0,-1.0,-0.03,0.66,41.2,41.1,0.2,0.01,0.68,2019
Romain Perraud,/romain-perraud/profil/spieler/318523,21,LB,France,12000000,2000000,OGC Nice,/ogc-nizza/startseite/verein/417,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2019,10000000,25.0,1.73,left,FRA-Ligue 1,Nice,Romain Perraud,FRA,DF,20.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,2019
Olivier Boscagli,/olivier-boscagli/profil/spieler/318508,21,CB,France,7000000,2000000,OGC Nice,/ogc-nizza/startseite/verein/417,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,out,2019,5000000,25.0,1.81,left,FRA-Ligue 1,Nice,Olivier Boscagli,FRA,DF,20.0,1997.0,14,863.0,62.0,25.2,9.6,10,82.0,7.0,4,10.0,14,1.36,4.0,12.0,-8.0,-0.83,-0.94,9.2,12.5,-3.3,-0.35,-0.33,2019
Mickaël Le Bihan,/mickael-le-bihan/profil/spieler/139018,29,CF,France,700000,500000,OGC Nice,/ogc-nizza/startseite/verein/417,AJ Auxerre,/aj-auxerre/startseite/verein/290,out,2019,200000,33.0,1.84,right,FRA-Ligue 1,Nice,Mickaël Le Bihan,FRA,FW,28.0,1990.0,5,204.0,41.0,6.0,2.3,2,78.0,0.0,3,16.0,1,1.0,3.0,5.0,-2.0,-0.88,-0.8,2.5,5.9,-3.4,-1.53,-1.52,2019
Abdou Diallo,/abdou-diallo/profil/spieler/229005,23,CB,Senegal,10000000,32000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-22000000,27.0,1.87,left,GER-Bundesliga,Dortmund,Abdou Diallo,SEN,DF,22.0,1996.0,28,2379.0,85.0,77.7,26.4,27,88.0,24.0,1,7.0,0,2.07,58.0,38.0,20.0,0.76,-1.49,47.2,32.3,14.9,0.57,-0.31,2019
Pablo Sarabia,/pablo-sarabia/profil/spieler/74230,27,RW,Spain,14000000,18000000,Sevilla FC,/fc-sevilla/startseite/verein/368,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-4000000,31.0,1.74,left,ESP-La Liga,Sevilla,Pablo Sarabia,ESP,"MF,FW",26.0,1992.0,33,2724.0,83.0,79.6,30.3,30,87.0,23.0,3,34.0,0,1.58,55.0,36.0,19.0,0.63,1.14,56.9,34.0,22.9,0.76,0.96,2019
Keylor Navas,/keylor-navas/profil/spieler/79422,32,GK,Costa Rica,4000000,15000000,Real Madrid,/real-madrid/startseite/verein/418,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2019,-11000000,36.0,1.85,right,ESP-La Liga,Real Madrid,Keylor Navas,CRC,GK,31.0,1986.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,24,2.0,17.0,8.0,9.0,0.9,0.61,16.4,7.5,8.9,0.89,0.51,2019
