playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,nextSeason
Alfred Gomis,/alfred-gomis/profil/spieler/163568,27,GK,Senegal,2200000,10000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,-7800000,29.0,1.96,right,FRA-Ligue 1,Dijon,SEN,GK,26.0,1993.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,2021
Alfred Gomis,/alfred-gomis/profil/spieler/163568,27,GK,Senegal,2200000,10000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,-7800000,29.0,1.96,right,FRA-Ligue 1,Rennes,SEN,GK,26.0,1993.0,22.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,1.0,2021
Nayef Aguerd,/nayef-aguerd/profil/spieler/361914,24,CB,Morocco,35000000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,out,2020,31000000,27.0,1.9,left,FRA-Ligue 1,Rennes,MAR,DF,24.0,1996.0,35.0,37.0,30.0,28.0,9.0,0.0,21.0,33.0,63.6,12.0,34.0,22.0,12.0,47.0,84.0,102.0,0.0,2021
Rúnar Alex Rúnarsson,/runar-alex-runarsson/profil/spieler/205657,25,GK,Iceland,1500000,2000000,Dijon FCO,/dijon-fco/startseite/verein/2969,Arsenal FC,/fc-arsenal/startseite/verein/11,out,2020,-500000,28.0,1.86,right,ENG-Premier League,Arsenal,ISL,GK,25.0,1995.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Timothée Kolodziejczak,/timothee-kolodziejczak/profil/spieler/84085,28,CB,France,400000,4500000,Tigres UANL,/tigres-uanl/startseite/verein/7055,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2020,-4100000,31.0,1.83,left,FRA-Ligue 1,Saint-Étienne,FRA,DF,28.0,1991.0,22.6,28.0,15.0,23.0,5.0,0.0,19.0,27.0,70.4,8.0,24.0,15.0,9.0,36.0,64.0,80.0,1.0,2021
Yvan Neyou,/yvan-neyou/profil/spieler/469669,23,DM,Cameroon,1000000,400000,SC Braga B,/sc-braga-b/startseite/verein/10789,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2020,600000,26.0,1.8,right,FRA-Ligue 1,Saint-Étienne,CMR,MF,23.0,1997.0,27.1,58.0,31.0,24.0,33.0,1.0,25.0,60.0,41.7,35.0,34.0,5.0,29.0,31.0,89.0,13.0,1.0,2021
Wesley Fofana,/wesley-fofana/profil/spieler/475411,19,CB,France,55000000,35000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Leicester City,/leicester-city/startseite/verein/1003,out,2020,20000000,22.0,1.86,right,ENG-Premier League,Leicester City,FRA,DF,19.0,2000.0,25.1,51.0,37.0,27.0,22.0,2.0,31.0,46.0,67.4,15.0,28.0,16.0,12.0,61.0,112.0,94.0,0.0,2021
Wesley Fofana,/wesley-fofana/profil/spieler/475411,19,CB,France,55000000,35000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Leicester City,/leicester-city/startseite/verein/1003,out,2020,20000000,22.0,1.86,right,FRA-Ligue 1,Saint-Étienne,FRA,DF,19.0,2000.0,3.5,6.0,4.0,6.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,3.0,0.0,8.0,14.0,14.0,1.0,2021
Franck Honorat,/franck-honorat/profil/spieler/229006,23,RW,France,10000000,5000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2020,5000000,26.0,1.8,right,FRA-Ligue 1,Brest,FRA,"MF,FW",23.0,1996.0,27.3,28.0,13.0,12.0,10.0,6.0,14.0,37.0,37.8,23.0,15.0,3.0,12.0,11.0,39.0,24.0,0.0,2021
Niclas Eliasson,/niclas-eliasson/profil/spieler/251813,24,RM,Sweden,2500000,3000000,Bristol City,/bristol-city/startseite/verein/698,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,-500000,27.0,1.78,left,FRA-Ligue 1,Nîmes,SWE,"MF,FW",24.0,1995.0,20.0,28.0,14.0,9.0,12.0,7.0,11.0,24.0,45.8,13.0,20.0,1.0,19.0,23.0,51.0,16.0,0.0,2021
Andrés Cubas,/andres-cubas/profil/spieler/323872,24,DM,Paraguay,4000000,2900000,Club Atlético Talleres,/club-atletico-talleres/startseite/verein/3938,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,1100000,27.0,1.66,right,FRA-Ligue 1,Nîmes,PAR,MF,24.0,1996.0,24.9,80.0,47.0,30.0,44.0,6.0,33.0,74.0,44.6,41.0,37.0,10.0,27.0,50.0,130.0,29.0,3.0,2021
Yassine Benrahou,/yassine-benrahou/profil/spieler/344599,21,AM,Morocco,3000000,1500000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,1500000,24.0,1.72,left,FRA-Ligue 1,Nîmes,FRA,MF,21.0,1999.0,13.8,16.0,9.0,8.0,6.0,2.0,7.0,25.0,28.0,18.0,9.0,0.0,9.0,4.0,20.0,5.0,1.0,2021
Patrick Burner,/patrick-burner/profil/spieler/444725,24,RB,Martinique,700000,1500000,OGC Nice,/ogc-nizza/startseite/verein/417,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,-800000,27.0,1.7,right,FRA-Ligue 1,Nice,MTQ,DF,24.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Patrick Burner,/patrick-burner/profil/spieler/444725,24,RB,Martinique,700000,1500000,OGC Nice,/ogc-nizza/startseite/verein/417,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,-800000,27.0,1.7,right,FRA-Ligue 1,Nîmes,MTQ,DF,24.0,1996.0,14.6,25.0,11.0,14.0,10.0,1.0,13.0,26.0,50.0,13.0,10.0,3.0,7.0,24.0,49.0,41.0,1.0,2021
Birger Meling,/birger-meling/profil/spieler/282250,25,LB,Norway,5000000,1000000,Rosenborg BK,/rosenborg-bk/startseite/verein/195,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,4000000,28.0,1.73,left,FRA-Ligue 1,Nîmes,NOR,DF,25.0,1994.0,25.9,49.0,31.0,27.0,15.0,7.0,33.0,50.0,66.0,17.0,43.0,9.0,34.0,36.0,85.0,70.0,0.0,2021
Karim Aribi,/karim-aribi/profil/spieler/456080,26,CF,Algeria,475000,1000000,Etoile Sportive du Sahel,/etoile-sportive-du-sahel/startseite/verein/250,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,-525000,29.0,1.92,right,FRA-Ligue 1,Nîmes,ALG,FW,26.0,1994.0,3.3,2.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,2021
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,29,GK,France,600000,350000,FC Toulouse,/fc-toulouse/startseite/verein/415,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,in,2020,250000,32.0,1.85,right,FRA-Ligue 1,Nîmes,FRA,GK,29.0,1990.0,38.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,1.0,3.0,9.0,2.0,2021
Romain Philippoteaux,/romain-philippoteaux/profil/spieler/255220,32,RM,France,300000,500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2020,-200000,35.0,1.7,,FRA-Ligue 1,Brest,FRA,"MF,FW",32.0,1988.0,6.5,11.0,6.0,6.0,3.0,2.0,6.0,9.0,66.7,3.0,4.0,0.0,4.0,10.0,21.0,2.0,0.0,2021
Romain Philippoteaux,/romain-philippoteaux/profil/spieler/255220,32,RM,France,300000,500000,Nîmes Olympique,/nimes-olympique/startseite/verein/1160,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,out,2020,-200000,35.0,1.7,,FRA-Ligue 1,Nîmes,FRA,"FW,MF",32.0,1988.0,2.4,1.0,1.0,1.0,0.0,0.0,1.0,5.0,20.0,4.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,2021
Terem Moffi,/terem-moffi/profil/spieler/538874,21,CF,Nigeria,20000000,8000000,KV Kortrijk,/kv-kortrijk/startseite/verein/601,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,12000000,24.0,1.88,left,FRA-Ligue 1,Lorient,NGA,FW,21.0,1999.0,23.0,13.0,8.0,0.0,8.0,5.0,4.0,19.0,21.1,15.0,5.0,2.0,3.0,4.0,17.0,8.0,0.0,2021
Stéphane Diarra,/stephane-diarra/profil/spieler/428954,21,RW,Cote d'Ivoire,2500000,2500000,Le Mans FC,/le-mans-fc/startseite/verein/1164,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,0,24.0,1.73,left,FRA-Ligue 1,Lorient,FRA,"MF,FW",21.0,1998.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.0,1.0,5.0,4.0,4.0,1.0,0.0,2021
Thomas Monconduit,/thomas-monconduit/profil/spieler/127182,29,DM,France,800000,2000000,Amiens SC,/amiens-sc/startseite/verein/1416,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,-1200000,32.0,1.84,right,FRA-Ligue 1,Lorient,FRA,MF,29.0,1991.0,12.8,28.0,15.0,9.0,16.0,3.0,15.0,41.0,36.6,26.0,10.0,3.0,7.0,13.0,41.0,21.0,1.0,2021
Quentin Boisgard,/quentin-boisgard/profil/spieler/412671,23,AM,France,1000000,2000000,FC Toulouse,/fc-toulouse/startseite/verein/415,FC Lorient,/fc-lorient/startseite/verein/1158,in,2020,-1000000,26.0,1.74,right,FRA-Ligue 1,Lorient,FRA,"MF,FW",23.0,1997.0,14.6,24.0,17.0,3.0,15.0,6.0,11.0,24.0,45.8,13.0,17.0,2.0,15.0,15.0,39.0,1.0,0.0,2021
Illan Meslier,/illan-meslier/profil/spieler/542586,20,GK,France,20000000,6500000,FC Lorient,/fc-lorient/startseite/verein/1158,Leeds United,/leeds-united/startseite/verein/399,out,2020,13500000,23.0,1.97,left,ENG-Premier League,Leeds United,FRA,GK,20.0,2000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,2021
Seko Fofana,/seko-fofana/profil/spieler/182893,25,CM,Cote d'Ivoire,32000000,8500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,RC Lens,/rc-lens/startseite/verein/826,in,2020,23500000,28.0,1.85,right,FRA-Ligue 1,Lens,CIV,MF,25.0,1995.0,25.7,16.0,8.0,3.0,10.0,3.0,4.0,26.0,15.4,22.0,16.0,5.0,11.0,34.0,50.0,23.0,1.0,2021
Ignatius Ganago,/ignatius-ganago/profil/spieler/531949,21,CF,Cameroon,4000000,6000000,OGC Nice,/ogc-nizza/startseite/verein/417,RC Lens,/rc-lens/startseite/verein/826,in,2020,-2000000,24.0,1.76,right,FRA-Ligue 1,Lens,CMR,FW,21.0,1999.0,14.5,4.0,3.0,0.0,2.0,2.0,3.0,12.0,25.0,9.0,7.0,1.0,6.0,6.0,10.0,3.0,0.0,2021
Facundo Medina,/facundo-medina/profil/spieler/474800,21,CB,Argentina,22000000,3500000,Club Atlético Talleres,/club-atletico-talleres/startseite/verein/3938,RC Lens,/rc-lens/startseite/verein/826,in,2020,18500000,24.0,1.84,left,FRA-Ligue 1,Lens,ARG,DF,21.0,1999.0,22.3,39.0,22.0,22.0,15.0,2.0,24.0,38.0,63.2,14.0,25.0,9.0,16.0,39.0,78.0,51.0,3.0,2021
Corentin Jean,/corentin-jean/profil/spieler/20463,24,CF,France,1000000,1000000,FC Toulouse,/fc-toulouse/startseite/verein/415,RC Lens,/rc-lens/startseite/verein/826,in,2020,0,27.0,1.7,right,FRA-Ligue 1,Lens,FRA,"FW,MF",25.0,1995.0,6.4,4.0,3.0,1.0,1.0,2.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,2.0,6.0,2.0,0.0,2021
Amadou Onana,/amadou-onana/profil/spieler/485706,19,DM,Belgium,45000000,12600000,Hamburger SV,/hamburger-sv/startseite/verein/41,LOSC Lille,/losc-lille/startseite/verein/1082,in,2021,32400000,21.0,1.95,right,FRA-Ligue 1,Lille,BEL,MF,19.0,2001.0,15.1,48.0,31.0,17.0,27.0,4.0,18.0,25.0,72.0,7.0,10.0,3.0,7.0,30.0,78.0,19.0,0.0,2022
Edon Zhegrova,/edon-zhegrova/profil/spieler/496857,22,RW,Kosovo,8000000,7000000,FC Basel 1893,/fc-basel-1893/startseite/verein/26,LOSC Lille,/losc-lille/startseite/verein/1082,in,2021,1000000,24.0,1.81,left,FRA-Ligue 1,Lille,KVX,"MF,FW",22.0,1999.0,5.3,14.0,5.0,2.0,8.0,4.0,5.0,6.0,83.3,1.0,4.0,1.0,3.0,2.0,16.0,2.0,0.0,2022
Gabriel Gudmundsson,/gabriel-gudmundsson/profil/spieler/362108,22,LB,Sweden,4500000,6000000,FC Groningen,/fc-groningen/startseite/verein/202,LOSC Lille,/losc-lille/startseite/verein/1082,in,2021,-1500000,24.0,1.8,left,FRA-Ligue 1,Lille,SWE,"DF,MF",22.0,1999.0,14.9,43.0,31.0,24.0,16.0,3.0,17.0,35.0,48.6,18.0,15.0,3.0,12.0,20.0,63.0,13.0,0.0,2022
Boubakary Soumaré,/boubakary-soumare/profil/spieler/344605,22,DM,France,20000000,20000000,LOSC Lille,/losc-lille/startseite/verein/1082,Leicester City,/leicester-city/startseite/verein/1003,out,2021,0,24.0,1.88,right,ENG-Premier League,Leicester City,FRA,MF,22.0,1999.0,12.2,19.0,13.0,10.0,8.0,1.0,8.0,17.0,47.1,9.0,13.0,1.0,12.0,14.0,33.0,18.0,0.0,2022
Mike Maignan,/mike-maignan/profil/spieler/182906,25,GK,France,45000000,15400000,LOSC Lille,/losc-lille/startseite/verein/1082,AC Milan,/ac-mailand/startseite/verein/5,out,2021,29600000,27.0,1.91,right,ITA-Serie A,Milan,FRA,GK,26.0,1995.0,32.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2022
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,28,LB,Mozambique,25000000,3000000,LOSC Lille,/losc-lille/startseite/verein/1082,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2021,22000000,29.0,1.8,left,ESP-La Liga,Atlético Madrid,MOZ,DF,27.0,1994.0,14.4,45.0,25.0,30.0,14.0,1.0,22.0,30.0,73.3,8.0,18.0,9.0,9.0,21.0,66.0,38.0,0.0,2022
Reinildo Mandava,/reinildo-mandava/profil/spieler/240692,28,LB,Mozambique,25000000,3000000,LOSC Lille,/losc-lille/startseite/verein/1082,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2021,22000000,29.0,1.8,left,FRA-Ligue 1,Lille,MOZ,DF,27.0,1994.0,16.9,43.0,23.0,29.0,11.0,3.0,32.0,51.0,62.7,19.0,13.0,4.0,9.0,37.0,80.0,55.0,0.0,2022
Adama Soumaoro,/adama-soumaoro/profil/spieler/126673,29,CB,France,3000000,2100000,LOSC Lille,/losc-lille/startseite/verein/1082,Bologna FC 1909,/fc-bologna/startseite/verein/1025,out,2021,900000,31.0,1.86,right,ITA-Serie A,Bologna,FRA,DF,29.0,1992.0,25.2,15.0,5.0,5.0,8.0,2.0,4.0,9.0,44.4,5.0,22.0,16.0,6.0,34.0,49.0,95.0,0.0,2022
Cheikh Niasse,/cheikh-niasse/profil/spieler/644032,22,DM,Senegal,2800000,900000,LOSC Lille,/losc-lille/startseite/verein/1082,BSC Young Boys,/bsc-young-boys/startseite/verein/452,out,2021,1900000,23.0,1.88,right,FRA-Ligue 1,Lille,SEN,"FW,MF",21.0,2000.0,0.5,2.0,2.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2022
Achraf Hakimi,/achraf-hakimi/profil/spieler/398073,22,RB,Morocco,65000000,68000000,Inter Milan,/inter-mailand/startseite/verein/46,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2021,-3000000,24.0,1.81,right,FRA-Ligue 1,Paris S-G,MAR,DF,22.0,1998.0,27.5,74.0,51.0,38.0,27.0,9.0,40.0,72.0,55.6,32.0,26.0,5.0,21.0,28.0,102.0,23.0,2.0,2022
Danilo Pereira,/danilo-pereira/profil/spieler/141050,29,DM,Portugal,10000000,16000000,FC Porto,/fc-porto/startseite/verein/720,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2021,-6000000,31.0,1.88,right,FRA-Ligue 1,Paris S-G,POR,MF,29.0,1991.0,22.6,33.0,17.0,10.0,20.0,3.0,14.0,28.0,50.0,14.0,19.0,10.0,9.0,37.0,70.0,29.0,1.0,2022
Mitchel Bakker,/mitchel-bakker/profil/spieler/361065,21,LB,Netherlands,9000000,7000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,out,2021,2000000,23.0,1.85,left,GER-Bundesliga,Leverkusen,NED,DF,21.0,2000.0,20.2,33.0,22.0,16.0,12.0,5.0,20.0,34.0,58.8,14.0,13.0,2.0,11.0,23.0,56.0,42.0,3.0,2022
Myron Boadu,/myron-boadu/profil/spieler/412932,20,CF,Netherlands,7000000,17000000,AZ Alkmaar,/az-alkmaar/startseite/verein/1090,AS Monaco,/as-monaco/startseite/verein/162,in,2021,-10000000,22.0,1.81,right,FRA-Ligue 1,Monaco,NED,FW,20.0,2001.0,10.7,9.0,7.0,2.0,3.0,4.0,1.0,5.0,20.0,4.0,6.0,0.0,6.0,2.0,11.0,1.0,0.0,2022
Vanderson,/vanderson/profil/spieler/789082,20,RB,Brazil,20000000,11000000,Grêmio Foot-Ball Porto Alegrense,/gremio-porto-alegre/startseite/verein/210,AS Monaco,/as-monaco/startseite/verein/162,in,2021,9000000,22.0,1.73,right,FRA-Ligue 1,Monaco,BRA,"FW,DF",20.0,2001.0,12.4,35.0,19.0,10.0,19.0,6.0,15.0,23.0,65.2,8.0,17.0,4.0,13.0,13.0,48.0,12.0,0.0,2022
Ismail Jakobs,/ismail-jakobs/profil/spieler/375137,21,LB,Senegal,6000000,6500000,1.FC Köln,/1-fc-koln/startseite/verein/3,AS Monaco,/as-monaco/startseite/verein/162,in,2021,-500000,23.0,1.84,left,FRA-Ligue 1,Monaco,SEN,"DF,FW",21.0,1999.0,13.4,32.0,16.0,14.0,15.0,3.0,16.0,35.0,45.7,19.0,16.0,1.0,15.0,17.0,49.0,31.0,0.0,2022
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,24,RB,Germany,15000000,15000000,AS Monaco,/as-monaco/startseite/verein/162,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2021,0,26.0,1.85,right,GER-Bundesliga,RB Leipzig,GER,DF,24.0,1997.0,12.7,30.0,21.0,18.0,6.0,6.0,12.0,22.0,54.5,10.0,16.0,1.0,15.0,19.0,49.0,14.0,0.0,2022
Fodé Ballo-Touré,/fode-ballo-toure/profil/spieler/296422,24,LB,Senegal,3500000,5400000,AS Monaco,/as-monaco/startseite/verein/162,AC Milan,/ac-mailand/startseite/verein/5,out,2021,-1900000,26.0,1.82,left,ITA-Serie A,Milan,SEN,DF,24.0,1997.0,5.0,18.0,14.0,5.0,13.0,0.0,4.0,9.0,44.4,5.0,6.0,2.0,4.0,3.0,21.0,5.0,0.0,2022
Wilson Isidor,/wilson-isidor/profil/spieler/494237,21,CF,France,6000000,3500000,AS Monaco,/as-monaco/startseite/verein/162,Lokomotiv Moscow,/lokomotiv-moskau/startseite/verein/932,out,2021,2500000,22.0,1.86,right,FRA-Ligue 1,Monaco,FRA,"FW,MF",20.0,2000.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2022
Enzo Millot,/enzo-millot/profil/spieler/569366,19,CM,France,7000000,1750000,AS Monaco,/as-monaco/startseite/verein/162,VfB Stuttgart,/vfb-stuttgart/startseite/verein/79,out,2021,5250000,20.0,1.74,left,GER-Bundesliga,Stuttgart,FRA,MF,19.0,2002.0,0.6,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2022
Xherdan Shaqiri,/xherdan-shaqiri/profil/spieler/86792,29,AM,Switzerland,4000000,6000000,Liverpool FC,/fc-liverpool/startseite/verein/31,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2021,-2000000,31.0,1.69,left,FRA-Ligue 1,Lyon,SUI,"FW,MF",29.0,1991.0,7.5,7.0,3.0,0.0,5.0,2.0,2.0,10.0,20.0,8.0,2.0,0.0,2.0,2.0,9.0,2.0,0.0,2022
Xherdan Shaqiri,/xherdan-shaqiri/profil/spieler/86792,30,AM,Switzerland,4000000,7000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Chicago Fire FC,/chicago-fire-fc/startseite/verein/432,out,2021,-3000000,31.0,1.69,left,FRA-Ligue 1,Lyon,SUI,"FW,MF",29.0,1991.0,7.5,7.0,3.0,0.0,5.0,2.0,2.0,10.0,20.0,8.0,2.0,0.0,2.0,2.0,9.0,2.0,0.0,2022
Bruno Guimarães,/bruno-guimaraes/profil/spieler/520624,24,DM,Brazil,70000000,42100000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Newcastle United,/newcastle-united/startseite/verein/762,out,2021,27900000,25.0,1.82,right,ENG-Premier League,Newcastle Utd,BRA,MF,23.0,1997.0,11.5,44.0,23.0,18.0,22.0,4.0,21.0,38.0,55.3,17.0,25.0,6.0,19.0,9.0,53.0,13.0,0.0,2022
Bruno Guimarães,/bruno-guimaraes/profil/spieler/520624,24,DM,Brazil,70000000,42100000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Newcastle United,/newcastle-united/startseite/verein/762,out,2021,27900000,25.0,1.82,right,FRA-Ligue 1,Lyon,BRA,MF,23.0,1997.0,18.2,50.0,31.0,20.0,25.0,5.0,23.0,59.0,39.0,36.0,21.0,4.0,17.0,21.0,71.0,11.0,1.0,2022
Joachim Andersen,/joachim-andersen/profil/spieler/260827,25,CB,Denmark,30000000,17500000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Crystal Palace,/crystal-palace/startseite/verein/873,out,2021,12500000,27.0,1.92,right,ENG-Premier League,Crystal Palace,DEN,DF,25.0,1996.0,32.4,30.0,23.0,21.0,9.0,0.0,16.0,27.0,59.3,11.0,29.0,19.0,10.0,37.0,67.0,125.0,3.0,2022
Maxwel Cornet,/maxwel-cornet/profil/spieler/234781,24,LW,Cote d'Ivoire,12000000,15000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Burnley FC,/fc-burnley/startseite/verein/1132,out,2021,-3000000,26.0,1.79,left,ENG-Premier League,Burnley,CIV,"FW,MF",24.0,1996.0,19.6,16.0,9.0,7.0,5.0,4.0,7.0,15.0,46.7,8.0,13.0,4.0,9.0,10.0,26.0,14.0,0.0,2022
Maxwel Cornet,/maxwel-cornet/profil/spieler/234781,24,LW,Cote d'Ivoire,12000000,15000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Burnley FC,/fc-burnley/startseite/verein/1132,out,2021,-3000000,26.0,1.79,left,FRA-Ligue 1,Lyon,CIV,DF,24.0,1996.0,0.7,3.0,1.0,1.0,0.0,2.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2022
Jean Lucas,/jean-lucas/profil/spieler/578872,23,CM,Brazil,5000000,11000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,AS Monaco,/as-monaco/startseite/verein/162,out,2021,-6000000,25.0,1.79,right,FRA-Ligue 1,Monaco,BRA,MF,23.0,1998.0,16.1,43.0,25.0,14.0,24.0,5.0,17.0,40.0,42.5,23.0,15.0,5.0,10.0,13.0,56.0,4.0,1.0,2022
Gerson,/gerson/profil/spieler/341705,24,CM,Brazil,16000000,20500000,CR Flamengo,/flamengo-rio-de-janeiro/startseite/verein/614,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2021,-4500000,26.0,1.84,left,FRA-Ligue 1,Marseille,BRA,"MF,FW",24.0,1997.0,28.3,42.0,17.0,16.0,20.0,6.0,8.0,35.0,22.9,27.0,26.0,4.0,22.0,16.0,58.0,16.0,2.0,2022
Pol Lirola,/pol-lirola/profil/spieler/298975,24,RB,Spain,2000000,13000000,ACF Fiorentina,/ac-florenz/startseite/verein/430,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2021,-11000000,25.0,1.83,right,FRA-Ligue 1,Marseille,ESP,"DF,FW",23.0,1997.0,19.7,28.0,16.0,15.0,9.0,4.0,13.0,28.0,46.4,15.0,15.0,0.0,15.0,13.0,41.0,22.0,0.0,2022
Leonardo Balerdi,/leonardo-balerdi/profil/spieler/575998,22,CB,Argentina,10000000,11000000,Borussia Dortmund,/borussia-dortmund/startseite/verein/16,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2021,-1000000,24.0,1.87,right,FRA-Ligue 1,Marseille,ARG,DF,22.0,1999.0,10.6,9.0,6.0,9.0,0.0,0.0,5.0,14.0,35.7,9.0,11.0,4.0,7.0,19.0,28.0,30.0,0.0,2022
