playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,nextSeason
Enzo Crivelli,/enzo-crivelli/profil/spieler/291110,23,CF,France,1000000,3000000,Angers SCO,/sco-angers/startseite/verein/1420,SM Caen,/sm-caen/startseite/verein/1162,in,2018,-2000000,28.0,1.83,right,FRA-Ligue 1,Caen,FRA,FW,23.0,1995.0,25.1,20.0,14.0,10.0,8.0,2.0,8.0,13.0,61.5,5.0,5.0,0.0,5.0,4.0,24.0,28.0,1.0,2019
Fayçal Fajr,/faycal-fajr/profil/spieler/174344,30,CM,Morocco,1300000,1500000,Getafe CF,/fc-getafe/startseite/verein/3709,SM Caen,/sm-caen/startseite/verein/1162,in,2018,-200000,34.0,1.79,right,FRA-Ligue 1,Caen,MAR,MF,29.0,1988.0,36.0,65.0,32.0,22.0,33.0,10.0,25.0,66.0,37.9,41.0,27.0,6.0,21.0,29.0,94.0,19.0,2.0,2019
Prince Oniangué,/prince-oniangue/profil/spieler/60578,29,DM,Congo,250000,500000,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,SM Caen,/sm-caen/startseite/verein/1162,in,2018,-250000,34.0,1.88,right,FRA-Ligue 1,Caen,CGO,MF,29.0,1988.0,26.0,59.0,33.0,22.0,34.0,3.0,24.0,57.0,42.1,33.0,30.0,10.0,20.0,29.0,88.0,42.0,0.0,2019
Malik Tchokounté,/malik-tchokounte/profil/spieler/412085,29,CF,France,350000,250000,Paris FC,/paris-fc/startseite/verein/10004,SM Caen,/sm-caen/startseite/verein/1162,in,2018,100000,34.0,1.88,right,FRA-Ligue 1,Caen,FRA,"FW,MF",29.0,1988.0,16.4,21.0,13.0,6.0,12.0,3.0,5.0,10.0,50.0,5.0,11.0,0.0,11.0,6.0,27.0,26.0,0.0,2019
Yann Karamoh,/yann-karamoh/profil/spieler/324804,19,LW,Cote d'Ivoire,3500000,6500000,SM Caen,/sm-caen/startseite/verein/1162,Inter Milan,/inter-mailand/startseite/verein/46,out,2018,-3000000,24.0,1.85,right,FRA-Ligue 1,Bordeaux,FRA,FW,20.0,1998.0,13.6,7.0,3.0,1.0,4.0,2.0,1.0,13.0,7.7,12.0,9.0,0.0,9.0,6.0,13.0,3.0,0.0,2019
Yann Karamoh,/yann-karamoh/profil/spieler/324804,19,LW,Cote d'Ivoire,3500000,6500000,SM Caen,/sm-caen/startseite/verein/1162,Inter Milan,/inter-mailand/startseite/verein/46,out,2018,-3000000,24.0,1.85,right,ITA-Serie A,Inter,FRA,"FW,MF",20.0,1998.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Sory Kaba,/sory-kaba/profil/spieler/355689,23,CF,Guinea,2800000,4000000,Elche CF,/fc-elche/startseite/verein/1531,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2018,-1200000,27.0,1.9,right,FRA-Ligue 1,Dijon,GUI,"FW,MF",23.0,1995.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2019
Nayef Aguerd,/nayef-aguerd/profil/spieler/361914,22,CB,Morocco,35000000,1600000,FUS Rabat,/fus-rabat/startseite/verein/6371,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2018,33400000,27.0,1.9,left,FRA-Ligue 1,Dijon,MAR,DF,22.0,1996.0,11.7,17.0,12.0,8.0,9.0,0.0,8.0,19.0,42.1,11.0,20.0,11.0,9.0,14.0,31.0,59.0,1.0,2019
Rúnar Alex Rúnarsson,/runar-alex-runarsson/profil/spieler/205657,23,GK,Iceland,1500000,1600000,FC Nordsjaelland,/fc-nordsjaelland/startseite/verein/2778,Dijon FCO,/dijon-fco/startseite/verein/2969,in,2018,-100000,28.0,1.86,right,FRA-Ligue 1,Dijon,ISL,GK,23.0,1995.0,25.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,1.0,3.0,7.0,2.0,2019
Guessouma Fofana,/guessouma-fofana/profil/spieler/419999,25,DM,Mauritania,200000,1000000,Amiens SC,/amiens-sc/startseite/verein/1416,EA Guingamp,/ea-guingamp/startseite/verein/855,in,2018,-800000,30.0,1.84,right,FRA-Ligue 1,Amiens,MTN,MF,25.0,1992.0,2.1,6.0,4.0,3.0,3.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,3.0,9.0,0.0,0.0,2019
Guessouma Fofana,/guessouma-fofana/profil/spieler/419999,25,DM,Mauritania,200000,1000000,Amiens SC,/amiens-sc/startseite/verein/1416,EA Guingamp,/ea-guingamp/startseite/verein/855,in,2018,-800000,30.0,1.84,right,FRA-Ligue 1,Guingamp,MTN,MF,25.0,1992.0,5.3,14.0,9.0,2.0,10.0,2.0,4.0,10.0,40.0,6.0,3.0,0.0,3.0,6.0,20.0,8.0,0.0,2019
Rafael Leão,/rafael-leao/profil/spieler/357164,19,LW,Portugal,90000000,19700000,Sporting CP,/sporting-lissabon/startseite/verein/336,LOSC Lille,/losc-lille/startseite/verein/1082,in,2018,70300000,24.0,1.88,right,FRA-Ligue 1,Lille,POR,FW,19.0,1999.0,14.3,5.0,2.0,0.0,4.0,1.0,2.0,15.0,13.3,13.0,13.0,4.0,9.0,4.0,9.0,12.0,0.0,2019
Loïc Rémy,/loic-remy/profil/spieler/45121,31,CF,France,150000,1400000,UD Las Palmas,/ud-las-palmas/startseite/verein/472,LOSC Lille,/losc-lille/startseite/verein/1082,in,2018,-1250000,36.0,1.85,right,FRA-Ligue 1,Lille,FRA,FW,31.0,1987.0,13.4,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,4.0,17.0,1.0,2019
Yves Bissouma,/yves-bissouma/profil/spieler/410425,21,CM,Mali,18000000,16800000,LOSC Lille,/losc-lille/startseite/verein/1082,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,out,2018,1200000,26.0,1.82,right,ENG-Premier League,Brighton,MLI,MF,21.0,1996.0,19.7,62.0,30.0,33.0,27.0,2.0,20.0,38.0,52.6,18.0,21.0,5.0,16.0,33.0,95.0,29.0,2.0,2019
Ibrahim Amadou,/ibrahim-amadou/profil/spieler/205503,25,DM,France,1500000,14400000,LOSC Lille,/losc-lille/startseite/verein/1082,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-12900000,30.0,1.83,right,ESP-La Liga,Sevilla,FRA,"MF,DF",25.0,1993.0,8.5,27.0,20.0,9.0,15.0,3.0,2.0,9.0,22.2,7.0,7.0,4.0,3.0,11.0,38.0,24.0,0.0,2019
Kévin Malcuit,/kevin-malcuit/profil/spieler/126711,27,RB,France,700000,12000000,LOSC Lille,/losc-lille/startseite/verein/1082,SSC Napoli,/ssc-neapel/startseite/verein/6195,out,2018,-11300000,31.0,1.78,right,ITA-Serie A,Napoli,MAR,DF,27.0,1991.0,20.1,43.0,31.0,23.0,14.0,6.0,23.0,36.0,63.9,13.0,18.0,4.0,14.0,44.0,87.0,67.0,0.0,2019
Hamza Mendyl,/hamza-mendyl/profil/spieler/447221,20,LB,Morocco,1000000,6000000,LOSC Lille,/losc-lille/startseite/verein/1082,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2018,-5000000,25.0,1.79,left,GER-Bundesliga,Schalke 04,MAR,DF,20.0,1997.0,6.0,17.0,15.0,6.0,8.0,3.0,8.0,18.0,44.4,10.0,11.0,2.0,9.0,8.0,25.0,8.0,0.0,2019
Naïm Sliti,/naim-sliti/profil/spieler/184491,25,LW,Tunisia,4500000,2000000,LOSC Lille,/losc-lille/startseite/verein/1082,Dijon FCO,/dijon-fco/startseite/verein/2969,out,2018,2500000,30.0,1.73,right,FRA-Ligue 1,Dijon,TUN,"MF,FW",26.0,1992.0,25.4,56.0,33.0,24.0,19.0,13.0,15.0,46.0,32.6,31.0,18.0,0.0,18.0,11.0,67.0,9.0,0.0,2019
Moussa Dembélé,/moussa-dembele/profil/spieler/229004,22,CF,France,12000000,22000000,Celtic FC,/celtic-glasgow/startseite/verein/371,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2018,-10000000,26.0,1.87,right,FRA-Ligue 1,Lyon,FRA,FW,22.0,1996.0,22.4,12.0,4.0,0.0,8.0,4.0,4.0,14.0,28.6,10.0,15.0,2.0,13.0,2.0,14.0,13.0,0.0,2019
Jason Denayer,/jason-denayer/profil/spieler/277114,23,CB,Belgium,5000000,10000000,Manchester City,/manchester-city/startseite/verein/281,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2018,-5000000,28.0,1.84,right,FRA-Ligue 1,Lyon,BEL,DF,23.0,1995.0,30.6,33.0,21.0,22.0,11.0,0.0,16.0,24.0,66.7,8.0,36.0,32.0,4.0,26.0,59.0,122.0,1.0,2019
Lenny Pintor,/lenny-pintor/profil/spieler/418660,18,LW,France,600000,5000000,Stade Brestois 29,/stade-brest-29/startseite/verein/3911,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2018,-4400000,22.0,1.79,right,FRA-Ligue 1,Lyon,FRA,FW,17.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Oumar Solet,/oumar-solet/profil/spieler/463665,18,CB,France,17000000,1450000,Stade Lavallois,/stade-laval/startseite/verein/1080,Olympique Lyon,/olympique-lyon/startseite/verein/1041,in,2018,15550000,23.0,1.92,right,FRA-Ligue 1,Lyon,FRA,DF,18.0,2000.0,0.7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2019
Mouctar Diakhaby,/mouctar-diakhaby/profil/spieler/346289,21,CB,Guinea,6000000,15000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-9000000,26.0,1.92,right,ESP-La Liga,Valencia,GUI,DF,21.0,1996.0,17.6,14.0,8.0,10.0,4.0,0.0,5.0,10.0,50.0,5.0,24.0,16.0,8.0,20.0,34.0,94.0,1.0,2019
Sergi Darder,/sergi-darder/profil/spieler/142021,24,CM,Spain,16000000,8000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,RCD Espanyol Barcelona,/espanyol-barcelona/startseite/verein/714,out,2018,8000000,29.0,1.8,right,ESP-La Liga,Espanyol,ESP,MF,24.0,1993.0,30.1,60.0,35.0,23.0,32.0,5.0,25.0,69.0,36.2,44.0,18.0,3.0,15.0,22.0,82.0,30.0,0.0,2019
Jean-Philippe Mateta,/jean-philippe-mateta/profil/spieler/420002,21,CF,France,7000000,8000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,out,2018,-1000000,26.0,1.92,right,GER-Bundesliga,Mainz 05,FRA,FW,21.0,1997.0,27.6,13.0,9.0,4.0,4.0,5.0,1.0,10.0,10.0,9.0,15.0,2.0,13.0,3.0,16.0,22.0,0.0,2019
Kevin Strootman,/kevin-strootman/profil/spieler/68864,28,CM,Netherlands,1300000,25000000,AS Roma,/as-rom/startseite/verein/12,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2018,-23700000,33.0,1.86,left,FRA-Ligue 1,Marseille,NED,MF,28.0,1990.0,21.6,76.0,40.0,21.0,47.0,8.0,20.0,52.0,38.5,32.0,24.0,6.0,18.0,24.0,100.0,26.0,0.0,2019
Kevin Strootman,/kevin-strootman/profil/spieler/68864,28,CM,Netherlands,1300000,25000000,AS Roma,/as-rom/startseite/verein/12,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2018,-23700000,33.0,1.86,left,ITA-Serie A,Roma,NED,MF,28.0,1990.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,2.0,4.0,2.0,0.0,2019
Jordan Amavi,/jordan-amavi/profil/spieler/241229,24,LB,France,2000000,10000000,Aston Villa,/aston-villa/startseite/verein/405,Olympique Marseille,/olympique-marseille/startseite/verein/244,in,2018,-8000000,29.0,1.76,left,FRA-Ligue 1,Marseille,FRA,DF,24.0,1994.0,24.2,74.0,50.0,34.0,26.0,14.0,35.0,56.0,62.5,21.0,24.0,8.0,16.0,46.0,120.0,93.0,4.0,2019
Aleksandr Golovin,/aleksandr-golovin/profil/spieler/263918,22,AM,Russia,28000000,30000000,CSKA Moscow,/zska-moskau/startseite/verein/2410,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,27.0,1.78,right,FRA-Ligue 1,Monaco,RUS,"MF,FW",22.0,1996.0,25.4,36.0,17.0,3.0,20.0,13.0,10.0,44.0,22.7,34.0,34.0,3.0,31.0,22.0,58.0,12.0,0.0,2019
Willem Geubbels,/willem-geubbels/profil/spieler/463620,16,LW,France,1800000,20000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-18200000,21.0,1.85,right,FRA-Ligue 1,Monaco,FRA,MF,16.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-5000000,26.0,1.85,right,FRA-Ligue 1,Monaco,GER,"DF,MF",21.0,1997.0,20.3,58.0,39.0,32.0,22.0,4.0,16.0,38.0,42.1,22.0,18.0,0.0,18.0,35.0,93.0,45.0,0.0,2019
Benjamin Henrichs,/benjamin-henrichs/profil/spieler/202591,21,RB,Germany,15000000,20000000,Bayer 04 Leverkusen,/bayer-04-leverkusen/startseite/verein/15,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-5000000,26.0,1.85,right,GER-Bundesliga,Leverkusen,GER,DF,21.0,1997.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,2019
Nacer Chadli,/nacer-chadli/profil/spieler/59631,29,LW,Belgium,2000000,12000000,West Bromwich Albion,/west-bromwich-albion/startseite/verein/984,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-10000000,33.0,1.87,right,FRA-Ligue 1,Monaco,BEL,"MF,DF",28.0,1989.0,7.7,11.0,5.0,4.0,4.0,3.0,3.0,8.0,37.5,5.0,7.0,1.0,6.0,3.0,14.0,7.0,0.0,2019
Fodé Ballo-Touré,/fode-ballo-toure/profil/spieler/296422,22,LB,Senegal,3500000,11000000,LOSC Lille,/losc-lille/startseite/verein/1082,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-7500000,26.0,1.82,left,FRA-Ligue 1,Lille,SEN,DF,21.0,1997.0,17.7,47.0,35.0,26.0,19.0,2.0,21.0,32.0,65.6,11.0,25.0,7.0,18.0,27.0,74.0,42.0,2.0,2019
Fodé Ballo-Touré,/fode-ballo-toure/profil/spieler/296422,22,LB,Senegal,3500000,11000000,LOSC Lille,/losc-lille/startseite/verein/1082,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-7500000,26.0,1.82,left,FRA-Ligue 1,Monaco,SEN,DF,21.0,1997.0,17.7,46.0,31.0,26.0,16.0,4.0,20.0,40.0,50.0,20.0,20.0,2.0,18.0,28.0,74.0,38.0,2.0,2019
Antonio Barreca,/antonio-barreca/profil/spieler/241889,23,LB,Italy,800000,10000000,Torino FC,/fc-turin/startseite/verein/416,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9200000,28.0,1.8,left,ENG-Premier League,Newcastle Utd,ITA,DF,23.0,1995.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
Antonio Barreca,/antonio-barreca/profil/spieler/241889,23,LB,Italy,800000,10000000,Torino FC,/fc-turin/startseite/verein/416,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9200000,28.0,1.8,left,FRA-Ligue 1,Monaco,ITA,DF,23.0,1995.0,6.6,11.0,8.0,8.0,3.0,0.0,7.0,11.0,63.6,4.0,3.0,2.0,1.0,7.0,18.0,18.0,0.0,2019
Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806,31,CM,Spain,0,9000000,Chelsea FC,/fc-chelsea/startseite/verein/631,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9000000,36.0,1.79,right,ENG-Premier League,Chelsea,ESP,MF,31.0,1987.0,2.0,6.0,4.0,4.0,2.0,0.0,1.0,5.0,20.0,4.0,2.0,1.0,1.0,1.0,7.0,0.0,0.0,2019
Cesc Fàbregas,/cesc-fabregas/profil/spieler/8806,31,CM,Spain,0,9000000,Chelsea FC,/fc-chelsea/startseite/verein/631,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-9000000,36.0,1.79,right,FRA-Ligue 1,Monaco,ESP,MF,31.0,1987.0,10.7,14.0,10.0,5.0,5.0,4.0,8.0,28.0,28.6,20.0,12.0,3.0,9.0,9.0,23.0,5.0,1.0,2019
Pelé,/pele/profil/spieler/99189,26,DM,Guinea-Bissau,600000,7200000,Rio Ave FC,/rio-ave-fc/startseite/verein/2425,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-6600000,31.0,1.82,right,FRA-Ligue 1,Monaco,GNB,MF,26.0,1991.0,5.2,8.0,7.0,3.0,5.0,0.0,2.0,6.0,33.3,4.0,2.0,1.0,1.0,3.0,11.0,10.0,0.0,2019
Samuel Grandsir,/samuel-grandsir/profil/spieler/432772,21,RW,France,2000000,3000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-1000000,26.0,1.7,right,FRA-Ligue 1,Monaco,FRA,"FW,MF",21.0,1996.0,5.2,12.0,7.0,4.0,5.0,3.0,2.0,10.0,20.0,8.0,11.0,0.0,11.0,1.0,13.0,5.0,1.0,2019
Samuel Grandsir,/samuel-grandsir/profil/spieler/432772,21,RW,France,2000000,3000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-1000000,26.0,1.7,right,FRA-Ligue 1,Strasbourg,FRA,"MF,FW",21.0,1996.0,2.6,9.0,6.0,5.0,3.0,1.0,3.0,7.0,42.9,4.0,2.0,0.0,2.0,1.0,10.0,0.0,0.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,ESP-La Liga,Espanyol,BRA,DF,29.0,1988.0,15.1,18.0,10.0,9.0,5.0,4.0,6.0,10.0,60.0,4.0,19.0,13.0,6.0,26.0,44.0,112.0,1.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,FRA-Ligue 1,Monaco,BRA,DF,35.0,1982.0,3.3,5.0,3.0,4.0,1.0,0.0,2.0,4.0,50.0,2.0,5.0,2.0,3.0,5.0,10.0,23.0,0.0,2019
Naldo,/naldo/profil/spieler/32213,36,CB,Brazil,0,2000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,AS Monaco,/as-monaco/startseite/verein/162,in,2018,-2000000,40.0,1.98,right,GER-Bundesliga,Schalke 04,BRA,DF,35.0,1982.0,7.0,10.0,7.0,8.0,2.0,0.0,5.0,8.0,62.5,3.0,8.0,3.0,5.0,14.0,24.0,25.0,0.0,2019
Thomas Lemar,/thomas-lemar/profil/spieler/205562,22,AM,France,22000000,72000000,AS Monaco,/as-monaco/startseite/verein/162,Atlético de Madrid,/atletico-madrid/startseite/verein/13,out,2018,-50000000,27.0,1.71,left,ESP-La Liga,Atlético Madrid,FRA,MF,22.0,1995.0,20.2,38.0,21.0,23.0,11.0,4.0,19.0,42.0,45.2,23.0,26.0,1.0,25.0,22.0,60.0,7.0,1.0,2019
Fabinho,/fabinho/profil/spieler/225693,24,DM,Brazil,42000000,45000000,AS Monaco,/as-monaco/startseite/verein/162,Liverpool FC,/fc-liverpool/startseite/verein/31,out,2018,-3000000,29.0,1.88,right,ENG-Premier League,Liverpool,BRA,MF,24.0,1993.0,22.4,59.0,31.0,17.0,38.0,4.0,24.0,59.0,40.7,35.0,34.0,6.0,28.0,28.0,87.0,27.0,2.0,2019
Terence Kongolo,/terence-kongolo/profil/spieler/152651,24,CB,Netherlands,900000,20000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-19100000,29.0,1.88,left,ENG-Premier League,Huddersfield,NED,DF,24.0,1994.0,30.2,74.0,46.0,44.0,26.0,4.0,27.0,47.0,57.4,20.0,42.0,16.0,26.0,65.0,139.0,106.0,1.0,2019
Rachid Ghezzal,/rachid-ghezzal/profil/spieler/118287,26,RW,Algeria,5000000,14000000,AS Monaco,/as-monaco/startseite/verein/162,Leicester City,/leicester-city/startseite/verein/1003,out,2018,-9000000,31.0,1.82,left,ENG-Premier League,Leicester City,ALG,"FW,MF",26.0,1992.0,8.3,14.0,5.0,3.0,7.0,4.0,3.0,18.0,16.7,15.0,10.0,1.0,9.0,7.0,21.0,4.0,1.0,2019
Soualiho Meïté,/soualiho-meite/profil/spieler/164913,24,CM,France,3500000,11500000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,out,2018,-8000000,29.0,1.87,right,ITA-Serie A,Torino,FRA,MF,24.0,1994.0,29.5,46.0,21.0,13.0,22.0,11.0,23.0,46.0,50.0,23.0,46.0,6.0,40.0,29.0,75.0,26.0,0.0,2019
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,ENG-Premier League,Huddersfield,FRA,"FW,MF",22.0,1996.0,6.1,6.0,3.0,4.0,1.0,1.0,3.0,11.0,27.3,8.0,7.0,0.0,7.0,1.0,7.0,2.0,0.0,2019
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,ENG-Premier League,Wolves,POR,MF,31.0,1986.0,33.7,113.0,58.0,50.0,56.0,7.0,44.0,126.0,34.9,82.0,56.0,11.0,45.0,40.0,153.0,50.0,0.0,2019
Rúben Vinagre,/ruben-vinagre/profil/spieler/357158,19,LB,Portugal,4000000,2250000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,1750000,24.0,1.74,left,ENG-Premier League,Wolves,POR,"DF,MF",19.0,1999.0,7.9,14.0,9.0,7.0,7.0,0.0,2.0,5.0,40.0,3.0,10.0,2.0,8.0,14.0,28.0,16.0,1.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,MLI,DF,22.0,1996.0,3.8,13.0,6.0,6.0,7.0,0.0,3.0,10.0,30.0,7.0,3.0,1.0,2.0,11.0,24.0,12.0,0.0,2019
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,GER-Bundesliga,Eint Frankfurt,MLI,"DF,MF",22.0,1996.0,5.8,18.0,11.0,7.0,11.0,0.0,5.0,8.0,62.5,3.0,4.0,1.0,3.0,9.0,27.0,25.0,0.0,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Bordeaux,FRA,FW,24.0,1994.0,1.0,4.0,3.0,0.0,1.0,3.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2019
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Montpellier,FRA,"FW,MF",24.0,1994.0,32.2,36.0,15.0,6.0,15.0,15.0,11.0,27.0,40.7,16.0,18.0,2.0,16.0,6.0,42.0,27.0,0.0,2019
Florent Mollet,/florent-mollet/profil/spieler/222859,26,AM,France,2000000,2600000,FC Metz,/fc-metz/startseite/verein/347,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-600000,31.0,1.75,right,FRA-Ligue 1,Montpellier,FRA,MF,26.0,1991.0,28.5,36.0,20.0,8.0,20.0,8.0,13.0,51.0,25.5,38.0,32.0,1.0,31.0,23.0,59.0,7.0,0.0,2019
Junior Sambia,/junior-sambia/profil/spieler/335147,21,RB,France,3500000,2000000,Chamois Niortais FC,/chamois-niortais-fc/startseite/verein/1161,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,1500000,26.0,1.85,right,FRA-Ligue 1,Montpellier,FRA,"MF,FW",21.0,1996.0,10.3,15.0,7.0,7.0,7.0,1.0,6.0,15.0,40.0,9.0,14.0,2.0,12.0,5.0,20.0,3.0,0.0,2019
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,URU,"MF,FW",28.0,1990.0,1.3,9.0,6.0,3.0,4.0,2.0,4.0,9.0,44.4,5.0,2.0,1.0,1.0,0.0,9.0,2.0,0.0,2019
Mathías Suárez,/mathias-suarez/profil/spieler/294895,22,RB,Uruguay,300000,950000,Defensor Sporting Club,/defensor-sc/startseite/verein/2619,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-650000,27.0,1.82,right,FRA-Ligue 1,Montpellier,URU,DF,22.0,1996.0,6.1,20.0,11.0,7.0,10.0,3.0,10.0,23.0,43.5,13.0,11.0,0.0,11.0,9.0,29.0,18.0,0.0,2019
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,GER-Bundesliga,RB Leipzig,FRA,DF,20.0,1997.0,13.6,38.0,21.0,23.0,12.0,3.0,19.0,22.0,86.4,3.0,17.0,3.0,14.0,24.0,62.0,35.0,0.0,2019
