league,season,team,players_used,Age,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,url,nextSeason
FRA-Ligue 1,2018,Lyon,25,24.4,38,3420,90,100,38.0,418,85.0,309.0,108,20,158,1.89,70,47,23,0.61,73.7,43.9,29.8,0.78,/en/squads/d53c0b06/2018-2019/Lyon-Stats,2019
FRA-Ligue 1,2018,Marseille,24,26.9,38,3420,90,100,38.0,418,85.0,301.0,110,18,156,1.61,60,52,8,0.21,52.7,45.6,7.1,0.19,/en/squads/5725cc7b/2018-2019/Marseille-Stats,2019
FRA-Ligue 1,2018,Monaco,42,25.6,38,3420,90,100,38.0,418,84.0,312.0,102,22,163,0.95,38,57,-19,-0.5,47.4,50.2,-2.8,-0.07,/en/squads/fd6114db/2018-2019/Monaco-Stats,2019
FRA-Ligue 1,2018,Montpellier,25,28.0,38,3420,90,100,38.0,418,85.0,308.0,107,17,156,1.55,53,42,11,0.29,50.1,41.8,8.2,0.22,/en/squads/281b0e73/2018-2019/Montpellier-Stats,2019
FRA-Ligue 1,2018,Nantes,33,25.9,38,3420,90,100,38.0,418,86.0,300.0,112,15,154,1.26,48,48,0,0.0,49.1,47.0,2.1,0.05,/en/squads/d7a486cd/2018-2019/Nantes-Stats,2019
FRA-Ligue 1,2018,Nice,30,24.2,38,3420,90,100,38.0,418,85.0,307.0,109,19,157,1.47,30,35,-5,-0.13,46.3,50.0,-3.7,-0.1,/en/squads/132ebc33/2018-2019/Nice-Stats,2019
FRA-Ligue 1,2018,Nîmes,23,24.1,38,3420,90,100,38.0,418,85.0,302.0,111,19,155,1.39,57,58,-1,-0.03,50.0,56.5,-6.5,-0.17,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats,2019
FRA-Ligue 1,2018,Paris S-G,30,26.2,38,3420,90,100,38.0,418,84.0,305.0,109,21,140,2.39,105,35,70,1.84,88.9,37.6,51.3,1.35,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats,2019
FRA-Ligue 1,2018,Reims,27,26.2,38,3420,90,100,38.0,418,85.0,304.0,112,20,154,1.45,39,42,-3,-0.08,38.1,45.0,-6.9,-0.18,/en/squads/7fdd64e0/2018-2019/Reims-Stats,2019
FRA-Ligue 1,2018,Rennes,28,25.7,38,3420,90,100,38.0,418,85.0,311.0,105,21,161,1.37,55,52,3,0.08,55.6,47.6,8.0,0.21,/en/squads/b3072e00/2018-2019/Rennes-Stats,2019
FRA-Ligue 1,2018,Saint-Étienne,29,27.8,38,3420,90,100,38.0,418,84.0,298.0,113,19,151,1.74,59,41,18,0.47,56.7,50.4,6.3,0.16,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats,2019
FRA-Ligue 1,2018,Strasbourg,26,26.2,38,3420,90,100,38.0,418,86.0,307.0,109,17,156,1.29,58,48,10,0.26,41.3,51.2,-9.9,-0.26,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats,2019
FRA-Ligue 1,2018,Toulouse,29,25.5,38,3420,90,100,38.0,418,84.0,312.0,102,21,163,1.0,35,57,-22,-0.58,45.7,56.4,-10.7,-0.28,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats,2019
FRA-Ligue 1,2019,Amiens,27,27.4,28,2520,90,100,28.0,308,84.0,,83,19,113,0.82,31,50,-19,-0.68,27.4,39.3,-11.9,-0.43,/en/squads/25622401/2019-2020/Amiens-Stats,2020
FRA-Ligue 1,2019,Angers,26,28.0,28,2520,90,100,28.0,308,84.0,,80,23,116,1.39,28,33,-5,-0.18,29.3,28.4,0.9,0.03,/en/squads/69236f98/2019-2020/Angers-Stats,2020
FRA-Ligue 1,2019,Bordeaux,26,26.9,28,2520,90,100,28.0,308,84.0,,84,20,111,1.32,40,34,6,0.21,30.4,36.9,-6.6,-0.23,/en/squads/123f3efe/2019-2020/Bordeaux-Stats,2020
FRA-Ligue 1,2019,Brest,24,26.1,28,2520,90,100,28.0,308,85.0,,82,18,114,1.21,34,37,-3,-0.11,30.7,45.5,-14.8,-0.53,/en/squads/fb08dbb3/2019-2020/Brest-Stats,2020
FRA-Ligue 1,2019,Dijon,28,26.9,28,2520,90,100,28.0,308,83.0,,82,25,114,1.07,27,37,-10,-0.36,30.5,38.4,-8.0,-0.28,/en/squads/8dfb7350/2019-2020/Dijon-Stats,2020
FRA-Ligue 1,2019,Lille,25,24.3,28,2520,90,100,28.0,308,85.0,,80,17,116,1.75,35,27,8,0.29,40.3,31.4,8.8,0.32,/en/squads/cb188c0c/2019-2020/Lille-Stats,2020
FRA-Ligue 1,2019,Lyon,27,24.8,28,2520,90,100,28.0,308,84.0,,81,21,115,1.43,42,27,15,0.54,37.6,27.1,10.6,0.38,/en/squads/d53c0b06/2019-2020/Lyon-Stats,2020
FRA-Ligue 1,2019,Marseille,23,27.1,28,2520,90,100,28.0,308,86.0,,82,15,114,2.0,41,29,12,0.43,36.2,31.8,4.4,0.16,/en/squads/5725cc7b/2019-2020/Marseille-Stats,2020
FRA-Ligue 1,2019,Metz,24,25.9,28,2520,90,100,28.0,308,85.0,,77,18,119,1.21,27,35,-8,-0.29,27.1,38.1,-11.0,-0.39,/en/squads/f83960ae/2019-2020/Metz-Stats,2020
FRA-Ligue 1,2019,Monaco,28,26.0,28,2520,90,100,28.0,308,85.0,,76,16,117,1.43,44,44,0,0.0,48.9,42.7,6.1,0.22,/en/squads/fd6114db/2019-2020/Monaco-Stats,2020
FRA-Ligue 1,2019,Montpellier,27,28.5,28,2520,90,100,28.0,308,86.0,,74,16,121,1.43,35,34,1,0.04,35.3,34.7,0.5,0.02,/en/squads/281b0e73/2019-2020/Montpellier-Stats,2020
FRA-Ligue 1,2019,Nantes,29,25.4,28,2520,90,100,28.0,308,86.0,,71,17,124,1.32,28,31,-3,-0.11,30.2,31.5,-1.2,-0.04,/en/squads/d7a486cd/2019-2020/Nantes-Stats,2020
FRA-Ligue 1,2019,Nice,31,23.9,28,2520,90,100,28.0,308,84.0,,82,18,114,1.46,41,38,3,0.11,35.7,43.9,-8.2,-0.29,/en/squads/132ebc33/2019-2020/Nice-Stats,2020
FRA-Ligue 1,2019,Nîmes,28,25.4,28,2520,90,100,28.0,308,85.0,,80,15,116,0.96,29,44,-15,-0.54,30.3,40.9,-10.6,-0.38,/en/squads/1cbf5f9e/2019-2020/Nimes-Stats,2020
FRA-Ligue 1,2019,Paris S-G,31,27.2,27,2430,90,100,27.0,297,84.0,,79,23,110,2.52,75,24,51,1.89,74.2,23.1,51.1,1.89,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats,2020
FRA-Ligue 1,2019,Reims,26,25.3,28,2520,90,100,28.0,308,85.0,,81,18,115,1.46,26,21,5,0.18,30.6,28.5,2.1,0.08,/en/squads/7fdd64e0/2019-2020/Reims-Stats,2020
FRA-Ligue 1,2019,Rennes,26,25.5,28,2520,90,100,28.0,308,85.0,,83,17,111,1.79,38,24,14,0.5,37.1,30.2,6.9,0.25,/en/squads/b3072e00/2019-2020/Rennes-Stats,2020
FRA-Ligue 1,2019,Saint-Étienne,31,27.0,28,2520,90,100,28.0,308,84.0,,82,23,114,1.07,29,45,-16,-0.57,31.4,38.8,-7.4,-0.26,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats,2020
FRA-Ligue 1,2019,Strasbourg,25,25.8,27,2430,90,100,27.0,297,86.0,,80,15,109,1.41,32,32,0,0.0,34.2,32.2,2.0,0.07,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats,2020
FRA-Ligue 1,2019,Toulouse,30,25.1,28,2520,90,100,28.0,308,84.0,,82,20,113,0.46,22,58,-36,-1.29,31.7,45.6,-13.9,-0.5,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats,2020
FRA-Ligue 1,2020,Angers,31,27.9,38,3420,90,100,38.0,418,81.0,247.0,170,21,168,1.16,40,58,-18,-0.47,41.6,52.3,-10.7,-0.28,/en/squads/69236f98/2020-2021/Angers-Stats,2021
FRA-Ligue 1,2020,Bordeaux,28,27.6,38,3420,90,100,38.0,418,81.0,245.0,169,22,172,1.18,42,56,-14,-0.37,43.5,54.9,-11.4,-0.3,/en/squads/123f3efe/2020-2021/Bordeaux-Stats,2021
FRA-Ligue 1,2020,Brest,26,24.9,38,3420,90,100,38.0,418,84.0,269.0,146,17,194,1.08,50,66,-16,-0.42,50.0,58.1,-8.1,-0.21,/en/squads/fb08dbb3/2020-2021/Brest-Stats,2021
FRA-Ligue 1,2020,Dijon,33,25.7,38,3420,90,100,38.0,418,82.0,265.0,150,21,179,0.55,25,73,-48,-1.26,33.7,72.5,-38.8,-1.02,/en/squads/8dfb7350/2020-2021/Dijon-Stats,2021
FRA-Ligue 1,2020,Lens,27,26.4,38,3420,90,100,38.0,418,83.0,249.0,164,18,178,1.5,55,54,1,0.03,56.4,46.8,9.6,0.25,/en/squads/fd4e0f7d/2020-2021/Lens-Stats,2021
FRA-Ligue 1,2020,Lille,21,25.4,38,3420,90,100,38.0,418,83.0,247.0,169,18,170,2.18,64,23,41,1.08,48.5,29.8,18.7,0.49,/en/squads/cb188c0c/2020-2021/Lille-Stats,2021
FRA-Ligue 1,2020,Lorient,27,26.8,38,3420,90,100,38.0,418,82.0,253.0,163,19,179,1.11,50,68,-18,-0.47,48.6,52.5,-4.0,-0.1,/en/squads/d2c87802/2020-2021/Lorient-Stats,2021
FRA-Ligue 1,2020,Lyon,29,25.8,38,3420,90,100,38.0,418,81.0,237.0,175,20,161,2.0,81,43,38,1.0,81.4,41.5,39.9,1.05,/en/squads/d53c0b06/2020-2021/Lyon-Stats,2021
FRA-Ligue 1,2020,Marseille,31,27.2,38,3420,90,100,38.0,418,82.0,258.0,153,21,188,1.58,54,47,7,0.18,47.0,47.4,-0.4,-0.01,/en/squads/5725cc7b/2020-2021/Marseille-Stats,2021
FRA-Ligue 1,2020,Metz,27,25.7,38,3420,90,100,38.0,418,83.0,281.0,133,22,205,1.24,44,48,-4,-0.11,44.1,49.2,-5.2,-0.14,/en/squads/f83960ae/2020-2021/Metz-Stats,2021
FRA-Ligue 1,2020,Monaco,30,24.8,38,3420,90,100,38.0,418,81.0,235.0,180,21,160,2.05,76,42,34,0.89,68.7,34.6,34.1,0.9,/en/squads/fd6114db/2020-2021/Monaco-Stats,2021
FRA-Ligue 1,2020,Montpellier,25,28.0,38,3420,90,100,38.0,418,82.0,249.0,162,18,177,1.42,60,62,-2,-0.05,51.9,66.2,-14.3,-0.38,/en/squads/281b0e73/2020-2021/Montpellier-Stats,2021
FRA-Ligue 1,2020,Nantes,25,25.8,38,3420,90,100,38.0,418,83.0,275.0,139,19,202,1.05,47,55,-8,-0.21,49.0,53.6,-4.6,-0.12,/en/squads/d7a486cd/2020-2021/Nantes-Stats,2021
FRA-Ligue 1,2020,Nice,31,23.5,38,3420,90,100,38.0,418,83.0,277.0,137,21,196,1.37,50,53,-3,-0.08,48.0,55.6,-7.7,-0.2,/en/squads/132ebc33/2020-2021/Nice-Stats,2021
FRA-Ligue 1,2020,Nîmes,33,25.8,38,3420,90,100,38.0,418,83.0,269.0,148,19,190,0.92,40,71,-31,-0.82,43.3,64.2,-20.9,-0.55,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats,2021
FRA-Ligue 1,2020,Paris S-G,33,26.7,38,3420,90,100,38.0,418,82.0,254.0,160,20,179,2.16,86,28,58,1.53,80.1,40.6,39.5,1.04,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats,2021
FRA-Ligue 1,2020,Reims,29,24.6,38,3420,90,100,38.0,418,82.0,266.0,145,21,195,1.11,42,50,-8,-0.21,32.7,59.0,-26.3,-0.69,/en/squads/7fdd64e0/2020-2021/Reims-Stats,2021
FRA-Ligue 1,2020,Rennes,32,25.5,38,3420,90,100,38.0,418,82.0,259.0,154,20,187,1.53,52,40,12,0.32,47.8,38.1,9.7,0.26,/en/squads/b3072e00/2020-2021/Rennes-Stats,2021
FRA-Ligue 1,2020,Saint-Étienne,40,25.4,38,3420,90,100,38.0,418,80.0,242.0,176,23,164,1.21,42,54,-12,-0.32,48.7,50.1,-1.3,-0.04,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats,2021
FRA-Ligue 1,2020,Strasbourg,26,26.8,38,3420,90,100,38.0,418,84.0,271.0,144,17,196,1.11,49,58,-9,-0.24,52.8,50.7,2.1,0.06,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats,2021
FRA-Ligue 1,2021,Angers,30,27.4,38,3420,90,100,38.0,418,84.0,260.0,154,16,183,1.08,44,55,-11,-0.29,46.5,50.0,-3.6,-0.09,/en/squads/69236f98/2021-2022/Angers-Stats,2022
FRA-Ligue 1,2021,Bordeaux,39,25.7,38,3420,90,100,38.0,418,81.0,233.0,182,19,160,0.82,52,91,-39,-1.03,44.9,66.8,-21.9,-0.58,/en/squads/123f3efe/2021-2022/Bordeaux-Stats,2022
FRA-Ligue 1,2021,Brest,25,25.4,38,3420,90,100,38.0,418,83.0,270.0,146,19,185,1.26,49,57,-8,-0.21,43.4,56.3,-12.8,-0.34,/en/squads/fb08dbb3/2021-2022/Brest-Stats,2022
FRA-Ligue 1,2021,Clermont Foot,28,26.9,38,3420,90,100,38.0,418,82.0,253.0,159,19,183,0.95,38,69,-31,-0.82,44.4,52.4,-8.0,-0.21,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats,2022
FRA-Ligue 1,2021,Lens,28,26.1,38,3420,90,100,38.0,418,83.0,246.0,170,16,168,1.63,62,48,14,0.37,50.2,42.7,7.5,0.2,/en/squads/fd4e0f7d/2021-2022/Lens-Stats,2022
FRA-Ligue 1,2021,Lille,26,26.1,38,3420,90,100,38.0,418,83.0,269.0,145,18,181,1.45,48,48,0,0.0,50.5,39.9,10.6,0.28,/en/squads/cb188c0c/2021-2022/Lille-Stats,2022
FRA-Ligue 1,2021,Lorient,29,26.2,38,3420,90,100,38.0,418,83.0,263.0,153,17,190,0.95,35,63,-28,-0.74,41.3,50.5,-9.2,-0.24,/en/squads/d2c87802/2021-2022/Lorient-Stats,2022
FRA-Ligue 1,2021,Lyon,30,25.6,38,3420,90,100,38.0,418,82.0,275.0,139,22,184,1.63,66,51,15,0.39,66.9,54.6,12.4,0.33,/en/squads/d53c0b06/2021-2022/Lyon-Stats,2022
FRA-Ligue 1,2021,Marseille,27,25.0,38,3420,90,100,38.0,418,84.0,273.0,144,17,196,1.87,63,38,25,0.66,58.2,39.0,19.2,0.51,/en/squads/5725cc7b/2021-2022/Marseille-Stats,2022
FRA-Ligue 1,2021,Metz,36,25.9,38,3420,90,100,38.0,418,81.0,269.0,146,25,191,0.82,35,69,-34,-0.89,29.2,62.5,-33.4,-0.88,/en/squads/f83960ae/2021-2022/Metz-Stats,2022
FRA-Ligue 1,2021,Monaco,27,24.4,38,3420,90,100,38.0,418,81.0,246.0,168,21,173,1.82,65,40,25,0.66,59.3,40.3,19.0,0.5,/en/squads/fd6114db/2021-2022/Monaco-Stats,2022
FRA-Ligue 1,2021,Montpellier,26,25.8,38,3420,90,100,38.0,418,83.0,248.0,162,16,168,1.13,49,61,-12,-0.32,42.7,57.1,-14.4,-0.38,/en/squads/281b0e73/2021-2022/Montpellier-Stats,2022
FRA-Ligue 1,2021,Nantes,26,26.1,38,3420,90,100,38.0,418,83.0,256.0,159,17,170,1.45,55,48,7,0.18,45.5,52.7,-7.2,-0.19,/en/squads/d7a486cd/2021-2022/Nantes-Stats,2022
FRA-Ligue 1,2021,Nice,27,25.0,38,3420,90,100,38.0,418,81.0,245.0,169,20,171,1.76,52,36,16,0.42,55.6,42.5,13.1,0.35,/en/squads/132ebc33/2021-2022/Nice-Stats,2022
FRA-Ligue 1,2021,Paris S-G,36,27.8,38,3420,90,100,38.0,418,85.0,276.0,140,15,201,2.26,90,36,54,1.42,76.7,39.8,36.9,0.97,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats,2022
FRA-Ligue 1,2021,Reims,35,24.0,38,3420,90,100,38.0,418,79.0,247.0,168,27,174,1.21,43,44,-1,-0.03,37.7,46.4,-8.7,-0.23,/en/squads/7fdd64e0/2021-2022/Reims-Stats,2022
FRA-Ligue 1,2021,Rennes,28,25.3,38,3420,90,100,38.0,418,84.0,249.0,168,15,173,1.74,82,40,42,1.11,62.8,42.9,19.8,0.52,/en/squads/b3072e00/2021-2022/Rennes-Stats,2022
FRA-Ligue 1,2021,Saint-Étienne,39,25.1,38,3420,90,100,38.0,418,79.0,229.0,185,23,155,0.84,42,77,-35,-0.92,38.3,58.2,-19.9,-0.52,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats,2022
FRA-Ligue 1,2021,Strasbourg,26,27.0,38,3420,90,100,38.0,418,84.0,270.0,145,18,180,1.66,60,43,17,0.45,55.6,43.5,12.1,0.32,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats,2022
FRA-Ligue 1,2021,Troyes,35,27.1,38,3420,90,100,38.0,418,82.0,253.0,164,20,170,1.0,37,53,-16,-0.42,39.2,50.8,-11.5,-0.3,/en/squads/54195385/2021-2022/Troyes-Stats,2022
FRA-Ligue 1,2022,Ajaccio,36,29.1,38,3420,90,100,38.0,418,81.0,239.0,172,21,164,0.68,23,74,-51,-1.34,36.1,53.9,-17.8,-0.47,/en/squads/7a54bb4f/Ajaccio-Stats,2023
FRA-Ligue 1,2022,Angers,33,25.7,38,3420,90,100,38.0,418,81.0,256.0,157,22,184,0.47,33,81,-48,-1.26,40.9,61.7,-20.8,-0.55,/en/squads/69236f98/Angers-Stats,2023
FRA-Ligue 1,2022,Auxerre,33,27.3,38,3420,90,100,38.0,418,82.0,255.0,159,19,182,0.92,35,63,-28,-0.74,42.7,58.9,-16.2,-0.43,/en/squads/5ae09109/Auxerre-Stats,2023
FRA-Ligue 1,2022,Brest,29,26.6,38,3420,90,100,38.0,418,83.0,258.0,160,19,167,1.16,44,54,-10,-0.26,43.3,56.0,-12.7,-0.33,/en/squads/fb08dbb3/Brest-Stats,2023
FRA-Ligue 1,2022,Clermont Foot,28,27.2,38,3420,90,100,38.0,418,83.0,246.0,167,17,168,1.55,45,49,-4,-0.11,47.5,58.2,-10.7,-0.28,/en/squads/d9676424/Clermont-Foot-Stats,2023
FRA-Ligue 1,2022,Lens,29,26.4,38,3420,90,100,38.0,418,82.0,247.0,169,18,173,2.21,68,29,39,1.03,66.9,43.3,23.6,0.62,/en/squads/fd4e0f7d/Lens-Stats,2023
FRA-Ligue 1,2022,Lille,26,26.0,38,3420,90,100,38.0,418,84.0,276.0,142,19,194,1.76,65,44,21,0.55,68.7,40.5,28.2,0.74,/en/squads/cb188c0c/Lille-Stats,2023
FRA-Ligue 1,2022,Lorient,30,25.2,38,3420,90,100,38.0,418,83.0,270.0,145,20,195,1.45,52,53,-1,-0.03,44.5,58.2,-13.6,-0.36,/en/squads/d2c87802/Lorient-Stats,2023
FRA-Ligue 1,2022,Lyon,29,25.5,38,3420,90,100,38.0,418,83.0,274.0,141,21,188,1.63,65,47,18,0.47,61.1,51.7,9.5,0.25,/en/squads/d53c0b06/Lyon-Stats,2023
FRA-Ligue 1,2022,Marseille,30,27.3,38,3420,90,100,38.0,418,81.0,254.0,163,22,157,1.92,67,40,27,0.71,65.3,42.5,22.8,0.6,/en/squads/5725cc7b/Marseille-Stats,2023
FRA-Ligue 1,2022,Monaco,27,24.7,38,3420,90,100,38.0,418,81.0,260.0,155,23,187,1.71,70,58,12,0.32,62.1,53.2,8.9,0.23,/en/squads/fd6114db/Monaco-Stats,2023
FRA-Ligue 1,2022,Montpellier,31,26.0,38,3420,90,100,38.0,418,81.0,239.0,170,21,166,1.32,65,62,3,0.08,52.2,62.2,-10.0,-0.26,/en/squads/281b0e73/Montpellier-Stats,2023
FRA-Ligue 1,2022,Nantes,29,26.7,38,3420,90,100,38.0,418,81.0,239.0,176,20,147,0.95,37,55,-18,-0.47,42.8,52.4,-9.7,-0.25,/en/squads/d7a486cd/Nantes-Stats,2023
FRA-Ligue 1,2022,Nice,34,26.5,38,3420,90,100,38.0,418,81.0,255.0,162,22,176,1.53,48,37,11,0.29,57.2,44.6,12.6,0.33,/en/squads/132ebc33/Nice-Stats,2023
FRA-Ligue 1,2022,Paris S-G,26,26.9,38,3420,90,100,38.0,418,82.0,266.0,149,20,180,2.24,89,40,49,1.29,78.2,48.3,29.9,0.79,/en/squads/e2d8892c/Paris-Saint-Germain-Stats,2023
FRA-Ligue 1,2022,Reims,34,24.9,38,3420,90,100,38.0,418,82.0,248.0,162,19,179,1.34,45,45,0,0.0,61.5,52.7,8.9,0.23,/en/squads/7fdd64e0/Reims-Stats,2023
FRA-Ligue 1,2022,Rennes,32,25.2,38,3420,90,100,38.0,418,82.0,242.0,174,19,167,1.79,69,39,30,0.79,61.4,44.1,17.3,0.45,/en/squads/b3072e00/Rennes-Stats,2023
FRA-Ligue 1,2022,Strasbourg,29,27.3,38,3420,90,100,38.0,418,81.0,250.0,161,22,169,1.05,51,59,-8,-0.21,48.5,55.4,-6.8,-0.18,/en/squads/c0d3eab4/Strasbourg-Stats,2023
FRA-Ligue 1,2022,Toulouse,29,25.1,38,3420,90,100,38.0,418,82.0,253.0,162,20,180,1.26,51,57,-6,-0.16,52.5,57.0,-4.5,-0.12,/en/squads/3f8c4b5f/Toulouse-Stats,2023
FRA-Ligue 1,2022,Troyes,32,25.8,38,3420,90,100,38.0,418,83.0,273.0,141,21,192,0.63,45,81,-36,-0.95,39.1,78.0,-38.9,-1.02,/en/squads/54195385/Troyes-Stats,2023
GER-Bundesliga,2017,Augsburg,27,26.6,34,3060,90,100,34.0,374,,,95,0,143,1.21,43,46,-3,-0.09,44.7,41.4,3.3,0.1,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,2018
GER-Bundesliga,2017,Bayern Munich,28,27.4,34,3060,90,100,34.0,374,,,102,0,134,2.47,92,28,64,1.88,75.8,31.7,44.1,1.3,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,2018
GER-Bundesliga,2017,Dortmund,30,25.9,34,3060,90,100,34.0,374,,,95,0,141,1.62,64,47,17,0.5,66.0,42.2,23.8,0.7,/en/squads/add600ae/2017-2018/Dortmund-Stats,2018
GER-Bundesliga,2017,Eint Frankfurt,28,26.4,34,3060,90,100,34.0,374,,,101,0,137,1.44,45,45,0,0.0,42.2,41.7,0.5,0.01,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,2018
GER-Bundesliga,2017,Freiburg,29,24.8,34,3060,90,100,34.0,374,,,96,0,142,1.06,32,56,-24,-0.71,39.6,46.1,-6.6,-0.19,/en/squads/a486e511/2017-2018/Freiburg-Stats,2018
GER-Bundesliga,2017,Hamburger SV,29,25.0,34,3060,90,100,34.0,374,,,97,0,138,0.91,29,53,-24,-0.71,37.7,55.9,-18.2,-0.54,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,2018
GER-Bundesliga,2017,Hannover 96,26,26.4,34,3060,90,100,34.0,374,,,100,0,136,1.15,44,54,-10,-0.29,44.6,55.6,-11.0,-0.32,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,2018
GER-Bundesliga,2017,Hertha BSC,25,26.4,34,3060,90,100,34.0,374,,,95,0,142,1.26,43,46,-3,-0.09,39.2,44.3,-5.1,-0.15,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,2018
GER-Bundesliga,2017,Hoffenheim,26,25.0,34,3060,90,100,34.0,374,,,102,0,136,1.62,66,48,18,0.53,50.5,47.2,3.3,0.1,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,2018
GER-Bundesliga,2017,Köln,31,25.3,34,3060,90,100,34.0,374,,,101,0,136,0.65,35,70,-35,-1.03,43.2,67.4,-24.1,-0.71,/en/squads/bc357bf7/2017-2018/Koln-Stats,2018
GER-Bundesliga,2017,Leverkusen,24,24.0,34,3060,90,100,34.0,374,,,102,0,135,1.62,58,44,14,0.41,57.5,38.9,18.6,0.55,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,2018
GER-Bundesliga,2017,M'Gladbach,27,25.7,34,3060,90,100,34.0,374,,,97,0,140,1.38,47,52,-5,-0.15,51.1,52.0,-0.8,-0.02,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,2018
GER-Bundesliga,2017,Mainz 05,27,25.3,34,3060,90,100,34.0,374,,,101,0,137,1.06,38,52,-14,-0.41,35.4,47.9,-12.5,-0.37,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,2018
GER-Bundesliga,2017,RB Leipzig,23,23.4,34,3060,90,100,34.0,374,,,98,0,139,1.56,57,53,4,0.12,51.9,46.7,5.2,0.15,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,2018
GER-Bundesliga,2017,Schalke 04,24,26.1,34,3060,90,100,34.0,374,,,102,0,136,1.85,53,37,16,0.47,46.7,40.2,6.6,0.19,/en/squads/c539e393/2017-2018/Schalke-04-Stats,2018
GER-Bundesliga,2017,Stuttgart,26,25.6,34,3060,90,100,34.0,374,,,100,0,137,1.5,36,36,0,0.0,40.3,43.5,-3.1,-0.09,/en/squads/598bc722/2017-2018/Stuttgart-Stats,2018
GER-Bundesliga,2017,Werder Bremen,25,26.3,34,3060,90,100,34.0,374,,,97,0,140,1.24,37,40,-3,-0.09,38.9,45.1,-6.2,-0.18,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats,2018
GER-Bundesliga,2017,Wolfsburg,29,25.1,34,3060,90,100,34.0,374,,,91,0,147,0.97,36,48,-12,-0.35,34.2,52.0,-17.8,-0.52,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats,2018
GER-Bundesliga,2018,Augsburg,30,26.5,34,3060,90,100,34.0,374,85.0,,94,22,144,0.94,51,71,-20,-0.59,45.3,61.1,-15.8,-0.46,/en/squads/0cdc4311/2018-2019/Augsburg-Stats,2019
GER-Bundesliga,2018,Bayern Munich,24,27.4,34,3060,90,100,34.0,374,85.0,,102,20,133,2.29,88,32,56,1.65,85.6,27.2,58.4,1.72,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats,2019
GER-Bundesliga,2018,Dortmund,23,24.8,34,3060,90,100,34.0,374,85.0,,100,17,137,2.24,81,44,37,1.09,61.5,39.9,21.5,0.63,/en/squads/add600ae/2018-2019/Dortmund-Stats,2019
GER-Bundesliga,2018,Düsseldorf,24,26.9,34,3060,90,100,34.0,374,85.0,,97,19,140,1.29,49,65,-16,-0.47,47.1,62.4,-15.3,-0.45,/en/squads/b1278397/2018-2019/Dusseldorf-Stats,2019
GER-Bundesliga,2018,Eint Frankfurt,30,26.4,34,3060,90,100,34.0,374,84.0,,93,21,145,1.59,60,48,12,0.35,57.2,50.7,6.6,0.19,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats,2019
GER-Bundesliga,2018,Freiburg,28,25.8,34,3060,90,100,34.0,374,85.0,,101,20,137,1.06,46,61,-15,-0.44,40.9,61.1,-20.2,-0.6,/en/squads/a486e511/2018-2019/Freiburg-Stats,2019
GER-Bundesliga,2018,Hannover 96,32,26.3,34,3060,90,100,34.0,374,84.0,,97,22,141,0.62,31,71,-40,-1.18,37.2,67.8,-30.6,-0.9,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats,2019
