league,season,team,players_used,Age,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,url,nextSeason
ENG-Premier League,2018,Leicester City,25,25.9,38,3420,90,100,38.0,418,85.0,,111,18,155,1.37,51,48,3,0.08,52.4,43.7,8.7,0.23,/en/squads/a2d435b3/2018-2019/Leicester-City-Stats,2019
ENG-Premier League,2018,Liverpool,23,26.1,38,3420,90,100,38.0,418,86.0,,109,15,157,2.55,89,22,67,1.76,73.7,28.8,44.9,1.18,/en/squads/822bd0ba/2018-2019/Liverpool-Stats,2019
ENG-Premier League,2018,Manchester City,21,26.7,38,3420,90,100,38.0,418,86.0,,108,17,158,2.58,95,23,72,1.89,84.3,24.7,59.6,1.57,/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats,2019
ENG-Premier League,2018,Manchester Utd,28,26.3,38,3420,90,100,38.0,418,85.0,,112,20,154,1.74,65,54,11,0.29,61.4,50.6,10.8,0.29,/en/squads/19538871/2018-2019/Manchester-United-Stats,2019
ENG-Premier League,2018,Newcastle Utd,24,26.9,38,3420,90,100,38.0,418,86.0,,99,17,167,1.18,42,48,-6,-0.16,39.1,53.6,-14.5,-0.38,/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats,2019
ENG-Premier League,2018,Southampton,30,25.4,38,3420,90,100,38.0,418,85.0,,107,20,159,1.03,45,65,-20,-0.53,46.9,55.1,-8.2,-0.22,/en/squads/33c895d4/2018-2019/Southampton-Stats,2019
ENG-Premier League,2018,Tottenham,28,26.8,38,3420,90,100,38.0,418,86.0,,106,15,160,1.87,67,39,28,0.74,54.9,47.1,7.8,0.2,/en/squads/361ca564/2018-2019/Tottenham-Hotspur-Stats,2019
ENG-Premier League,2018,Watford,25,28.5,38,3420,90,100,38.0,418,85.0,,103,18,163,1.32,52,59,-7,-0.18,48.2,59.2,-11.0,-0.29,/en/squads/2abfe087/2018-2019/Watford-Stats,2019
ENG-Premier League,2018,West Ham,26,27.6,38,3420,90,100,38.0,418,84.0,,113,23,152,1.37,52,55,-3,-0.08,47.6,61.9,-14.3,-0.38,/en/squads/7c21e445/2018-2019/West-Ham-United-Stats,2019
ENG-Premier League,2018,Wolves,21,26.1,38,3420,90,100,38.0,418,85.0,,110,17,156,1.5,47,46,1,0.03,52.1,42.1,10.1,0.26,/en/squads/8cec06e1/2018-2019/Wolverhampton-Wanderers-Stats,2019
ENG-Premier League,2019,Arsenal,29,25.8,38,3420,90,100,38.0,418,83.0,,123,21,163,1.47,56,48,8,0.21,47.0,55.3,-8.3,-0.22,/en/squads/18bb7c10/2019-2020/Arsenal-Stats,2020
ENG-Premier League,2019,Aston Villa,28,25.7,38,3420,90,100,38.0,418,84.0,,113,22,173,0.92,41,67,-26,-0.68,44.3,67.8,-23.5,-0.62,/en/squads/8602292d/2019-2020/Aston-Villa-Stats,2020
ENG-Premier League,2019,Bournemouth,27,25.2,38,3420,90,100,38.0,418,84.0,,108,23,176,0.89,40,65,-25,-0.66,44.8,62.3,-17.5,-0.46,/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats,2020
ENG-Premier League,2019,Brighton,25,26.4,38,3420,90,100,38.0,418,84.0,,128,20,155,1.08,39,54,-15,-0.39,45.4,55.0,-9.5,-0.25,/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats,2020
ENG-Premier League,2019,Burnley,22,28.0,38,3420,90,100,38.0,418,86.0,,74,20,206,1.42,43,50,-7,-0.18,47.4,49.8,-2.4,-0.06,/en/squads/943e8050/2019-2020/Burnley-Stats,2020
ENG-Premier League,2019,Chelsea,27,25.5,38,3420,90,100,38.0,418,84.0,,117,20,166,1.74,69,54,15,0.39,69.2,38.6,30.6,0.81,/en/squads/cff3d9bb/2019-2020/Chelsea-Stats,2020
ENG-Premier League,2019,Crystal Palace,25,29.4,38,3420,90,100,38.0,418,85.0,,98,20,185,1.13,31,50,-19,-0.5,35.8,57.0,-21.2,-0.56,/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats,2020
ENG-Premier League,2019,Everton,24,25.5,38,3420,90,100,38.0,418,83.0,,120,24,164,1.29,44,56,-12,-0.32,50.8,48.3,2.5,0.07,/en/squads/d3fd31cc/2019-2020/Everton-Stats,2020
ENG-Premier League,2019,Leicester City,24,26.1,38,3420,90,100,38.0,418,84.0,,112,21,172,1.63,67,41,26,0.68,62.2,45.5,16.7,0.44,/en/squads/a2d435b3/2019-2020/Leicester-City-Stats,2020
ENG-Premier League,2019,Liverpool,24,26.6,38,3420,90,100,38.0,418,85.0,,127,17,157,2.61,85,33,52,1.37,68.9,37.7,31.2,0.82,/en/squads/822bd0ba/2019-2020/Liverpool-Stats,2020
ENG-Premier League,2019,Manchester City,24,26.9,38,3420,90,100,38.0,418,83.0,,120,22,166,2.13,102,35,67,1.76,92.0,36.2,55.7,1.47,/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats,2020
ENG-Premier League,2019,Manchester Utd,29,24.8,38,3420,90,100,38.0,418,85.0,,119,16,165,1.74,66,36,30,0.79,62.2,37.7,24.5,0.64,/en/squads/19538871/2019-2020/Manchester-United-Stats,2020
ENG-Premier League,2019,Newcastle Utd,28,26.5,38,3420,90,100,38.0,418,84.0,,118,20,166,1.16,38,58,-20,-0.53,35.5,65.6,-30.1,-0.79,/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats,2020
ENG-Premier League,2019,Norwich City,30,26.0,38,3420,90,100,38.0,418,85.0,,126,17,157,0.55,26,75,-49,-1.29,37.0,66.5,-29.5,-0.78,/en/squads/1c781004/2019-2020/Norwich-City-Stats,2020
ENG-Premier League,2019,Sheffield Utd,26,26.9,38,3420,90,100,38.0,418,84.0,,110,22,171,1.42,39,39,0,0.0,43.0,51.0,-7.9,-0.21,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats,2020
ENG-Premier League,2019,Southampton,25,25.9,38,3420,90,100,38.0,418,85.0,,111,18,171,1.37,51,60,-9,-0.24,56.1,52.8,3.3,0.09,/en/squads/33c895d4/2019-2020/Southampton-Stats,2020
ENG-Premier League,2019,Tottenham,29,26.7,38,3420,90,100,38.0,418,85.0,,113,18,171,1.55,61,47,14,0.37,47.9,54.2,-6.3,-0.17,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats,2020
ENG-Premier League,2019,Watford,26,28.9,38,3420,90,100,38.0,418,84.0,,113,20,171,0.89,36,64,-28,-0.74,48.9,58.1,-9.3,-0.24,/en/squads/2abfe087/2019-2020/Watford-Stats,2020
ENG-Premier League,2019,West Ham,29,27.4,38,3420,90,100,38.0,418,85.0,,107,21,177,1.03,49,62,-13,-0.34,48.6,63.8,-15.2,-0.4,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats,2020
ENG-Premier League,2019,Wolves,21,26.6,38,3420,90,100,38.0,418,86.0,,97,19,187,1.55,51,40,11,0.29,54.1,38.0,16.1,0.42,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats,2020
ENG-Premier League,2020,Arsenal,29,25.9,38,3420,90,100,38.0,418,84.0,301.0,114,19,201,1.61,55,39,16,0.42,51.8,43.0,8.8,0.23,/en/squads/18bb7c10/2020-2021/Arsenal-Stats,2021
ENG-Premier League,2020,Aston Villa,24,25.2,38,3420,90,100,38.0,418,86.0,324.0,91,17,229,1.45,55,46,9,0.24,52.5,51.1,1.4,0.04,/en/squads/8602292d/2020-2021/Aston-Villa-Stats,2021
ENG-Premier League,2020,Brighton,27,25.8,38,3420,90,100,38.0,418,85.0,305.0,108,20,208,1.08,40,46,-6,-0.16,50.9,35.3,15.6,0.41,/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats,2021
ENG-Premier League,2020,Burnley,25,28.3,38,3420,90,100,38.0,418,86.0,339.0,81,19,235,1.03,33,55,-22,-0.58,39.3,54.7,-15.4,-0.4,/en/squads/943e8050/2020-2021/Burnley-Stats,2021
ENG-Premier League,2020,Chelsea,27,26.0,38,3420,90,100,38.0,418,84.0,308.0,108,22,208,1.76,58,36,22,0.58,62.4,30.3,32.2,0.85,/en/squads/cff3d9bb/2020-2021/Chelsea-Stats,2021
ENG-Premier League,2020,Crystal Palace,24,29.1,38,3420,90,100,38.0,418,86.0,321.0,95,17,208,1.16,41,66,-25,-0.66,34.1,58.2,-24.2,-0.64,/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats,2021
ENG-Premier League,2020,Everton,29,26.3,38,3420,90,100,38.0,418,85.0,310.0,106,19,206,1.55,47,48,-1,-0.03,45.7,50.1,-4.5,-0.12,/en/squads/d3fd31cc/2020-2021/Everton-Stats,2021
ENG-Premier League,2020,Fulham,28,25.2,38,3420,90,100,38.0,418,85.0,306.0,110,19,203,0.74,27,53,-26,-0.68,40.5,52.6,-12.1,-0.32,/en/squads/fd962109/2020-2021/Fulham-Stats,2021
ENG-Premier League,2020,Leeds United,23,26.1,38,3420,90,100,38.0,418,83.0,312.0,107,25,209,1.55,62,54,8,0.21,55.6,57.9,-2.2,-0.06,/en/squads/5bfb9659/2020-2021/Leeds-United-Stats,2021
ENG-Premier League,2020,Leicester City,27,26.5,38,3420,90,100,38.0,418,85.0,320.0,99,22,216,1.74,68,50,18,0.47,55.8,46.0,9.8,0.26,/en/squads/a2d435b3/2020-2021/Leicester-City-Stats,2021
ENG-Premier League,2020,Liverpool,28,26.8,38,3420,90,100,38.0,418,85.0,314.0,104,19,212,1.82,68,42,26,0.68,67.5,43.0,24.5,0.65,/en/squads/822bd0ba/2020-2021/Liverpool-Stats,2021
ENG-Premier League,2020,Manchester City,24,26.1,38,3420,90,100,38.0,418,86.0,339.0,77,22,240,2.26,83,32,51,1.34,68.2,30.2,38.0,1.0,/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats,2021
ENG-Premier League,2020,Manchester Utd,29,25.6,38,3420,90,100,38.0,418,86.0,318.0,99,18,219,1.95,73,44,29,0.76,60.1,41.5,18.6,0.49,/en/squads/19538871/2020-2021/Manchester-United-Stats,2021
ENG-Premier League,2020,Newcastle Utd,27,27.1,38,3420,90,100,38.0,418,85.0,306.0,109,19,209,1.18,46,62,-16,-0.42,43.4,58.3,-14.9,-0.39,/en/squads/b2b47a98/2020-2021/Newcastle-United-Stats,2021
ENG-Premier League,2020,Sheffield Utd,27,26.7,38,3420,90,100,38.0,418,83.0,315.0,103,25,198,0.61,20,63,-43,-1.13,32.6,62.2,-29.6,-0.78,/en/squads/1df6b87e/2020-2021/Sheffield-United-Stats,2021
ENG-Premier League,2020,Southampton,29,26.6,38,3420,90,100,38.0,418,85.0,314.0,101,19,215,1.13,47,68,-21,-0.55,41.2,53.1,-11.8,-0.31,/en/squads/33c895d4/2020-2021/Southampton-Stats,2021
ENG-Premier League,2020,Tottenham,24,27.2,38,3420,90,100,38.0,418,85.0,305.0,112,20,204,1.63,68,45,23,0.61,53.1,49.1,4.0,0.1,/en/squads/361ca564/2020-2021/Tottenham-Hotspur-Stats,2021
ENG-Premier League,2020,West Brom,30,26.4,38,3420,90,100,38.0,418,84.0,311.0,104,22,211,0.68,35,76,-41,-1.08,35.8,67.9,-32.0,-0.84,/en/squads/60c6b05f/2020-2021/West-Bromwich-Albion-Stats,2021
ENG-Premier League,2020,West Ham,24,27.8,38,3420,90,100,38.0,418,86.0,316.0,99,17,214,1.71,62,47,15,0.39,55.4,48.7,6.7,0.18,/en/squads/7c21e445/2020-2021/West-Ham-United-Stats,2021
ENG-Premier League,2020,Wolves,27,26.3,38,3420,90,100,38.0,418,85.0,313.0,106,19,204,1.18,36,52,-16,-0.42,36.5,49.5,-13.0,-0.34,/en/squads/8cec06e1/2020-2021/Wolverhampton-Wanderers-Stats,2021
ENG-Premier League,2021,Arsenal,27,24.4,38,3420,90,100,38.0,418,85.0,304.0,110,17,232,1.82,61,48,13,0.34,60.5,45.7,14.9,0.39,/en/squads/18bb7c10/2021-2022/Arsenal-Stats,2022
ENG-Premier League,2021,Aston Villa,31,26.1,38,3420,90,100,38.0,418,85.0,304.0,113,20,228,1.18,52,54,-2,-0.05,44.0,49.0,-4.9,-0.13,/en/squads/8602292d/2021-2022/Aston-Villa-Stats,2022
ENG-Premier League,2021,Brentford,29,25.4,38,3420,90,100,38.0,418,84.0,304.0,114,22,223,1.21,48,56,-8,-0.21,45.8,48.5,-2.7,-0.07,/en/squads/cd051869/2021-2022/Brentford-Stats,2022
ENG-Premier League,2021,Brighton,26,26.2,38,3420,90,100,38.0,418,84.0,308.0,111,22,231,1.34,42,44,-2,-0.05,46.2,42.9,3.3,0.09,/en/squads/d07537b9/2021-2022/Brighton-and-Hove-Albion-Stats,2022
ENG-Premier League,2021,Burnley,23,28.5,38,3420,90,100,38.0,418,86.0,321.0,96,19,244,0.92,34,53,-19,-0.5,39.7,57.1,-17.4,-0.46,/en/squads/943e8050/2021-2022/Burnley-Stats,2022
ENG-Premier League,2021,Chelsea,26,27.4,38,3420,90,100,38.0,418,84.0,306.0,111,22,226,1.95,76,33,43,1.13,63.4,33.2,30.1,0.79,/en/squads/cff3d9bb/2021-2022/Chelsea-Stats,2022
ENG-Premier League,2021,Crystal Palace,24,27.1,38,3420,90,100,38.0,418,85.0,309.0,108,18,229,1.26,50,46,4,0.11,46.4,40.7,5.7,0.15,/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats,2022
ENG-Premier League,2021,Everton,33,26.7,38,3420,90,100,38.0,418,85.0,317.0,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37,/en/squads/d3fd31cc/2021-2022/Everton-Stats,2022
ENG-Premier League,2021,Leeds United,29,26.1,38,3420,90,100,38.0,418,82.0,312.0,106,29,234,1.0,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62,/en/squads/5bfb9659/2021-2022/Leeds-United-Stats,2022
ENG-Premier League,2021,Leicester City,28,26.5,38,3420,90,100,38.0,418,84.0,308.0,109,23,232,1.37,62,59,3,0.08,47.8,59.3,-11.5,-0.3,/en/squads/a2d435b3/2021-2022/Leicester-City-Stats,2022
ENG-Premier League,2021,Liverpool,27,27.7,38,3420,90,100,38.0,418,85.0,306.0,111,19,231,2.42,94,26,68,1.79,88.7,33.8,54.9,1.45,/en/squads/822bd0ba/2021-2022/Liverpool-Stats,2022
ENG-Premier League,2021,Manchester City,26,27.0,38,3420,90,100,38.0,418,86.0,338.0,79,20,261,2.45,99,26,73,1.92,88.7,24.6,64.0,1.68,/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats,2022
ENG-Premier League,2021,Manchester Utd,29,27.2,38,3420,90,100,38.0,418,85.0,303.0,114,20,227,1.53,57,57,0,0.0,55.8,53.0,2.8,0.07,/en/squads/19538871/2021-2022/Manchester-United-Stats,2022
ENG-Premier League,2021,Newcastle Utd,29,27.5,38,3420,90,100,38.0,418,85.0,309.0,108,18,233,1.29,44,62,-18,-0.47,38.1,57.1,-19.0,-0.5,/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats,2022
ENG-Premier League,2021,Norwich City,28,26.2,38,3420,90,100,38.0,418,84.0,304.0,114,21,227,0.58,23,84,-61,-1.61,32.3,75.5,-43.2,-1.14,/en/squads/1c781004/2021-2022/Norwich-City-Stats,2022
ENG-Premier League,2021,Southampton,25,25.7,38,3420,90,100,38.0,418,85.0,307.0,110,19,232,1.05,43,67,-24,-0.63,44.8,60.0,-15.2,-0.4,/en/squads/33c895d4/2021-2022/Southampton-Stats,2022
ENG-Premier League,2021,Tottenham,25,26.5,38,3420,90,100,38.0,418,85.0,311.0,106,18,236,1.87,69,40,29,0.76,61.2,39.3,21.9,0.58,/en/squads/361ca564/2021-2022/Tottenham-Hotspur-Stats,2022
ENG-Premier League,2021,Watford,30,28.4,38,3420,90,100,38.0,418,84.0,309.0,106,23,234,0.61,34,77,-43,-1.13,40.0,64.5,-24.5,-0.64,/en/squads/2abfe087/2021-2022/Watford-Stats,2022
ENG-Premier League,2021,West Ham,25,28.2,38,3420,90,100,38.0,418,86.0,320.0,95,17,247,1.47,60,51,9,0.24,51.4,53.5,-2.1,-0.06,/en/squads/7c21e445/2021-2022/West-Ham-United-Stats,2022
ENG-Premier League,2021,Wolves,26,27.3,38,3420,90,100,38.0,418,86.0,310.0,107,16,230,1.34,38,43,-5,-0.13,37.5,56.9,-19.4,-0.51,/en/squads/8cec06e1/2021-2022/Wolverhampton-Wanderers-Stats,2022
ENG-Premier League,2022,Arsenal,26,24.7,38,3420,90,100,38.0,418,85.0,270.0,150,15,192,2.21,88,43,45,1.18,71.9,42.0,29.9,0.79,/en/squads/18bb7c10/Arsenal-Stats,2023
ENG-Premier League,2022,Aston Villa,26,27.0,38,3420,90,100,38.0,418,83.0,274.0,144,20,193,1.61,51,46,5,0.13,50.2,52.5,-2.2,-0.06,/en/squads/8602292d/Aston-Villa-Stats,2023
ENG-Premier League,2022,Bournemouth,31,26.3,38,3420,90,100,38.0,418,84.0,279.0,141,19,201,1.03,37,71,-34,-0.89,38.6,63.9,-25.3,-0.67,/en/squads/4ba7cbea/Bournemouth-Stats,2023
ENG-Premier League,2022,Brentford,25,26.2,38,3420,90,100,38.0,418,82.0,247.0,171,19,171,1.55,58,46,12,0.32,56.8,49.9,6.8,0.18,/en/squads/cd051869/Brentford-Stats,2023
ENG-Premier League,2022,Brighton,29,26.3,38,3420,90,100,38.0,418,83.0,277.0,143,19,199,1.63,72,53,19,0.5,73.3,50.2,23.1,0.61,/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats,2023
ENG-Premier League,2022,Chelsea,32,26.3,38,3420,90,100,38.0,418,81.0,243.0,173,22,169,1.16,38,47,-9,-0.24,49.5,52.5,-3.0,-0.08,/en/squads/cff3d9bb/Chelsea-Stats,2023
ENG-Premier League,2022,Crystal Palace,26,26.7,38,3420,90,100,38.0,418,84.0,277.0,138,17,204,1.18,40,49,-9,-0.24,39.3,48.1,-8.8,-0.23,/en/squads/47c64c55/Crystal-Palace-Stats,2023
ENG-Premier League,2022,Everton,28,26.6,38,3420,90,100,38.0,418,84.0,300.0,116,20,225,0.95,34,57,-23,-0.61,45.2,65.7,-20.5,-0.54,/en/squads/d3fd31cc/Everton-Stats,2023
ENG-Premier League,2022,Fulham,29,28.2,38,3420,90,100,38.0,418,84.0,265.0,152,15,190,1.37,55,53,2,0.05,46.2,63.8,-17.6,-0.46,/en/squads/fd962109/Fulham-Stats,2023
ENG-Premier League,2022,Leeds United,29,25.3,38,3420,90,100,38.0,418,82.0,260.0,157,21,185,0.82,48,78,-30,-0.79,47.4,67.2,-19.8,-0.52,/en/squads/5bfb9659/Leeds-United-Stats,2023
ENG-Premier League,2022,Leicester City,28,26.1,38,3420,90,100,38.0,418,82.0,278.0,138,23,203,0.89,51,68,-17,-0.45,50.6,63.4,-12.8,-0.34,/en/squads/a2d435b3/Leicester-City-Stats,2023
ENG-Premier League,2022,Liverpool,28,27.4,38,3420,90,100,38.0,418,82.0,253.0,164,20,178,1.76,75,47,28,0.74,72.6,50.9,21.7,0.57,/en/squads/822bd0ba/Liverpool-Stats,2023
ENG-Premier League,2022,Manchester City,24,27.2,38,3420,90,100,38.0,418,84.0,294.0,123,19,219,2.34,94,33,61,1.61,78.7,32.1,46.6,1.23,/en/squads/b8fd03ef/Manchester-City-Stats,2023
ENG-Premier League,2022,Manchester Utd,26,26.9,38,3420,90,100,38.0,418,83.0,269.0,149,19,192,1.97,58,43,15,0.39,67.7,50.4,17.3,0.45,/en/squads/19538871/Manchester-United-Stats,2023
ENG-Premier League,2022,Newcastle Utd,27,27.3,38,3420,90,100,38.0,418,84.0,263.0,155,16,185,1.87,68,33,35,0.92,72.0,39.6,32.4,0.85,/en/squads/b2b47a98/Newcastle-United-Stats,2023
ENG-Premier League,2022,Nott'ham Forest,33,26.5,38,3420,90,100,38.0,418,82.0,261.0,159,21,183,1.0,38,68,-30,-0.79,39.3,64.2,-24.9,-0.66,/en/squads/e4a775cb/Nottingham-Forest-Stats,2023
ENG-Premier League,2022,Southampton,36,24.7,38,3420,90,100,38.0,418,81.0,243.0,175,22,167,0.66,36,73,-37,-0.97,37.7,61.0,-23.3,-0.61,/en/squads/33c895d4/Southampton-Stats,2023
ENG-Premier League,2022,Tottenham,29,27.6,38,3420,90,100,38.0,418,85.0,278.0,140,15,202,1.58,70,63,7,0.18,57.1,49.7,7.4,0.2,/en/squads/361ca564/Tottenham-Hotspur-Stats,2023
ENG-Premier League,2022,West Ham,25,28.2,38,3420,90,100,38.0,418,84.0,286.0,132,20,204,1.05,42,55,-13,-0.34,49.2,53.0,-3.9,-0.1,/en/squads/7c21e445/West-Ham-United-Stats,2023
ENG-Premier League,2022,Wolves,32,26.7,38,3420,90,100,38.0,418,80.0,248.0,165,24,175,1.08,31,58,-27,-0.71,36.8,59.9,-23.1,-0.61,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats,2023
ESP-La Liga,2017,Alavés,30,25.5,38,3420,90,100,38.0,418,85.0,303.0,111,20,154,1.24,40,50,-10,-0.26,38.5,55.9,-17.4,-0.46,/en/squads/8d6fd021/2017-2018/Alaves-Stats,2018
ESP-La Liga,2017,Athletic Club,26,26.7,38,3420,90,100,38.0,418,85.0,312.0,106,22,160,1.13,41,49,-8,-0.21,49.7,50.3,-0.6,-0.02,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats,2018
ESP-La Liga,2017,Atlético Madrid,26,26.6,38,3420,90,100,38.0,418,83.0,304.0,110,24,156,2.08,58,22,36,0.95,50.2,35.8,14.4,0.38,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats,2018
ESP-La Liga,2017,Barcelona,25,27.7,38,3420,90,100,38.0,418,84.0,305.0,111,21,155,2.45,99,29,70,1.84,83.5,41.9,41.6,1.09,/en/squads/206d90db/2017-2018/Barcelona-Stats,2018
ESP-La Liga,2017,Betis,29,27.1,38,3420,90,100,38.0,418,84.0,302.0,113,21,153,1.58,60,61,-1,-0.03,46.0,49.0,-3.1,-0.08,/en/squads/fc536746/2017-2018/Real-Betis-Stats,2018
ESP-La Liga,2017,Celta Vigo,23,25.7,38,3420,90,100,38.0,418,85.0,308.0,109,19,157,1.29,59,60,-1,-0.03,55.0,55.3,-0.3,-0.01,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats,2018
ESP-La Liga,2017,Eibar,27,27.4,38,3420,90,100,38.0,418,84.0,303.0,113,20,153,1.34,44,50,-6,-0.16,40.9,44.4,-3.5,-0.09,/en/squads/bea5c710/2017-2018/Eibar-Stats,2018
ESP-La Liga,2017,Espanyol,25,26.8,38,3420,90,100,38.0,418,84.0,312.0,105,25,161,1.29,36,42,-6,-0.16,41.1,52.3,-11.1,-0.29,/en/squads/a8661628/2017-2018/Espanyol-Stats,2018
ESP-La Liga,2017,Getafe,32,28.2,38,3420,90,100,38.0,418,84.0,300.0,113,19,153,1.45,42,33,9,0.24,48.2,39.7,8.5,0.22,/en/squads/7848bd64/2017-2018/Getafe-Stats,2018
ESP-La Liga,2017,Girona,25,26.3,38,3420,90,100,38.0,418,85.0,312.0,106,19,159,1.34,50,59,-9,-0.24,50.6,50.4,0.2,0.01,/en/squads/9024a00a/2017-2018/Girona-Stats,2018
ESP-La Liga,2017,La Coruña,32,28.2,38,3420,90,100,38.0,418,84.0,303.0,113,22,150,0.76,38,76,-38,-1.0,51.6,58.7,-7.1,-0.19,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats,2018
ESP-La Liga,2017,Las Palmas,36,27.0,38,3420,90,100,38.0,418,84.0,309.0,106,24,160,0.58,24,74,-50,-1.32,38.5,70.5,-32.0,-0.84,/en/squads/0049d422/2017-2018/Las-Palmas-Stats,2018
ESP-La Liga,2017,Leganés,28,27.8,38,3420,90,100,38.0,418,84.0,304.0,109,23,157,1.13,34,51,-17,-0.45,39.9,47.6,-7.6,-0.2,/en/squads/7c6f2c78/2017-2018/Leganes-Stats,2018
ESP-La Liga,2017,Levante,33,25.7,38,3420,90,100,38.0,418,83.0,303.0,112,25,151,1.21,44,58,-14,-0.37,44.7,63.6,-18.8,-0.5,/en/squads/9800b6a1/2017-2018/Levante-Stats,2018
ESP-La Liga,2017,Málaga,37,27.2,38,3420,90,100,38.0,418,83.0,299.0,113,23,152,0.53,24,61,-37,-0.97,38.4,59.4,-21.0,-0.55,/en/squads/1c896955/2017-2018/Malaga-Stats,2018
ESP-La Liga,2017,Real Madrid,24,27.1,38,3420,90,100,38.0,418,85.0,308.0,105,20,161,2.0,94,44,50,1.32,85.4,43.2,42.2,1.11,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats,2018
ESP-La Liga,2017,Real Sociedad,27,25.9,38,3420,90,100,38.0,418,85.0,306.0,108,20,158,1.29,66,59,7,0.18,53.7,50.5,3.1,0.08,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats,2018
ESP-La Liga,2017,Sevilla,31,27.1,38,3420,90,100,38.0,418,84.0,303.0,114,22,152,1.53,49,58,-9,-0.24,59.5,54.4,5.2,0.14,/en/squads/ad2be733/2017-2018/Sevilla-Stats,2018
ESP-La Liga,2017,Valencia,25,24.8,38,3420,90,100,38.0,418,85.0,306.0,107,18,159,1.92,65,38,27,0.71,56.0,48.3,7.7,0.2,/en/squads/dcc91a7b/2017-2018/Valencia-Stats,2018
ESP-La Liga,2017,Villarreal,32,26.6,38,3420,90,100,38.0,418,84.0,299.0,112,22,153,1.61,57,50,7,0.18,53.3,53.4,-0.1,0.0,/en/squads/2a8183b3/2017-2018/Villarreal-Stats,2018
ESP-La Liga,2018,Alavés,26,26.7,38,3420,90,100,38.0,418,85.0,,113,17,153,1.32,39,50,-11,-0.29,41.1,53.2,-12.1,-0.32,/en/squads/8d6fd021/2018-2019/Alaves-Stats,2019
ESP-La Liga,2018,Athletic Club,27,27.6,38,3420,90,100,38.0,418,85.0,,113,19,153,1.39,41,45,-4,-0.11,43.4,45.7,-2.3,-0.06,/en/squads/2b390eca/2018-2019/Athletic-Club-Stats,2019
ESP-La Liga,2018,Atlético Madrid,29,26.4,38,3420,90,100,38.0,418,83.0,,105,26,160,2.0,55,29,26,0.68,47.3,41.9,5.4,0.14,/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats,2019
ESP-La Liga,2018,Barcelona,30,27.7,38,3420,90,100,38.0,418,84.0,,112,21,154,2.29,90,36,54,1.42,75.8,45.3,30.5,0.8,/en/squads/206d90db/2018-2019/Barcelona-Stats,2019
ESP-La Liga,2018,Betis,25,26.7,38,3420,90,100,38.0,418,84.0,,113,21,153,1.32,44,52,-8,-0.21,47.1,49.4,-2.4,-0.06,/en/squads/fc536746/2018-2019/Real-Betis-Stats,2019
ESP-La Liga,2018,Celta Vigo,28,25.5,38,3420,90,100,38.0,418,85.0,,110,18,156,1.08,53,62,-9,-0.24,46.5,60.9,-14.4,-0.38,/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats,2019
ESP-La Liga,2018,Eibar,25,28.5,38,3420,90,100,38.0,418,85.0,,111,19,154,1.24,46,50,-4,-0.11,54.8,45.9,9.0,0.24,/en/squads/bea5c710/2018-2019/Eibar-Stats,2019
ESP-La Liga,2018,Espanyol,25,27.7,38,3420,90,100,38.0,418,85.0,,114,18,152,1.39,48,50,-2,-0.05,48.9,53.8,-4.9,-0.13,/en/squads/a8661628/2018-2019/Espanyol-Stats,2019
