league,season,team,players_used,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,url,nextSeason
FRA-Ligue 1,2022,Reims,34,38.0,17565,15706,1774,475,72,140,707,777,178,56,79,0,13670,85,354,/en/squads/7fdd64e0/Reims-Stats,2023
FRA-Ligue 1,2022,Rennes,32,38.0,21193,19509,1630,464,51,104,564,683,174,63,78,0,17618,54,354,/en/squads/b3072e00/Rennes-Stats,2023
FRA-Ligue 1,2022,Strasbourg,29,38.0,17277,15473,1761,555,49,131,647,740,143,45,75,1,13337,43,324,/en/squads/c0d3eab4/Strasbourg-Stats,2023
FRA-Ligue 1,2022,Toulouse,29,38.0,19236,17352,1810,453,38,201,660,739,201,71,113,0,15392,74,422,/en/squads/3f8c4b5f/Toulouse-Stats,2023
FRA-Ligue 1,2022,Troyes,32,38.0,16193,14416,1720,477,35,128,517,650,148,79,35,0,12751,57,327,/en/squads/54195385/Troyes-Stats,2023
GER-Bundesliga,2017,Augsburg,27,34.0,14448,12602,1776,437,9,101,757,804,174,65,96,0,10252,70,413,/en/squads/0cdc4311/2017-2018/Augsburg-Stats,2018
GER-Bundesliga,2017,Bayern Munich,28,34.0,24122,22484,1571,439,23,272,893,668,223,82,112,3,20569,67,383,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats,2018
GER-Bundesliga,2017,Dortmund,30,34.0,20632,18736,1813,540,23,117,585,786,162,69,60,12,16710,83,369,/en/squads/add600ae/2017-2018/Dortmund-Stats,2018
GER-Bundesliga,2017,Eint Frankfurt,28,34.0,15568,13652,1831,572,19,152,586,783,158,51,92,1,11467,85,440,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats,2018
GER-Bundesliga,2017,Freiburg,29,34.0,15106,13296,1770,490,9,132,471,735,127,45,65,4,11137,40,414,/en/squads/a486e511/2017-2018/Freiburg-Stats,2018
GER-Bundesliga,2017,Hamburger SV,29,34.0,15211,13163,1987,524,13,112,668,910,203,73,81,0,10836,61,475,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats,2018
GER-Bundesliga,2017,Hannover 96,26,34.0,15033,13075,1905,559,9,90,579,825,134,55,69,5,10896,53,442,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats,2018
GER-Bundesliga,2017,Hertha BSC,25,34.0,15682,13938,1697,519,7,129,528,694,127,24,85,4,11790,47,400,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats,2018
GER-Bundesliga,2017,Hoffenheim,26,34.0,17437,15696,1663,506,24,111,592,657,158,65,71,0,13876,78,413,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats,2018
GER-Bundesliga,2017,Köln,31,34.0,15875,14008,1786,532,6,107,663,681,173,74,90,4,11807,81,426,/en/squads/bc357bf7/2017-2018/Koln-Stats,2018
GER-Bundesliga,2017,Leverkusen,24,34.0,18621,16757,1806,522,31,174,658,779,172,112,51,2,14731,58,458,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats,2018
GER-Bundesliga,2017,M'Gladbach,27,34.0,18200,16381,1746,469,23,129,490,744,168,27,124,1,14595,73,426,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats,2018
GER-Bundesliga,2017,Mainz 05,27,34.0,14181,12344,1770,461,7,131,546,791,148,85,51,0,10267,67,372,/en/squads/a224b06a/2017-2018/Mainz-05-Stats,2018
GER-Bundesliga,2017,RB Leipzig,23,34.0,18354,16360,1907,574,53,55,521,865,168,74,67,3,14318,87,443,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats,2018
GER-Bundesliga,2017,Schalke 04,24,34.0,15744,13937,1726,535,18,89,583,735,140,25,106,5,12134,81,362,/en/squads/c539e393/2017-2018/Schalke-04-Stats,2018
GER-Bundesliga,2017,Stuttgart,26,34.0,16172,14329,1771,488,10,76,610,773,142,59,74,2,12150,72,374,/en/squads/598bc722/2017-2018/Stuttgart-Stats,2018
GER-Bundesliga,2017,Werder Bremen,25,34.0,16175,14285,1821,507,9,181,655,803,181,71,86,4,12065,69,485,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats,2018
GER-Bundesliga,2017,Wolfsburg,29,34.0,16577,14824,1696,542,9,184,556,654,131,56,61,4,12870,57,364,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats,2018
GER-Bundesliga,2018,Augsburg,30,34.0,15066,13300,1681,411,22,146,603,750,142,37,79,10,10999,85,380,/en/squads/0cdc4311/2018-2019/Augsburg-Stats,2019
GER-Bundesliga,2018,Bayern Munich,24,34.0,23944,22241,1615,385,47,209,777,712,287,112,125,2,20441,88,396,/en/squads/054efa67/2018-2019/Bayern-Munich-Stats,2019
GER-Bundesliga,2018,Dortmund,23,34.0,22172,20416,1690,457,63,139,458,752,168,54,77,1,18779,66,390,/en/squads/add600ae/2018-2019/Dortmund-Stats,2019
GER-Bundesliga,2018,Düsseldorf,24,34.0,14623,12897,1677,457,26,218,544,649,144,34,91,3,11056,49,301,/en/squads/b1278397/2018-2019/Dusseldorf-Stats,2019
GER-Bundesliga,2018,Eint Frankfurt,30,34.0,14928,13127,1720,454,52,109,678,769,179,65,64,0,10568,81,379,/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats,2019
GER-Bundesliga,2018,Freiburg,28,34.0,14903,13145,1707,449,19,175,528,679,150,90,38,1,11389,51,322,/en/squads/a486e511/2018-2019/Freiburg-Stats,2019
GER-Bundesliga,2018,Hannover 96,32,34.0,15117,13278,1781,481,12,93,522,743,143,57,81,2,11348,58,357,/en/squads/60b5e41f/2018-2019/Hannover-96-Stats,2019
GER-Bundesliga,2018,Hertha BSC,26,34.0,16140,14358,1707,447,25,131,554,714,146,34,98,1,12348,75,325,/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats,2019
GER-Bundesliga,2018,Hoffenheim,29,34.0,18031,16338,1627,413,32,113,667,695,182,76,84,0,14436,66,378,/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats,2019
GER-Bundesliga,2018,Leverkusen,21,34.0,22081,20354,1662,453,30,169,633,728,189,94,78,1,18245,65,429,/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats,2019
GER-Bundesliga,2018,M'Gladbach,22,34.0,19093,17411,1612,421,27,174,565,666,189,67,91,2,15736,70,329,/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats,2019
GER-Bundesliga,2018,Mainz 05,28,34.0,15327,13529,1715,412,42,164,646,770,150,45,92,5,11451,83,341,/en/squads/a224b06a/2018-2019/Mainz-05-Stats,2019
GER-Bundesliga,2018,Nürnberg,27,34.0,14199,12455,1691,418,20,130,495,686,151,50,84,5,10558,53,303,/en/squads/6f2c108c/2018-2019/Nurnberg-Stats,2019
GER-Bundesliga,2018,RB Leipzig,23,34.0,16841,14905,1849,515,54,78,616,852,190,59,101,0,12448,87,409,/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats,2019
GER-Bundesliga,2018,Schalke 04,32,34.0,14474,12723,1672,442,24,101,521,734,155,24,128,1,10812,79,315,/en/squads/c539e393/2018-2019/Schalke-04-Stats,2019
GER-Bundesliga,2018,Stuttgart,26,34.0,15209,13362,1780,475,18,117,727,727,169,64,91,0,11198,67,346,/en/squads/598bc722/2018-2019/Stuttgart-Stats,2019
GER-Bundesliga,2018,Werder Bremen,24,34.0,18331,16553,1738,449,31,129,676,729,168,91,66,0,14383,40,410,/en/squads/62add3bf/2018-2019/Werder-Bremen-Stats,2019
GER-Bundesliga,2018,Wolfsburg,25,34.0,17159,15333,1759,482,30,250,682,744,175,65,64,5,13184,67,382,/en/squads/4eaa11d7/2018-2019/Wolfsburg-Stats,2019
GER-Bundesliga,2019,Augsburg,28,34.0,12287,10461,1745,441,18,118,479,772,133,59,60,0,8439,81,339,/en/squads/0cdc4311/2019-2020/Augsburg-Stats,2020
GER-Bundesliga,2019,Bayern Munich,29,34.0,24273,22488,1707,444,69,180,850,767,240,91,100,0,20587,78,347,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats,2020
GER-Bundesliga,2019,Dortmund,27,34.0,24071,22420,1595,410,63,188,510,694,190,64,77,2,20601,56,353,/en/squads/add600ae/2019-2020/Dortmund-Stats,2020
GER-Bundesliga,2019,Düsseldorf,28,34.0,15164,13381,1727,493,19,225,705,730,148,27,98,0,11367,56,296,/en/squads/b1278397/2019-2020/Dusseldorf-Stats,2020
GER-Bundesliga,2019,Eint Frankfurt,27,34.0,16602,14737,1808,457,16,126,892,813,213,64,120,1,12302,57,375,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats,2020
GER-Bundesliga,2019,Freiburg,26,34.0,15762,13890,1816,454,31,152,649,766,151,96,35,1,12085,56,349,/en/squads/a486e511/2019-2020/Freiburg-Stats,2020
GER-Bundesliga,2019,Hertha BSC,32,34.0,14961,13249,1655,423,13,184,527,742,125,37,72,2,11361,57,302,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats,2020
GER-Bundesliga,2019,Hoffenheim,31,34.0,17932,16146,1725,472,40,89,579,700,174,58,98,3,14392,61,339,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats,2020
GER-Bundesliga,2019,Köln,29,34.0,15108,13248,1785,475,33,106,708,735,175,77,79,2,11195,75,314,/en/squads/bc357bf7/2019-2020/Koln-Stats,2020
GER-Bundesliga,2019,Leverkusen,24,34.0,22954,21080,1782,475,40,124,713,782,215,127,68,2,19042,92,368,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats,2020
GER-Bundesliga,2019,M'Gladbach,25,34.0,17974,16127,1756,488,52,107,570,742,172,90,48,2,14321,91,305,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats,2020
GER-Bundesliga,2019,Mainz 05,25,34.0,13997,12153,1774,435,38,108,615,751,174,74,89,1,10245,70,249,/en/squads/a224b06a/2019-2020/Mainz-05-Stats,2020
GER-Bundesliga,2019,Paderborn 07,27,34.0,15172,13237,1873,422,21,172,572,885,176,80,69,2,11502,62,415,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats,2020
GER-Bundesliga,2019,RB Leipzig,29,34.0,20063,18285,1700,466,48,117,628,738,188,92,67,1,16241,78,363,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats,2020
GER-Bundesliga,2019,Schalke 04,29,34.0,15752,13909,1762,445,33,105,472,807,152,17,110,2,12014,81,332,/en/squads/c539e393/2019-2020/Schalke-04-Stats,2020
GER-Bundesliga,2019,Union Berlin,26,34.0,13664,11861,1739,439,13,47,628,796,137,65,61,2,9451,64,317,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats,2020
GER-Bundesliga,2019,Werder Bremen,30,34.0,16729,14830,1846,528,17,101,601,745,160,68,78,2,12893,53,350,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats,2020
GER-Bundesliga,2019,Wolfsburg,26,34.0,15677,13799,1806,444,37,138,651,876,167,51,73,6,11610,72,344,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats,2020
GER-Bundesliga,2020,Arminia,26,34.0,14604,12895,1660,493,13,114,471,714,118,54,43,1,10582,49,274,/en/squads/247c4b67/2020-2021/Arminia-Stats,2021
GER-Bundesliga,2020,Augsburg,25,34.0,14168,12411,1690,497,17,114,500,690,121,69,38,0,10257,67,337,/en/squads/0cdc4311/2020-2021/Augsburg-Stats,2021
GER-Bundesliga,2020,Bayern Munich,29,34.0,22039,20252,1713,477,23,160,828,727,237,108,86,0,18358,74,370,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats,2021
GER-Bundesliga,2020,Dortmund,26,34.0,22396,20771,1556,396,41,150,532,674,173,65,73,0,18812,69,316,/en/squads/add600ae/2020-2021/Dortmund-Stats,2021
GER-Bundesliga,2020,Eint Frankfurt,25,34.0,18424,16631,1724,440,20,86,776,714,206,79,78,0,14241,69,321,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats,2021
GER-Bundesliga,2020,Freiburg,24,34.0,15960,14251,1653,426,15,155,636,721,123,54,50,0,12177,56,338,/en/squads/a486e511/2020-2021/Freiburg-Stats,2021
GER-Bundesliga,2020,Hertha BSC,32,34.0,16169,14352,1740,460,16,155,585,751,152,59,61,1,12566,77,312,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats,2021
GER-Bundesliga,2020,Hoffenheim,30,34.0,18046,16275,1722,509,15,151,658,745,156,52,60,1,14269,49,374,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats,2021
GER-Bundesliga,2020,Köln,28,34.0,15870,14088,1725,490,10,105,655,756,135,60,53,1,11954,57,331,/en/squads/bc357bf7/2020-2021/Koln-Stats,2021
GER-Bundesliga,2020,Leverkusen,30,34.0,21683,19980,1631,409,17,152,674,733,184,65,75,0,17887,72,361,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats,2021
GER-Bundesliga,2020,M'Gladbach,23,34.0,18955,17199,1674,473,29,107,561,676,177,66,94,0,15207,82,342,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats,2021
GER-Bundesliga,2020,Mainz 05,31,34.0,13776,11989,1730,425,22,80,605,808,130,58,59,0,9531,57,339,/en/squads/a224b06a/2020-2021/Mainz-05-Stats,2021
GER-Bundesliga,2020,RB Leipzig,25,34.0,21450,19713,1656,472,19,99,649,761,185,90,68,0,17500,81,338,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats,2021
GER-Bundesliga,2020,Schalke 04,42,34.0,14706,12891,1747,486,19,123,425,715,124,46,71,0,11084,68,321,/en/squads/c539e393/2020-2021/Schalke-04-Stats,2021
GER-Bundesliga,2020,Stuttgart,29,34.0,17768,15983,1730,474,23,113,539,723,155,59,77,2,14115,55,356,/en/squads/598bc722/2020-2021/Stuttgart-Stats,2021
GER-Bundesliga,2020,Union Berlin,27,34.0,15951,14267,1600,420,15,97,640,728,140,63,70,2,11859,84,321,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats,2021
GER-Bundesliga,2020,Werder Bremen,27,34.0,15559,13764,1727,536,11,142,548,706,116,40,61,0,11648,68,298,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats,2021
GER-Bundesliga,2020,Wolfsburg,26,34.0,17236,15503,1656,431,20,118,643,759,176,92,48,0,13133,77,348,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats,2021
GER-Bundesliga,2021,Arminia,26,34.0,13511,11765,1692,385,25,69,487,743,147,67,48,1,9382,54,325,/en/squads/247c4b67/2021-2022/Arminia-Stats,2022
GER-Bundesliga,2021,Augsburg,26,34.0,13035,11240,1722,415,28,159,592,784,145,56,82,1,9181,73,293,/en/squads/0cdc4311/2021-2022/Augsburg-Stats,2022
GER-Bundesliga,2021,Bayern Munich,30,34.0,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats,2022
GER-Bundesliga,2021,Bochum,28,34.0,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261,/en/squads/b42c6323/2021-2022/Bochum-Stats,2022
GER-Bundesliga,2021,Dortmund,33,34.0,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314,/en/squads/add600ae/2021-2022/Dortmund-Stats,2022
GER-Bundesliga,2021,Eint Frankfurt,27,34.0,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats,2022
GER-Bundesliga,2021,Freiburg,26,34.0,15652,13970,1624,421,33,120,633,672,181,116,44,1,11641,58,328,/en/squads/a486e511/2021-2022/Freiburg-Stats,2022
GER-Bundesliga,2021,Greuther Fürth,29,34.0,13971,12140,1762,482,24,54,478,738,138,92,37,4,10180,69,325,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats,2022
GER-Bundesliga,2021,Hertha BSC,36,34.0,14077,12218,1786,516,30,94,505,746,141,64,66,0,10314,73,321,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats,2022
GER-Bundesliga,2021,Hoffenheim,32,34.0,18141,16308,1763,445,36,91,703,798,190,90,52,0,14323,70,350,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats,2022
GER-Bundesliga,2021,Köln,26,34.0,16910,14957,1886,536,26,124,829,833,181,99,57,0,12636,67,374,/en/squads/bc357bf7/2021-2022/Koln-Stats,2022
GER-Bundesliga,2021,Leverkusen,29,34.0,18338,16593,1681,380,80,89,537,726,194,96,71,1,14735,64,328,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats,2022
GER-Bundesliga,2021,M'Gladbach,26,34.0,17978,16210,1697,535,74,89,440,681,152,60,66,3,14537,71,315,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats,2022
GER-Bundesliga,2021,Mainz 05,28,34.0,15000,13190,1747,415,23,60,598,818,178,101,64,0,10773,63,306,/en/squads/a224b06a/2021-2022/Mainz-05-Stats,2022
GER-Bundesliga,2021,RB Leipzig,29,34.0,19771,18099,1606,504,70,63,523,644,162,72,54,0,16163,66,315,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats,2022
GER-Bundesliga,2021,Stuttgart,34,34.0,17353,15564,1736,452,42,192,550,762,148,29,98,1,13753,53,305,/en/squads/598bc722/2021-2022/Stuttgart-Stats,2022
GER-Bundesliga,2021,Union Berlin,28,34.0,14818,13166,1588,366,31,59,663,742,138,49,71,2,10673,64,325,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats,2022
GER-Bundesliga,2021,Wolfsburg,30,34.0,16439,14701,1664,455,44,153,619,721,147,100,34,1,12596,74,289,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats,2022
GER-Bundesliga,2022,Augsburg,34,34.0,12742,10915,1769,428,30,73,548,745,166,78,81,1,8422,58,332,/en/squads/0cdc4311/Augsburg-Stats,2023
GER-Bundesliga,2022,Bayern Munich,28,34.0,22716,21104,1528,378,78,115,603,657,229,92,106,4,19404,84,312,/en/squads/054efa67/Bayern-Munich-Stats,2023
GER-Bundesliga,2022,Bochum,26,34.0,13549,11775,1708,412,31,72,568,768,141,65,53,1,9209,66,278,/en/squads/b42c6323/Bochum-Stats,2023
GER-Bundesliga,2022,Dortmund,30,34.0,19889,18132,1716,475,44,213,677,699,227,73,112,4,16445,41,376,/en/squads/add600ae/Dortmund-Stats,2023
GER-Bundesliga,2022,Eint Frankfurt,28,34.0,17975,16179,1726,437,46,70,616,786,189,99,50,1,13930,70,383,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats,2023
GER-Bundesliga,2022,Freiburg,27,34.0,15533,13934,1542,454,24,116,547,603,141,82,44,0,11653,57,307,/en/squads/a486e511/Freiburg-Stats,2023
GER-Bundesliga,2022,Hertha BSC,32,34.0,12800,11022,1720,468,28,100,516,756,147,45,79,0,8876,58,292,/en/squads/2818f8bc/Hertha-BSC-Stats,2023
GER-Bundesliga,2022,Hoffenheim,31,34.0,15564,13750,1736,418,17,119,577,784,161,45,74,4,11754,78,323,/en/squads/033ea6b8/Hoffenheim-Stats,2023
GER-Bundesliga,2022,Köln,27,34.0,16367,14542,1757,409,20,62,790,811,205,87,81,0,12242,68,409,/en/squads/bc357bf7/Koln-Stats,2023
GER-Bundesliga,2022,Leverkusen,27,34.0,18206,16529,1626,468,59,72,461,678,139,66,49,0,14683,51,298,/en/squads/c7a9f859/Bayer-Leverkusen-Stats,2023
GER-Bundesliga,2022,M'Gladbach,27,34.0,18854,17035,1747,532,64,60,441,684,151,60,73,1,15516,72,384,/en/squads/32f3ee20/Monchengladbach-Stats,2023
GER-Bundesliga,2022,Mainz 05,27,34.0,14492,12764,1654,365,25,97,610,795,155,96,49,0,10075,74,356,/en/squads/a224b06a/Mainz-05-Stats,2023
GER-Bundesliga,2022,RB Leipzig,25,34.0,20529,18813,1636,437,99,120,489,748,167,50,74,2,16911,80,400,/en/squads/acbb6a5b/RB-Leipzig-Stats,2023
GER-Bundesliga,2022,Schalke 04,35,34.0,13360,11517,1773,445,29,62,764,786,169,79,77,4,9234,70,351,/en/squads/c539e393/Schalke-04-Stats,2023
GER-Bundesliga,2022,Stuttgart,30,34.0,16987,15298,1633,450,37,188,597,711,156,57,83,0,13460,56,310,/en/squads/598bc722/Stuttgart-Stats,2023
GER-Bundesliga,2022,Union Berlin,28,34.0,14418,12762,1594,378,26,46,708,763,165,78,60,0,10312,62,329,/en/squads/7a41008f/Union-Berlin-Stats,2023
GER-Bundesliga,2022,Werder Bremen,25,34.0,16554,14903,1586,449,39,164,514,639,109,27,53,1,12443,65,324,/en/squads/62add3bf/Werder-Bremen-Stats,2023
GER-Bundesliga,2022,Wolfsburg,28,34.0,16129,14311,1768,544,38,133,568,696,153,107,38,0,12571,50,315,/en/squads/4eaa11d7/Wolfsburg-Stats,2023
ITA-Serie A,2017,Atalanta,25,38.0,21308,19223,2006,530,30,288,751,887,230,90,114,6,16953,79,422,/en/squads/922493f3/2017-2018/Atalanta-Stats,2018
ITA-Serie A,2017,Benevento,41,38.0,17943,15966,1894,562,38,169,661,700,166,71,66,3,14277,83,352,/en/squads/4fcb34fd/2017-2018/Benevento-Stats,2018
ITA-Serie A,2017,Bologna,30,38.0,17588,15529,1993,538,28,179,553,840,150,123,15,0,13650,66,405,/en/squads/1d8099f8/2017-2018/Bologna-Stats,2018
ITA-Serie A,2017,Cagliari,29,38.0,16722,14566,2072,552,21,145,732,867,179,77,77,1,12229,84,369,/en/squads/c4260e09/2017-2018/Cagliari-Stats,2018
ITA-Serie A,2017,Chievo,25,38.0,16994,14945,1947,531,20,176,801,779,147,87,51,1,12721,102,340,/en/squads/cc919b35/2017-2018/Chievo-Stats,2018
ITA-Serie A,2017,Crotone,29,38.0,14929,12922,1919,520,17,98,635,806,134,77,38,1,10315,88,398,/en/squads/3074d7b1/2017-2018/Crotone-Stats,2018
ITA-Serie A,2017,Fiorentina,27,38.0,19625,17631,1912,492,62,113,823,846,210,56,135,3,15445,82,367,/en/squads/421387cf/2017-2018/Fiorentina-Stats,2018
ITA-Serie A,2017,Genoa,33,38.0,17652,15620,1946,510,32,131,769,818,183,95,63,2,13335,86,405,/en/squads/658bf2de/2017-2018/Genoa-Stats,2018
ITA-Serie A,2017,Hellas Verona,32,38.0,15669,13636,1954,482,19,187,665,791,143,41,68,3,11540,79,369,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats,2018
ITA-Serie A,2017,Inter,22,38.0,22926,20927,1905,470,57,169,1042,766,289,93,109,7,18939,94,427,/en/squads/d609edc0/2017-2018/Internazionale-Stats,2018
ITA-Serie A,2017,Juventus,24,38.0,23688,21897,1712,507,55,330,672,711,186,54,65,7,20215,79,386,/en/squads/e0652b02/2017-2018/Juventus-Stats,2018
ITA-Serie A,2017,Lazio,24,38.0,20347,18446,1804,403,87,159,734,789,217,88,89,9,16436,97,442,/en/squads/7213da33/2017-2018/Lazio-Stats,2018
ITA-Serie A,2017,Milan,23,38.0,21918,19865,1965,588,28,255,872,786,244,120,54,2,18086,88,401,/en/squads/dc56fe14/2017-2018/Milan-Stats,2018
ITA-Serie A,2017,Napoli,23,38.0,29387,27433,1874,456,95,180,672,871,240,118,55,16,25306,80,424,/en/squads/d48ad4ff/2017-2018/Napoli-Stats,2018
ITA-Serie A,2017,Roma,27,38.0,21620,19551,1998,558,55,243,962,854,261,119,82,1,17482,71,435,/en/squads/cf74a709/2017-2018/Roma-Stats,2018
ITA-Serie A,2017,SPAL,29,38.0,15961,13830,2040,688,15,152,727,728,175,49,88,3,12213,91,367,/en/squads/1d2fe027/2017-2018/SPAL-Stats,2018
ITA-Serie A,2017,Sampdoria,27,38.0,20378,18291,2033,613,39,105,777,780,223,126,73,2,16259,54,402,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats,2018
ITA-Serie A,2017,Sassuolo,28,38.0,15909,13777,2052,624,77,144,793,825,196,99,69,4,11605,80,405,/en/squads/e2befd26/2017-2018/Sassuolo-Stats,2018
ITA-Serie A,2017,Torino,27,38.0,18605,16432,2102,601,30,214,612,917,173,72,52,3,14584,71,431,/en/squads/105360fe/2017-2018/Torino-Stats,2018
ITA-Serie A,2017,Udinese,27,38.0,16838,14802,1976,468,32,129,711,890,175,70,75,2,12720,60,358,/en/squads/04eea015/2017-2018/Udinese-Stats,2018
ITA-Serie A,2018,Atalanta,27,38.0,22141,20066,2004,584,47,212,801,822,242,122,107,2,18142,71,406,/en/squads/922493f3/2018-2019/Atalanta-Stats,2019
ITA-Serie A,2018,Bologna,29,38.0,15954,13825,2046,560,11,110,737,832,207,107,41,3,12019,83,369,/en/squads/1d8099f8/2018-2019/Bologna-Stats,2019
ITA-Serie A,2018,Cagliari,30,38.0,18871,16789,2024,547,31,153,794,826,190,74,96,3,14474,58,369,/en/squads/c4260e09/2018-2019/Cagliari-Stats,2019
ITA-Serie A,2018,Chievo,36,38.0,16525,14562,1885,528,17,169,677,760,131,51,48,3,12531,78,354,/en/squads/cc919b35/2018-2019/Chievo-Stats,2019
ITA-Serie A,2018,Empoli,29,38.0,18410,16384,1949,535,38,175,636,772,187,69,76,4,14608,77,385,/en/squads/a3d88bd8/2018-2019/Empoli-Stats,2019
ITA-Serie A,2018,Fiorentina,27,38.0,17283,15287,1948,564,42,140,780,761,236,53,131,2,13307,48,341,/en/squads/421387cf/2018-2019/Fiorentina-Stats,2019
ITA-Serie A,2018,Frosinone,33,38.0,15608,13580,1955,584,15,167,815,748,160,65,66,3,11532,73,385,/en/squads/6a7ad59d/2018-2019/Frosinone-Stats,2019
ITA-Serie A,2018,Genoa,31,38.0,15427,13430,1932,543,27,100,797,775,186,48,113,0,11171,65,320,/en/squads/658bf2de/2018-2019/Genoa-Stats,2019
ITA-Serie A,2018,Inter,23,38.0,23425,21373,1988,551,50,228,1092,801,301,126,97,2,19523,64,394,/en/squads/d609edc0/2018-2019/Internazionale-Stats,2019
ITA-Serie A,2018,Juventus,31,38.0,21878,20038,1765,494,52,322,867,672,244,88,86,3,18333,75,351,/en/squads/e0652b02/2018-2019/Juventus-Stats,2019
ITA-Serie A,2018,Lazio,30,38.0,19752,17919,1736,429,51,167,738,723,226,76,113,2,15807,97,372,/en/squads/7213da33/2018-2019/Lazio-Stats,2019
ITA-Serie A,2018,Milan,23,38.0,21047,19053,1931,534,32,233,752,769,230,112,46,1,17537,63,345,/en/squads/dc56fe14/2018-2019/Milan-Stats,2019
ITA-Serie A,2018,Napoli,26,38.0,24763,22856,1822,484,59,233,774,733,255,95,91,2,21096,85,383,/en/squads/d48ad4ff/2018-2019/Napoli-Stats,2019
ITA-Serie A,2018,Parma,31,38.0,13707,11696,1920,464,27,122,511,731,144,80,46,1,9920,91,345,/en/squads/eab4234c/2018-2019/Parma-Stats,2019
ITA-Serie A,2018,Roma,26,38.0,19082,17109,1923,521,45,210,855,783,228,74,105,1,15305,50,332,/en/squads/cf74a709/2018-2019/Roma-Stats,2019
ITA-Serie A,2018,SPAL,28,38.0,17829,15788,2004,666,7,122,863,713,196,85,78,1,14255,37,397,/en/squads/1d2fe027/2018-2019/SPAL-Stats,2019
ITA-Serie A,2018,Sampdoria,24,38.0,21032,19073,1889,625,44,123,641,696,168,94,45,0,17067,70,405,/en/squads/8ff9e3b3/2018-2019/Sampdoria-Stats,2019
ITA-Serie A,2018,Sassuolo,29,38.0,20009,17981,1955,621,50,143,660,737,185,62,112,3,16386,73,381,/en/squads/e2befd26/2018-2019/Sassuolo-Stats,2019
