league,season,team,players_used,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,url,nextSeason
ESP-La Liga,2019,Barcelona,28,38.0,536,323,216,223,97,211,501,42.1,290,313,87,226,342,878,529,16,/en/squads/206d90db/2019-2020/Barcelona-Stats,2020
ESP-La Liga,2019,Betis,27,38.0,501,299,276,173,52,221,511,43.2,290,336,119,217,302,803,682,8,/en/squads/fc536746/2019-2020/Real-Betis-Stats,2020
ESP-La Liga,2019,Celta Vigo,30,38.0,589,357,344,193,52,251,615,40.8,364,345,89,256,396,985,807,12,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats,2020
ESP-La Liga,2019,Eibar,26,38.0,567,338,240,228,99,264,607,43.5,343,332,81,251,430,997,692,8,/en/squads/bea5c710/2019-2020/Eibar-Stats,2020
ESP-La Liga,2019,Espanyol,31,38.0,628,364,303,253,72,257,701,36.7,444,380,96,284,360,988,731,17,/en/squads/a8661628/2019-2020/Espanyol-Stats,2020
ESP-La Liga,2019,Getafe,30,38.0,580,341,235,263,82,235,573,41.0,338,374,60,314,367,947,625,12,/en/squads/7848bd64/2019-2020/Getafe-Stats,2020
ESP-La Liga,2019,Granada,27,38.0,584,349,257,257,70,238,570,41.8,332,375,118,257,383,967,750,10,/en/squads/a0435291/2019-2020/Granada-Stats,2020
ESP-La Liga,2019,Leganés,29,38.0,603,357,317,215,71,254,610,41.6,356,320,73,247,418,1021,687,7,/en/squads/7c6f2c78/2019-2020/Leganes-Stats,2020
ESP-La Liga,2019,Levante,29,38.0,507,288,281,173,53,204,532,38.3,328,317,107,210,331,838,763,14,/en/squads/9800b6a1/2019-2020/Levante-Stats,2020
ESP-La Liga,2019,Mallorca,32,38.0,545,338,280,213,52,227,602,37.7,375,360,117,243,376,921,672,9,/en/squads/2aa12281/2019-2020/Mallorca-Stats,2020
ESP-La Liga,2019,Osasuna,31,38.0,613,361,275,267,71,267,617,43.3,350,385,98,287,417,1030,738,19,/en/squads/03c57e2b/2019-2020/Osasuna-Stats,2020
ESP-La Liga,2019,Real Madrid,26,38.0,586,355,252,253,81,226,595,38.0,369,367,77,290,381,967,590,13,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats,2020
ESP-La Liga,2019,Real Sociedad,27,38.0,551,321,254,224,73,252,573,44.0,321,346,79,267,320,871,694,12,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats,2020
ESP-La Liga,2019,Sevilla,26,38.0,587,344,274,246,67,261,661,39.5,400,331,94,237,346,933,704,10,/en/squads/ad2be733/2019-2020/Sevilla-Stats,2020
ESP-La Liga,2019,Valencia,28,38.0,500,311,270,173,57,232,589,39.4,357,334,130,204,360,860,748,12,/en/squads/dcc91a7b/2019-2020/Valencia-Stats,2020
ESP-La Liga,2019,Valladolid,30,38.0,568,327,316,204,48,239,672,35.6,433,391,112,279,390,958,749,13,/en/squads/17859612/2019-2020/Valladolid-Stats,2020
ESP-La Liga,2019,Villarreal,25,38.0,553,323,250,239,64,218,602,36.2,384,362,116,246,339,892,814,12,/en/squads/2a8183b3/2019-2020/Villarreal-Stats,2020
ESP-La Liga,2020,Alavés,30,38.0,499,292,263,181,55,197,565,34.9,368,341,90,251,427,926,766,8,/en/squads/8d6fd021/2020-2021/Alaves-Stats,2021
ESP-La Liga,2020,Athletic Club,27,38.0,462,269,194,200,68,168,516,32.6,348,341,74,267,344,806,684,9,/en/squads/2b390eca/2020-2021/Athletic-Club-Stats,2021
ESP-La Liga,2020,Atlético Madrid,25,38.0,622,367,291,253,78,296,631,46.9,335,361,83,278,386,1008,671,7,/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats,2021
ESP-La Liga,2020,Barcelona,25,38.0,499,293,223,195,81,224,522,42.9,298,325,70,255,361,860,429,16,/en/squads/206d90db/2020-2021/Barcelona-Stats,2021
ESP-La Liga,2020,Betis,25,38.0,556,315,274,221,61,211,556,37.9,345,362,74,288,453,1009,687,11,/en/squads/fc536746/2020-2021/Real-Betis-Stats,2021
ESP-La Liga,2020,Celta Vigo,30,38.0,662,368,332,259,71,238,694,34.3,456,399,89,310,405,1067,751,12,/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats,2021
ESP-La Liga,2020,Cádiz,34,38.0,573,317,305,216,52,247,607,40.7,360,368,99,269,437,1010,788,8,/en/squads/ee7c297c/2020-2021/Cadiz-Stats,2021
ESP-La Liga,2020,Eibar,30,38.0,514,309,228,204,82,203,518,39.2,315,360,63,297,434,948,593,11,/en/squads/bea5c710/2020-2021/Eibar-Stats,2021
ESP-La Liga,2020,Elche,30,38.0,551,336,324,189,38,210,577,36.4,367,357,97,260,386,937,689,10,/en/squads/6c8b07df/2020-2021/Elche-Stats,2021
ESP-La Liga,2020,Getafe,31,38.0,579,352,232,276,71,241,619,38.9,378,361,53,308,393,972,615,4,/en/squads/7848bd64/2020-2021/Getafe-Stats,2021
ESP-La Liga,2020,Granada,34,38.0,499,279,226,213,60,185,468,39.5,283,388,128,260,392,891,764,7,/en/squads/a0435291/2020-2021/Granada-Stats,2021
ESP-La Liga,2020,Huesca,27,38.0,556,321,309,191,56,239,579,41.3,340,342,83,259,437,993,616,7,/en/squads/c6c493e6/2020-2021/Huesca-Stats,2021
ESP-La Liga,2020,Levante,29,38.0,511,282,268,188,55,208,543,38.3,335,335,93,242,435,946,681,15,/en/squads/9800b6a1/2020-2021/Levante-Stats,2021
ESP-La Liga,2020,Osasuna,28,38.0,524,281,223,217,84,224,552,40.6,328,349,100,249,392,916,774,7,/en/squads/03c57e2b/2020-2021/Osasuna-Stats,2021
ESP-La Liga,2020,Real Madrid,30,38.0,531,318,266,188,77,192,532,36.1,340,344,83,261,398,929,544,12,/en/squads/53a2f082/2020-2021/Real-Madrid-Stats,2021
ESP-La Liga,2020,Real Sociedad,30,38.0,547,322,240,227,80,200,480,41.7,280,353,96,257,315,862,563,5,/en/squads/e31d1cd9/2020-2021/Real-Sociedad-Stats,2021
ESP-La Liga,2020,Sevilla,26,38.0,492,297,220,200,72,184,510,36.1,326,310,90,220,362,854,636,10,/en/squads/ad2be733/2020-2021/Sevilla-Stats,2021
ESP-La Liga,2020,Valencia,30,38.0,463,277,241,163,59,198,592,33.4,394,372,123,249,392,855,785,12,/en/squads/dcc91a7b/2020-2021/Valencia-Stats,2021
ESP-La Liga,2020,Valladolid,32,38.0,559,321,285,208,66,247,681,36.3,434,379,102,277,431,990,812,9,/en/squads/17859612/2020-2021/Valladolid-Stats,2021
ESP-La Liga,2020,Villarreal,29,38.0,539,313,256,205,78,239,588,40.6,349,358,101,257,371,910,638,17,/en/squads/2a8183b3/2020-2021/Villarreal-Stats,2021
ESP-La Liga,2021,Alavés,33,38.0,550,324,271,221,58,262,637,41.1,375,373,106,267,376,926,890,7,/en/squads/8d6fd021/2021-2022/Alaves-Stats,2022
ESP-La Liga,2021,Athletic Club,26,38.0,508,292,217,216,75,224,582,38.5,358,411,128,283,339,847,788,8,/en/squads/2b390eca/2021-2022/Athletic-Club-Stats,2022
ESP-La Liga,2021,Atlético Madrid,26,38.0,636,346,290,279,67,293,619,47.3,326,372,98,274,365,1001,649,14,/en/squads/db3b9613/2021-2022/Atletico-Madrid-Stats,2022
ESP-La Liga,2021,Barcelona,38,38.0,587,331,236,270,81,244,493,49.5,249,346,85,261,325,912,467,17,/en/squads/206d90db/2021-2022/Barcelona-Stats,2022
ESP-La Liga,2021,Betis,31,38.0,662,392,322,261,79,324,695,46.6,371,386,112,274,361,1023,777,11,/en/squads/fc536746/2021-2022/Real-Betis-Stats,2022
ESP-La Liga,2021,Celta Vigo,25,38.0,696,409,324,279,93,286,762,37.5,476,423,91,332,376,1072,634,11,/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats,2022
ESP-La Liga,2021,Cádiz,33,38.0,647,380,346,238,63,301,711,42.3,410,390,106,284,413,1060,768,5,/en/squads/ee7c297c/2021-2022/Cadiz-Stats,2022
ESP-La Liga,2021,Elche,28,38.0,589,325,335,191,63,268,622,43.1,354,367,126,241,305,894,769,14,/en/squads/6c8b07df/2021-2022/Elche-Stats,2022
ESP-La Liga,2021,Espanyol,34,38.0,557,338,308,196,53,275,646,42.6,371,360,114,246,326,883,892,20,/en/squads/a8661628/2021-2022/Espanyol-Stats,2022
ESP-La Liga,2021,Getafe,31,38.0,587,360,266,243,78,248,594,41.8,346,400,96,304,401,988,719,8,/en/squads/7848bd64/2021-2022/Getafe-Stats,2022
ESP-La Liga,2021,Granada,32,38.0,611,343,310,240,61,274,632,43.4,358,437,130,307,326,937,841,8,/en/squads/a0435291/2021-2022/Granada-Stats,2022
ESP-La Liga,2021,Levante,31,38.0,558,305,268,212,78,237,611,38.8,374,326,110,216,377,935,735,12,/en/squads/9800b6a1/2021-2022/Levante-Stats,2022
ESP-La Liga,2021,Mallorca,33,38.0,607,332,301,235,71,248,551,45.0,303,374,119,255,344,951,826,9,/en/squads/2aa12281/2021-2022/Mallorca-Stats,2022
ESP-La Liga,2021,Osasuna,29,38.0,577,331,270,236,71,251,598,42.0,347,340,115,225,368,945,758,5,/en/squads/03c57e2b/2021-2022/Osasuna-Stats,2022
ESP-La Liga,2021,Rayo Vallecano,28,38.0,621,359,320,237,64,280,688,40.7,408,410,95,315,365,986,686,9,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats,2022
ESP-La Liga,2021,Real Madrid,31,38.0,560,345,281,195,84,211,502,42.0,291,379,114,265,334,894,526,17,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats,2022
ESP-La Liga,2021,Real Sociedad,32,38.0,586,339,271,234,81,260,546,47.6,286,382,105,277,348,934,703,6,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats,2022
ESP-La Liga,2021,Sevilla,33,38.0,534,302,252,211,71,236,542,43.5,306,367,124,243,270,804,603,18,/en/squads/ad2be733/2021-2022/Sevilla-Stats,2022
ESP-La Liga,2021,Valencia,34,38.0,591,364,289,217,85,266,623,42.7,357,373,93,280,339,930,746,8,/en/squads/dcc91a7b/2021-2022/Valencia-Stats,2022
ESP-La Liga,2021,Villarreal,29,38.0,538,312,250,197,91,229,476,48.1,247,330,109,221,329,867,644,16,/en/squads/2a8183b3/2021-2022/Villarreal-Stats,2022
ESP-La Liga,2022,Almería,29,38.0,557,322,292,202,63,280,623,44.9,343,435,122,313,322,879,855,13,/en/squads/78ecf4bb/Almeria-Stats,2023
ESP-La Liga,2022,Athletic Club,26,38.0,608,369,267,254,87,322,642,50.2,320,415,95,320,310,918,598,14,/en/squads/2b390eca/Athletic-Club-Stats,2023
ESP-La Liga,2022,Atlético Madrid,27,38.0,667,408,332,245,90,334,685,48.8,351,396,103,293,304,971,704,9,/en/squads/db3b9613/Atletico-Madrid-Stats,2023
ESP-La Liga,2022,Barcelona,29,38.0,522,324,211,216,95,227,496,45.8,269,353,82,271,253,775,439,17,/en/squads/206d90db/Barcelona-Stats,2023
ESP-La Liga,2022,Betis,30,38.0,665,421,373,238,54,338,701,48.2,363,411,112,299,364,1029,857,7,/en/squads/fc536746/Real-Betis-Stats,2023
ESP-La Liga,2022,Celta Vigo,26,38.0,664,413,319,269,76,295,676,43.6,381,393,84,309,368,1032,666,5,/en/squads/f25da7fb/Celta-Vigo-Stats,2023
ESP-La Liga,2022,Cádiz,38,38.0,623,410,358,205,60,320,671,47.7,351,425,128,297,270,893,853,13,/en/squads/ee7c297c/Cadiz-Stats,2023
ESP-La Liga,2022,Elche,32,38.0,633,363,367,212,54,280,603,46.4,323,413,131,282,323,956,766,13,/en/squads/6c8b07df/Elche-Stats,2023
ESP-La Liga,2022,Espanyol,33,38.0,652,379,330,239,83,301,600,50.2,299,416,134,282,338,990,788,9,/en/squads/a8661628/Espanyol-Stats,2023
ESP-La Liga,2022,Getafe,25,38.0,541,339,282,199,60,285,619,46.0,334,404,113,291,320,861,794,10,/en/squads/7848bd64/Getafe-Stats,2023
ESP-La Liga,2022,Girona,29,38.0,551,321,271,213,67,244,532,45.9,288,379,111,268,266,817,662,20,/en/squads/9024a00a/Girona-Stats,2023
ESP-La Liga,2022,Mallorca,31,38.0,583,344,318,213,52,283,581,48.7,298,402,146,256,318,901,859,7,/en/squads/2aa12281/Mallorca-Stats,2023
ESP-La Liga,2022,Osasuna,26,38.0,534,328,256,196,82,266,588,45.2,322,392,97,295,315,849,749,10,/en/squads/03c57e2b/Osasuna-Stats,2023
ESP-La Liga,2022,Rayo Vallecano,28,38.0,636,393,262,276,98,281,664,42.3,383,428,92,336,309,945,680,11,/en/squads/98e8af82/Rayo-Vallecano-Stats,2023
ESP-La Liga,2022,Real Madrid,26,38.0,542,353,242,212,88,259,565,45.8,306,365,105,260,296,838,469,5,/en/squads/53a2f082/Real-Madrid-Stats,2023
ESP-La Liga,2022,Real Sociedad,30,38.0,660,395,304,254,102,285,613,46.5,328,399,103,296,271,931,624,13,/en/squads/e31d1cd9/Real-Sociedad-Stats,2023
ESP-La Liga,2022,Sevilla,35,38.0,587,367,261,230,96,281,591,47.5,310,361,127,234,339,926,633,9,/en/squads/ad2be733/Sevilla-Stats,2023
ESP-La Liga,2022,Valencia,28,38.0,678,428,340,254,84,311,645,48.2,334,370,75,295,288,966,643,21,/en/squads/dcc91a7b/Valencia-Stats,2023
ESP-La Liga,2022,Valladolid,36,38.0,671,396,334,251,86,296,628,47.1,332,432,149,283,345,1016,767,8,/en/squads/17859612/Valladolid-Stats,2023
ESP-La Liga,2022,Villarreal,32,38.0,578,370,276,201,101,270,534,50.6,264,372,125,247,262,840,691,16,/en/squads/2a8183b3/Villarreal-Stats,2023
FRA-Ligue 1,2017,Amiens,30,38.0,658,445,336,252,70,243,623,39.0,380,444,164,280,523,1181,1128,20,/en/squads/25622401/2017-2018/Amiens-Stats,2018
FRA-Ligue 1,2017,Angers,27,38.0,661,427,350,240,71,244,766,31.9,522,402,79,323,410,1071,853,14,/en/squads/69236f98/2017-2018/Angers-Stats,2018
FRA-Ligue 1,2017,Bordeaux,31,38.0,699,459,311,322,66,246,682,36.1,436,355,110,245,464,1163,855,13,/en/squads/123f3efe/2017-2018/Bordeaux-Stats,2018
FRA-Ligue 1,2017,Caen,26,38.0,733,478,369,295,69,276,747,36.9,471,450,97,353,476,1209,961,12,/en/squads/74229020/2017-2018/Caen-Stats,2018
FRA-Ligue 1,2017,Dijon,26,38.0,685,462,363,264,58,250,687,36.4,437,385,118,267,544,1229,977,20,/en/squads/8dfb7350/2017-2018/Dijon-Stats,2018
FRA-Ligue 1,2017,Guingamp,23,38.0,640,437,310,271,59,228,672,33.9,444,368,121,247,475,1115,976,15,/en/squads/d41b5f53/2017-2018/Guingamp-Stats,2018
FRA-Ligue 1,2017,Lille,25,38.0,681,453,364,261,56,229,606,37.8,377,378,108,270,492,1173,776,21,/en/squads/cb188c0c/2017-2018/Lille-Stats,2018
FRA-Ligue 1,2017,Lyon,26,38.0,639,411,283,285,71,207,573,36.1,366,352,101,251,450,1089,863,18,/en/squads/d53c0b06/2017-2018/Lyon-Stats,2018
FRA-Ligue 1,2017,Marseille,26,38.0,757,505,331,340,86,291,755,38.5,464,392,102,290,448,1205,797,17,/en/squads/5725cc7b/2017-2018/Marseille-Stats,2018
FRA-Ligue 1,2017,Metz,36,38.0,707,458,359,281,67,252,682,37.0,430,375,94,281,511,1218,848,12,/en/squads/f83960ae/2017-2018/Metz-Stats,2018
FRA-Ligue 1,2017,Monaco,32,38.0,719,433,283,347,89,263,700,37.6,437,394,107,287,497,1216,1000,9,/en/squads/fd6114db/2017-2018/Monaco-Stats,2018
FRA-Ligue 1,2017,Montpellier,23,38.0,680,450,307,303,70,229,589,38.9,360,343,97,246,499,1179,879,16,/en/squads/281b0e73/2017-2018/Montpellier-Stats,2018
FRA-Ligue 1,2017,Nantes,30,38.0,756,510,383,302,71,272,662,41.1,390,495,138,357,426,1182,1052,14,/en/squads/d7a486cd/2017-2018/Nantes-Stats,2018
FRA-Ligue 1,2017,Nice,31,38.0,588,398,327,215,46,230,572,40.2,342,369,115,254,437,1025,687,32,/en/squads/132ebc33/2017-2018/Nice-Stats,2018
FRA-Ligue 1,2017,Paris S-G,28,38.0,646,435,285,264,97,213,594,35.9,381,322,97,225,329,975,620,19,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats,2018
FRA-Ligue 1,2017,Rennes,28,38.0,656,409,295,277,84,263,747,35.2,484,408,89,319,415,1071,1012,19,/en/squads/b3072e00/2017-2018/Rennes-Stats,2018
FRA-Ligue 1,2017,Saint-Étienne,30,38.0,679,447,364,253,62,243,680,35.7,437,400,121,279,401,1080,965,16,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats,2018
FRA-Ligue 1,2017,Strasbourg,25,38.0,750,490,388,298,64,243,661,36.8,418,360,91,269,515,1265,879,20,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats,2018
FRA-Ligue 1,2017,Toulouse,25,38.0,699,465,349,275,75,254,662,38.4,408,392,101,291,479,1178,928,18,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats,2018
FRA-Ligue 1,2017,Troyes,25,38.0,657,410,365,221,71,225,673,33.4,448,383,129,254,437,1094,1094,18,/en/squads/54195385/2017-2018/Troyes-Stats,2018
FRA-Ligue 1,2018,Amiens,26,38.0,629,384,313,244,72,256,611,41.9,355,389,141,248,396,1025,876,16,/en/squads/25622401/2018-2019/Amiens-Stats,2019
FRA-Ligue 1,2018,Angers,24,38.0,673,399,351,254,68,260,624,41.7,364,396,109,287,420,1093,889,8,/en/squads/69236f98/2018-2019/Angers-Stats,2019
FRA-Ligue 1,2018,Bordeaux,33,38.0,720,447,359,303,58,296,666,44.4,370,394,114,280,391,1111,966,20,/en/squads/123f3efe/2018-2019/Bordeaux-Stats,2019
FRA-Ligue 1,2018,Caen,26,38.0,709,435,373,271,65,291,621,46.9,330,403,141,262,489,1198,952,18,/en/squads/74229020/2018-2019/Caen-Stats,2019
FRA-Ligue 1,2018,Dijon,26,38.0,674,408,339,254,81,261,645,40.5,384,417,119,298,482,1156,826,14,/en/squads/8dfb7350/2018-2019/Dijon-Stats,2019
FRA-Ligue 1,2018,Guingamp,30,38.0,684,431,320,299,65,275,551,49.9,276,416,112,304,421,1105,768,17,/en/squads/d41b5f53/2018-2019/Guingamp-Stats,2019
FRA-Ligue 1,2018,Lille,25,38.0,628,378,295,272,61,263,583,45.1,320,377,106,271,387,1015,764,15,/en/squads/cb188c0c/2018-2019/Lille-Stats,2019
FRA-Ligue 1,2018,Lyon,25,38.0,637,384,285,266,86,231,492,47.0,261,406,136,270,363,1000,680,19,/en/squads/d53c0b06/2018-2019/Lyon-Stats,2019
FRA-Ligue 1,2018,Marseille,24,38.0,781,489,349,332,100,318,698,45.6,380,346,98,248,401,1182,690,18,/en/squads/5725cc7b/2018-2019/Marseille-Stats,2019
FRA-Ligue 1,2018,Monaco,42,38.0,686,422,322,271,93,301,660,45.6,359,334,86,248,386,1072,841,15,/en/squads/fd6114db/2018-2019/Monaco-Stats,2019
FRA-Ligue 1,2018,Montpellier,25,38.0,759,431,364,305,90,304,676,45.0,372,411,105,306,484,1243,751,11,/en/squads/281b0e73/2018-2019/Montpellier-Stats,2019
FRA-Ligue 1,2018,Nantes,33,38.0,767,478,360,315,92,321,690,46.5,369,382,106,276,435,1202,831,6,/en/squads/d7a486cd/2018-2019/Nantes-Stats,2019
FRA-Ligue 1,2018,Nice,30,38.0,662,420,331,264,67,287,617,46.5,330,410,108,302,450,1112,777,11,/en/squads/132ebc33/2018-2019/Nice-Stats,2019
FRA-Ligue 1,2018,Nîmes,23,38.0,733,442,373,282,78,325,757,42.9,432,378,119,259,443,1176,832,8,/en/squads/1cbf5f9e/2018-2019/Nimes-Stats,2019
FRA-Ligue 1,2018,Paris S-G,30,38.0,701,434,286,315,100,282,625,45.1,343,335,93,242,342,1043,535,20,/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats,2019
FRA-Ligue 1,2018,Reims,27,38.0,760,454,423,257,80,291,647,45.0,356,364,111,253,486,1246,886,18,/en/squads/7fdd64e0/2018-2019/Reims-Stats,2019
FRA-Ligue 1,2018,Rennes,28,38.0,652,395,307,271,74,292,650,44.9,358,405,119,286,389,1041,779,10,/en/squads/b3072e00/2018-2019/Rennes-Stats,2019
FRA-Ligue 1,2018,Saint-Étienne,29,38.0,672,406,307,272,93,278,633,43.9,355,357,97,260,441,1113,774,24,/en/squads/d298ef2c/2018-2019/Saint-Etienne-Stats,2019
FRA-Ligue 1,2018,Strasbourg,26,38.0,649,405,320,256,73,257,570,45.1,313,373,127,246,428,1077,751,12,/en/squads/c0d3eab4/2018-2019/Strasbourg-Stats,2019
FRA-Ligue 1,2018,Toulouse,29,38.0,669,418,362,243,64,265,582,45.5,317,433,126,307,384,1053,947,17,/en/squads/3f8c4b5f/2018-2019/Toulouse-Stats,2019
FRA-Ligue 1,2019,Amiens,27,28.0,425,238,194,184,47,201,510,39.4,309,280,87,193,300,725,615,17,/en/squads/25622401/2019-2020/Amiens-Stats,2020
FRA-Ligue 1,2019,Angers,26,28.0,439,279,206,178,55,177,452,39.2,275,229,51,178,267,706,513,8,/en/squads/69236f98/2019-2020/Angers-Stats,2020
FRA-Ligue 1,2019,Bordeaux,26,28.0,483,284,232,206,45,230,595,38.7,365,237,89,148,302,785,575,13,/en/squads/123f3efe/2019-2020/Bordeaux-Stats,2020
FRA-Ligue 1,2019,Brest,24,28.0,484,282,238,186,60,184,472,39.0,288,263,82,181,352,836,537,11,/en/squads/fb08dbb3/2019-2020/Brest-Stats,2020
FRA-Ligue 1,2019,Dijon,28,28.0,516,304,259,208,49,239,548,43.6,309,277,100,177,332,848,596,14,/en/squads/8dfb7350/2019-2020/Dijon-Stats,2020
FRA-Ligue 1,2019,Lille,25,28.0,424,237,163,203,58,183,467,39.2,284,263,62,201,278,702,450,9,/en/squads/cb188c0c/2019-2020/Lille-Stats,2020
FRA-Ligue 1,2019,Lyon,27,28.0,492,304,232,193,67,201,442,45.5,241,241,94,147,311,803,540,7,/en/squads/d53c0b06/2019-2020/Lyon-Stats,2020
FRA-Ligue 1,2019,Marseille,23,28.0,564,325,246,246,72,235,560,42.0,325,264,58,206,312,876,533,9,/en/squads/5725cc7b/2019-2020/Marseille-Stats,2020
FRA-Ligue 1,2019,Metz,24,28.0,526,337,295,186,45,213,475,44.8,262,293,97,196,312,838,635,5,/en/squads/f83960ae/2019-2020/Metz-Stats,2020
FRA-Ligue 1,2019,Monaco,28,28.0,504,307,231,221,52,235,556,42.3,321,249,70,179,281,785,495,15,/en/squads/fd6114db/2019-2020/Monaco-Stats,2020
FRA-Ligue 1,2019,Montpellier,27,28.0,449,286,215,190,44,217,570,38.1,353,220,83,137,308,757,520,7,/en/squads/281b0e73/2019-2020/Montpellier-Stats,2020
FRA-Ligue 1,2019,Nantes,29,28.0,548,347,245,249,54,265,550,48.2,285,217,72,145,305,853,512,4,/en/squads/d7a486cd/2019-2020/Nantes-Stats,2020
FRA-Ligue 1,2019,Nice,31,28.0,471,279,246,180,45,212,516,41.1,304,280,81,199,343,814,480,13,/en/squads/132ebc33/2019-2020/Nice-Stats,2020
FRA-Ligue 1,2019,Nîmes,28,28.0,552,302,235,258,59,249,599,41.6,350,272,75,197,329,881,469,6,/en/squads/1cbf5f9e/2019-2020/Nimes-Stats,2020
FRA-Ligue 1,2019,Paris S-G,31,27.0,484,295,191,220,73,191,473,40.4,282,258,57,201,255,739,303,13,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats,2020
FRA-Ligue 1,2019,Reims,26,28.0,490,324,259,185,46,184,401,45.9,217,228,72,156,325,815,514,8,/en/squads/7fdd64e0/2019-2020/Reims-Stats,2020
FRA-Ligue 1,2019,Rennes,26,28.0,501,296,251,205,45,218,533,40.9,315,277,96,181,272,773,594,7,/en/squads/b3072e00/2019-2020/Rennes-Stats,2020
FRA-Ligue 1,2019,Saint-Étienne,31,28.0,512,318,212,238,62,219,508,43.1,289,267,63,204,376,888,478,15,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats,2020
FRA-Ligue 1,2019,Strasbourg,25,27.0,472,293,234,193,45,189,403,46.9,214,198,51,147,301,773,436,11,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats,2020
FRA-Ligue 1,2019,Toulouse,30,28.0,549,346,270,227,52,220,508,43.3,288,252,77,175,320,869,592,13,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats,2020
FRA-Ligue 1,2020,Angers,31,38.0,626,376,302,256,68,314,754,41.6,440,330,78,252,443,1069,654,1,/en/squads/69236f98/2020-2021/Angers-Stats,2021
FRA-Ligue 1,2020,Bordeaux,28,38.0,567,329,294,212,61,253,623,40.6,370,383,123,260,503,1070,677,9,/en/squads/123f3efe/2020-2021/Bordeaux-Stats,2021
FRA-Ligue 1,2020,Brest,26,38.0,610,355,321,236,53,284,633,44.9,349,358,109,249,463,1073,685,12,/en/squads/fb08dbb3/2020-2021/Brest-Stats,2021
FRA-Ligue 1,2020,Dijon,33,38.0,601,367,329,225,47,278,661,42.1,383,351,112,239,471,1072,729,16,/en/squads/8dfb7350/2020-2021/Dijon-Stats,2021
FRA-Ligue 1,2020,Lens,27,38.0,601,358,264,253,84,237,533,44.5,296,375,92,283,508,1109,690,12,/en/squads/fd4e0f7d/2020-2021/Lens-Stats,2021
FRA-Ligue 1,2020,Lille,21,38.0,653,370,273,288,92,305,707,43.1,402,339,90,249,424,1077,590,6,/en/squads/cb188c0c/2020-2021/Lille-Stats,2021
FRA-Ligue 1,2020,Lorient,27,38.0,722,424,353,303,66,333,812,41.0,479,422,114,308,527,1249,670,11,/en/squads/d2c87802/2020-2021/Lorient-Stats,2021
FRA-Ligue 1,2020,Lyon,29,38.0,584,346,251,249,84,264,639,41.3,375,366,115,251,408,992,594,14,/en/squads/d53c0b06/2020-2021/Lyon-Stats,2021
FRA-Ligue 1,2020,Marseille,31,38.0,655,391,266,302,87,313,667,46.9,354,365,105,260,442,1097,710,12,/en/squads/5725cc7b/2020-2021/Marseille-Stats,2021
FRA-Ligue 1,2020,Metz,27,38.0,685,417,368,252,65,305,675,45.2,370,394,116,278,572,1257,745,9,/en/squads/f83960ae/2020-2021/Metz-Stats,2021
FRA-Ligue 1,2020,Monaco,30,38.0,733,432,296,346,91,332,696,47.7,364,356,66,290,436,1169,513,15,/en/squads/fd6114db/2020-2021/Monaco-Stats,2021
FRA-Ligue 1,2020,Montpellier,25,38.0,529,334,301,183,45,284,707,40.2,423,372,150,222,420,949,705,14,/en/squads/281b0e73/2020-2021/Montpellier-Stats,2021
FRA-Ligue 1,2020,Nantes,25,38.0,697,385,357,270,70,369,778,47.4,409,391,107,284,464,1161,707,6,/en/squads/d7a486cd/2020-2021/Nantes-Stats,2021
FRA-Ligue 1,2020,Nice,31,38.0,599,364,281,243,75,256,628,40.8,372,355,123,232,435,1034,644,15,/en/squads/132ebc33/2020-2021/Nice-Stats,2021
FRA-Ligue 1,2020,Nîmes,33,38.0,625,372,301,244,80,310,709,43.7,399,407,122,285,501,1126,710,17,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats,2021
FRA-Ligue 1,2020,Paris S-G,33,38.0,609,385,217,278,114,293,700,41.9,407,327,81,246,373,982,448,22,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats,2021
FRA-Ligue 1,2020,Reims,29,38.0,656,372,336,242,78,276,645,42.8,369,335,121,214,487,1143,762,18,/en/squads/7fdd64e0/2020-2021/Reims-Stats,2021
